Annotation Cluster 1	Enrichment Score: 2.9307665889566814
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR001060:FCH domain	3	25.0	4.095024034442484E-5	SRGAP2C, SRGAP2B, SRGAP2	9	23	18559	268.9710144927536	0.0011459730779654898	0.0011459730779654898	0.0342523156932284
SMART	SM00055:FCH	3	25.0	6.816080957210271E-5	SRGAP2C, SRGAP2B, SRGAP2	7	22	10057	195.9155844155844	5.451564092214811E-4	5.451564092214811E-4	0.03730937293842107
UP_KEYWORDS	Neurogenesis	3	25.0	0.005001261871211068	SRGAP2C, SRGAP2B, SRGAP2	10	250	20581	24.6972	0.22173679467475704	0.22173679467475704	4.71426755199732
UP_KEYWORDS	Coiled coil	4	33.33333333333333	0.1355385557976614	RASSF5, SRGAP2C, SRGAP2B, SRGAP2	10	3036	20581	2.711594202898551	0.9993124862237753	0.9737795160947645	75.40930940102461

Annotation Cluster 2	Enrichment Score: 0.3016016797677645
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	5	41.66666666666667	0.17035578303809457	RASSF5, SRGAP2C, MAPKAPK2, EIF2D, SRGAP2	9	5222	18224	1.938805906634325	0.9835706044293216	0.9835706044293216	76.81430131883377
UP_KEYWORDS	Cytoplasm	4	33.33333333333333	0.3545528128205318	RASSF5, MAPKAPK2, EIF2D, SRGAP2	10	4816	20581	1.7093853820598008	0.9999999996888028	0.9993223399629176	98.52534947738043
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	3	25.0	0.35626577538486126	SLC26A9, CTSE, MAPKAPK2	9	2811	18224	2.16103403296573	0.9999381207294611	0.9604467906027212	96.81673783184492
GOTERM_CC_DIRECT	GO:0005634~nucleus	4	33.33333333333333	0.4409481777003643	RASSF5, MAPKAPK2, EIF2D, SRGAP2	9	5415	18224	1.4957627988098903	0.9999972206356422	0.959169342734498	98.94446293745173
UP_SEQ_FEATURE	sequence variant	6	50.0	0.464537340045366	AVPR1B, SLC26A9, CTSE, MAPKAPK2, EIF2D, SRGAP2	8	12443	20063	1.2092943823836695	0.999999999679726	0.999999999679726	99.60446408544242
UP_SEQ_FEATURE	splice variant	4	33.33333333333333	0.5510345002287222	RASSF5, CTSE, MAPKAPK2, EIF2D	8	7760	20063	1.2927190721649484	0.9999999999993279	0.9999991801640372	99.91693191200088
UP_KEYWORDS	Polymorphism	6	50.0	0.7016934677166493	AVPR1B, SLC26A9, CTSE, MAPKAPK2, EIF2D, SRGAP2	10	12043	20581	1.0253757369426224	1.0	0.9999944200843229	99.99912851951773
UP_KEYWORDS	Phosphoprotein	4	33.33333333333333	0.7695089360661101	RASSF5, MAPKAPK2, EIF2D, SRGAP2	10	8246	20581	0.9983507154984236	1.0	0.9998961065714037	99.99992731322952
UP_KEYWORDS	Alternative splicing	5	41.66666666666667	0.7736748330539975	RASSF5, SLC26A9, CTSE, MAPKAPK2, EIF2D	10	10587	20581	0.9719939548502881	1.0	0.999739874758369	99.99993902348889
GOTERM_MF_DIRECT	GO:0005515~protein binding	3	25.0	0.9498712421451543	RASSF5, MAPKAPK2, SRGAP2	8	8785	16881	0.7205890722822994	1.0	1.0	99.99999999866525

Annotation Cluster 3	Enrichment Score: 0.24698653982779045
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	4	33.33333333333333	0.2631229808412221	AVPR1B, SLC26A9, C1ORF186, SRGAP2	9	4121	18224	1.9654344954029495	0.9987902649201926	0.9652187539066323	90.83382793389316
UP_SEQ_FEATURE	transmembrane region	3	25.0	0.5600707095888646	AVPR1B, SLC26A9, C1ORF186	8	5056	20063	1.4880587420886076	0.99999999999967	0.9999309017716842	99.93062218617527
UP_KEYWORDS	Membrane	4	33.33333333333333	0.6948198812515767	AVPR1B, SLC26A9, C1ORF186, SRGAP2	10	7494	20581	1.0985321590605819	1.0	0.9999996394604014	99.99891470988857
UP_KEYWORDS	Transmembrane helix	3	25.0	0.7531792045155692	AVPR1B, SLC26A9, C1ORF186	10	5634	20581	1.0958998935037274	1.0	0.9999913599836567	99.99985946812672
UP_KEYWORDS	Transmembrane	3	25.0	0.754909868231995	AVPR1B, SLC26A9, C1ORF186	10	5651	20581	1.0926030791010442	1.0	0.9999565448143823	99.99986867664458

