Annotation Cluster 1	Enrichment Score: 40.35962590955492
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding	51	86.4406779661017	1.1163504954882757E-68	HKR1, ZNF17, ZNF534, ZNF583, ZNF781, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF383, ZNF550, ZNF551, ZNF432, ZNF808, ZNF613, ZNF614, ZNF274, ZNF615, ZNF616, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF569, ZNF260, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF585B, ZNF665, ZNF461, ZNF570, ZNF571, ZNF573	54	621	16659	25.335748792270532	2.1210659414277238E-67	2.1210659414277238E-67	8.366415176749876E-66
UP_SEQ_FEATURE	zinc finger region:C2H2-type 3	50	84.7457627118644	5.343071627588156E-68	HKR1, ZNF17, ZNF534, ZNF583, ZNF781, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF383, ZNF550, ZNF551, ZNF432, ZNF808, ZNF613, ZNF614, ZNF274, ZNF615, ZNF616, ZNF71, ZNF471, ZNF607, ZNF420, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF569, ZNF260, ZNF667, ZNF221, ZSCAN4, ZNF836, ZNF585A, ZNF585B, ZNF665, ZNF461, ZNF570, ZNF571, ZNF573	55	622	19113	27.93481438175972	6.197963088002261E-66	6.197963088002261E-66	6.0958187398237826E-65
UP_SEQ_FEATURE	zinc finger region:C2H2-type 4	49	83.05084745762711	2.8086303896872073E-67	HKR1, ZNF17, ZNF534, ZNF583, ZNF347, ZNF345, ZNF829, ZNF350, ZNF578, ZNF540, ZNF577, ZNF790, ZNF649, ZNF792, ZNF793, ZNF549, ZFP82, ZNF383, ZNF550, ZNF551, ZNF432, ZNF808, ZNF613, ZNF614, ZNF274, ZNF615, ZNF616, ZNF71, ZNF471, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF566, ZNF568, ZNF567, ZNF569, ZNF260, ZNF667, ZSCAN4, ZNF836, ZNF585A, ZNF585B, ZNF665, ZNF461, ZNF570, ZNF571, ZNF573	55	575	19113	29.613818181818182	3.2580112520371604E-65	1.6290056260185802E-65	3.2043182191854995E-64
UP_SEQ_FEATURE	zinc finger region:C2H2-type 8	46	77.96610169491525	7.042526709691345E-67	ZNF613, ZNF808, ZNF614, HKR1, ZNF17, ZNF534, ZNF583, ZNF347, ZNF345, ZNF829, ZNF615, ZNF616, ZNF350, ZNF578, ZNF540, ZNF471, ZNF71, ZNF420, ZNF606, ZNF577, ZNF527, ZNF528, ZNF566, ZNF529, ZNF568, ZNF567, ZNF569, ZNF260, ZNF790, ZNF667, ZNF649, ZNF792, ZNF221, ZNF836, ZNF549, ZNF585A, ZNF585B, ZNF665, ZFP82, ZNF383, ZNF461, ZNF550, ZNF551, ZNF432, ZNF570, ZNF571, ZNF573	55	417	19113	38.33433616742969	8.169330983241961E-65	2.7231103277473197E-65	8.034697882578164E-64
UP_SEQ_FEATURE	zinc finger region:C2H2-type 7	46	77.96610169491525	2.8571439237477915E-65	ZNF613, ZNF808, ZNF614, HKR1, ZNF17, ZNF534, ZNF583, ZNF347, ZNF345, ZNF829, ZNF615, ZNF616, ZNF350, ZNF578, ZNF540, ZNF471, ZNF71, ZNF607, ZNF420, ZNF606, ZNF577, ZNF527, ZNF528, ZNF566, ZNF529, ZNF568, ZNF567, ZNF569, ZNF260, ZNF790, ZNF667, ZNF649, ZNF792, ZNF221, ZNF836, ZNF549, ZNF585B, ZNF665, ZFP82, ZNF383, ZNF461, ZNF550, ZNF551, ZNF432, ZNF570, ZNF571, ZNF573	55	451	19113	35.44438621245717	3.314286951547438E-63	8.285717378868596E-64	3.2596664777666936E-62
UP_SEQ_FEATURE	domain:KRAB	43	72.88135593220339	2.3474648831595968E-64	ZNF613, ZNF808, ZNF614, HKR1, ZNF17, ZNF534, ZNF583, ZNF347, ZNF829, ZNF615, ZNF616, ZNF350, ZNF540, ZNF471, ZNF607, ZNF420, ZNF606, ZNF577, ZNF527, ZNF528, ZNF566, ZNF529, ZNF568, ZNF567, ZNF569, ZNF667, ZNF790, ZNF649, ZNF792, ZNF221, ZNF793, ZNF836, ZNF549, ZNF585A, ZNF585B, ZFP82, ZNF461, ZNF383, ZNF550, ZNF551, ZNF432, ZNF570, ZNF571, ZNF573	55	332	19113	45.008707557502746	2.7230592644651323E-62	5.446118528930264E-63	2.6781824057825465E-61
UP_SEQ_FEATURE	zinc finger region:C2H2-type 10	43	72.88135593220339	3.068730801857212E-64	ZNF613, ZNF808, ZNF614, HKR1, ZNF17, ZNF534, ZNF583, ZNF347, ZNF345, ZNF829, ZNF615, ZNF616, ZNF578, ZNF540, ZNF471, ZNF71, ZNF607, ZNF420, ZNF606, ZNF527, ZNF528, ZNF529, ZNF568, ZNF567, ZNF569, ZNF260, ZNF667, ZNF790, ZNF649, ZNF792, ZNF221, ZNF836, ZNF549, ZNF585A, ZNF585B, ZNF665, ZFP82, ZNF461, ZNF383, ZNF551, ZNF432, ZNF570, ZNF571, ZNF573	55	334	19113	44.739194338595546	3.559727730154366E-62	5.932879550257276E-63	3.501062316448801E-61
UP_SEQ_FEATURE	zinc finger region:C2H2-type 5	47	79.66101694915254	5.8167622976468974E-64	ZNF613, ZNF808, ZNF614, HKR1, ZNF274, ZNF17, ZNF534, ZNF583, ZNF347, ZNF345, ZNF829, ZNF615, ZNF616, ZNF350, ZNF578, ZNF540, ZNF471, ZNF71, ZNF607, ZNF420, ZNF606, ZNF577, ZNF527, ZNF528, ZNF566, ZNF529, ZNF568, ZNF567, ZNF569, ZNF260, ZNF790, ZNF649, ZNF792, ZNF221, ZNF793, ZNF836, ZNF549, ZNF585A, ZNF585B, ZNF665, ZNF383, ZNF461, ZNF550, ZNF551, ZNF432, ZNF570, ZNF571, ZNF573	55	538	19113	30.358600878675226	6.747444265270401E-62	9.639206093243431E-63	6.636244297384047E-61
UP_SEQ_FEATURE	zinc finger region:C2H2-type 6	46	77.96610169491525	1.1650086245342819E-63	ZNF613, ZNF808, ZNF614, HKR1, ZNF534, ZNF583, ZNF347, ZNF345, ZNF829, ZNF615, ZNF616, ZNF350, ZNF578, ZNF540, ZNF471, ZNF71, ZNF607, ZNF420, ZNF606, ZNF577, ZNF527, ZNF528, ZNF566, ZNF529, ZNF568, ZNF567, ZNF569, ZNF260, ZNF790, ZNF667, ZNF649, ZNF792, ZNF221, ZNF836, ZNF549, ZNF585A, ZNF585B, ZNF665, ZFP82, ZNF383, ZNF461, ZNF550, ZNF551, ZNF432, ZNF570, ZNF571, ZNF573	55	488	19113	32.757004470938895	1.351410004459767E-61	1.6892625055747088E-62	1.3291383497132863E-60
INTERPRO	IPR001909:Krueppel-associated  box	44	74.57627118644068	1.6162852785980632E-63	ZNF613, ZNF808, ZNF614, HKR1, ZNF17, ZNF274, ZNF534, ZNF583, ZNF347, ZNF829, ZNF615, ZNF616, ZNF350, ZNF540, ZNF471, ZNF607, ZNF420, ZNF606, ZNF577, ZNF527, ZNF528, ZNF566, ZNF529, ZNF568, ZNF567, ZNF569, ZNF667, ZNF790, ZNF649, ZNF792, ZNF221, ZNF793, ZNF836, ZNF549, ZNF585A, ZNF585B, ZFP82, ZNF461, ZNF383, ZNF550, ZNF551, ZNF432, ZNF570, ZNF571, ZNF573	54	355	16659	38.23661971830985	3.07094202933632E-62	1.53547101466816E-62	1.2113143443274671E-60
