Annotation Cluster 1	Enrichment Score: 1.2940465609125376
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	signal	6	60.0	0.009483461180803437	IL17A, EYS, DEFB114, PKHD1, DEFB113, BAI3	10	3250	19235	3.5510769230769226	0.3730616454986534	0.3730616454986534	8.731184507594314
UP_SEQ_FEATURE	signal peptide	6	60.0	0.009749884628866928	IL17A, EYS, DEFB114, PKHD1, DEFB113, BAI3	10	3250	19113	3.5285538461538457	0.6460356061112698	0.6460356061112698	10.4112537991085
UP_SEQ_FEATURE	disulfide bond	5	50.0	0.03203678348225042	IL17A, EYS, DEFB114, DEFB113, BAI3	10	2819	19113	3.39003192621497	0.9683015134019636	0.8219593119592143	30.605999449615982
SP_PIR_KEYWORDS	disulfide bond	5	50.0	0.03543766782291101	IL17A, EYS, DEFB114, DEFB113, BAI3	10	2924	19235	3.289158686730506	0.8293192272470571	0.5868647040581707	29.244630753662538
SP_PIR_KEYWORDS	Secreted	4	40.0	0.037943853801120565	IL17A, EYS, DEFB114, DEFB113	10	1689	19235	4.555358200118413	0.8497479156901966	0.46837323804293884	30.987755299322284
GOTERM_BP_FAT	GO:0006952~defense response	3	30.0	0.048151421702911555	IL17A, DEFB114, DEFB113	9	615	13528	7.332249322493224	0.9876251473719939	0.9876251473719939	41.474155927277224
GOTERM_CC_FAT	GO:0005576~extracellular region	4	40.0	0.11763861705900522	IL17A, EYS, DEFB114, DEFB113	9	2010	12782	2.826312880044223	0.9983096714471956	0.9983096714471956	70.20207404575652
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	4	40.0	0.30489643074548906	IL17A, EYS, PKHD1, BAI3	10	4129	19113	1.8515863405182855	1.0	0.9999973752799495	98.31098088146969
SP_PIR_KEYWORDS	glycoprotein	4	40.0	0.3281313775338781	IL17A, EYS, PKHD1, BAI3	10	4318	19235	1.7818434460398334	0.9999999965570271	0.9797051091438597	97.79195459327276

Annotation Cluster 2	Enrichment Score: 0.28472184613939927
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	Transcription	3	30.0	0.2517528678475517	KHDRBS2, PRIM2, TFAP2D	10	2071	19235	2.7863351038145825	0.9999993267009719	0.9713547908931758	93.80062222053833
GOTERM_BP_FAT	GO:0006350~transcription	3	30.0	0.3596200480897447	KHDRBS2, PRIM2, TFAP2D	9	2101	13528	2.146279549420911	1.0	0.9999999975651127	99.20782182865312
SP_PIR_KEYWORDS	phosphoprotein	5	50.0	0.46081835235782975	KHDRBS2, PKHD1, PRIM2, BAI3, TFAP2D	10	7263	19235	1.3241773371884897	0.9999999999999284	0.9935557853827884	99.73215422782124
SP_PIR_KEYWORDS	polymorphism	7	70.0	0.4837706790733156	EYS, KHDRBS2, PKHD1, PRIM2, LRRC1, BAI3, TFAP2D	10	11550	19235	1.1657575757575755	0.9999999999999915	0.9902299074762081	99.82349998260915
UP_SEQ_FEATURE	sequence variant	7	70.0	0.5519061730092472	EYS, KHDRBS2, PKHD1, PRIM2, LRRC1, BAI3, TFAP2D	10	11992	19113	1.115668779186124	1.0	0.9999999994228649	99.9877537165059
SP_PIR_KEYWORDS	alternative splicing	4	40.0	0.7475862676072078	EYS, PKHD1, PRIM2, LRRC1	10	7488	19235	1.0275106837606838	1.0	0.999782258106853	99.99981486927531
UP_SEQ_FEATURE	splice variant	4	40.0	0.7493963093885404	EYS, PKHD1, PRIM2, LRRC1	10	7458	19113	1.0251005631536607	1.0	0.9999999999998186	99.99998196871869
SP_PIR_KEYWORDS	membrane	3	30.0	0.8452778396198181	PKHD1, LRRC1, BAI3	10	6256	19235	0.9223945012787723	1.0	0.9999613131183882	99.9999983038835

