Annotation Cluster 1	Enrichment Score: 1.5418181748725879
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006355~regulation of transcription, DNA-dependent	4	80.0	0.008109238824478148	ZNF595, ZNF718, DUX2, DUX4	5	1773	13528	6.104004512126339	0.11497064333766116	0.11497064333766116	5.5037552225468245
GOTERM_BP_FAT	GO:0051252~regulation of RNA metabolic process	4	80.0	0.008649560734857325	ZNF595, ZNF718, DUX2, DUX4	5	1813	13528	5.969332597904027	0.1221747872625415	0.06307673060305596	5.8610659864193675
GOTERM_MF_FAT	GO:0003677~DNA binding	4	80.0	0.02001532238693238	ZNF595, ZNF718, DUX2, DUX4	5	2331	12983	4.455770055770056	0.18305493418275576	0.18305493418275576	11.432488660919427
GOTERM_BP_FAT	GO:0045449~regulation of transcription	4	80.0	0.024311709941449277	ZNF595, ZNF718, DUX2, DUX4	5	2601	13528	4.160861207227989	0.3087002639178661	0.11578991565074626	15.727793316801153
SP_PIR_KEYWORDS	dna-binding	3	60.0	0.026450910888765142	ZNF595, ZNF718, DUX4	4	1868	19235	7.722831905781585	0.41499834409404934	0.41499834409404934	18.455893176359805
SP_PIR_KEYWORDS	transcription regulation	3	60.0	0.030933812999078124	ZNF595, ZNF718, DUX4	4	2026	19235	7.120557749259625	0.4665806012098057	0.26964433404662747	21.27056322015236
SP_PIR_KEYWORDS	Transcription	3	60.0	0.03226935517924797	ZNF595, ZNF718, DUX4	4	2071	19235	6.965837759536456	0.48109258257437004	0.196418445105212	22.092617619045495
GOTERM_BP_FAT	GO:0006350~transcription	3	60.0	0.1164730024458689	ZNF595, ZNF718, DUX4	5	2101	13528	3.863303188957639	0.8439379278990348	0.37147241594109415	57.724547158014715
SP_PIR_KEYWORDS	nucleus	3	60.0	0.12664689335976476	ZNF595, ZNF718, DUX4	4	4283	19235	3.368258230212468	0.9333504243491111	0.4918998218697954	64.32196867710542

Annotation Cluster 2	Enrichment Score: 0.17550259918955444
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	polymorphism	3	60.0	0.648681159571002	ZNF595, ZNF718, STX18	4	11550	19235	1.249025974025974	0.999999999179594	0.984766287236968	99.96513652787475
UP_SEQ_FEATURE	sequence variant	3	60.0	0.6870107254972431	ZNF595, ZNF718, STX18	4	11992	19113	1.1953594062708472	1.0	1.0	99.9960488688362

