Annotation Cluster 1	Enrichment Score: 0.3629861205635329
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	3	50.0	0.2958341533833468	GPC5, HS6ST3, FAM155A	6	4129	19113	2.3144829256478565	0.9995544986165756	0.9995544986165756	93.57531104629692
SP_PIR_KEYWORDS	glycoprotein	3	50.0	0.31349347856207876	GPC5, HS6ST3, FAM155A	6	4318	19235	2.2273043075497916	0.999917564043987	0.999917564043987	95.27217057991419
SP_PIR_KEYWORDS	membrane	3	50.0	0.5230297005771407	GPC5, HS6ST3, FAM155A	6	6256	19235	1.537324168797954	0.999999990831814	0.9979070389840478	99.75366359350846
GOTERM_CC_FAT	GO:0016021~integral to membrane	3	50.0	0.5495592741322815	GPC5, HS6ST3, FAM155A	5	5297	12782	1.4478383990938266	0.999998706280739	0.999998706280739	99.68943070189238
GOTERM_CC_FAT	GO:0031224~intrinsic to membrane	3	50.0	0.574449271418384	GPC5, HS6ST3, FAM155A	5	5485	12782	1.3982133090246125	0.9999995077647028	0.9992984051759014	99.79421347382277

Annotation Cluster 2	Enrichment Score: 0.31641295272737563
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	polymorphism	5	83.33333333333334	0.3377420965140195	GPC5, DAOA, FGF14, HS6ST3, CLYBL	6	11550	19235	1.3878066378066378	0.9999664510642107	0.994207855682964	96.46854722456816
UP_SEQ_FEATURE	sequence variant	5	83.33333333333334	0.3859003662893067	GPC5, DAOA, FGF14, HS6ST3, CLYBL	6	11992	19113	1.3281771180787192	0.9999780590997253	0.9953158885287835	97.79867224872244
SP_PIR_KEYWORDS	alternative splicing	3	50.0	0.6443147198258257	DAOA, FGF14, CLYBL	6	7488	19235	1.2843883547008548	0.9999999999940208	0.9984362697831999	99.97721245231286
UP_SEQ_FEATURE	splice variant	3	50.0	0.6459363872631521	DAOA, FGF14, CLYBL	6	7458	19113	1.2813757039420757	0.9999999998798321	0.9995065276307228	99.97042287386272

