Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Disease mutation	370	12.333333333333334	2.466687566510991E-4	DMGDH, SMARCAL1, APP, MTRR, TRAF3IP2, GLDC, POP1, COL12A1, IKZF1, ABCA12, SMC3, SLC4A4, RXFP2, RPS6KA3, EDNRA, ZFYVE27, HERC2, PNP, LIPC, LIPI, GJA5, PIEZO2, GJA8, HMCN1, MYOZ2, EYS, TP63, TMPO, DYNC2H1, PRKCG, CPT1A, COG6, MUSK, MCCC1, ANK2, BCS1L, SCN10A, RBP4, SPATA16, RFX6, MTHFD1, KCNQ3, ZFPM2, FREM1, ATF6, ALDH7A1, FREM2, CERKL, SLC22A5, MTTP, PCDH15, UMOD, PPP1R3A, PIK3R1, GNS, PLA2G7, LDHB, C7, ANKH, HLCS, FLRT3, TTPA, C9, SI, MYO6, OTOG, PROM1, APOB, HCRT, C5ORF42, ARSB, ABCA1, GRXCR1, STAT5B, HACE1, FZD4, TGDS, LRBA, EIF2AK3, IL31RA, FN1, NR2F2, GRIN2B, RPE65, MED13L, EXT1, ICK, SLC6A5, EXT2, HAL, TG, NDUFAF5, PDE3A, DCHS1, GABRB3, IL21, PCSK1, RYR2, ITK, MOCS2, TENM4, PIGN, CITED2, GBE1, DPYS, ADK, KIAA1033, PCSK9, LRRC6, PYGL, IKBKAP, IFIH1, ATIC, MECOM, NNT, TRIM2, ADAMTSL2, ANKRD1, BBS9, TIMP3, CTLA4, PHGDH, JAK2, TEAD1, ACAD8, ELOVL4, EDN3, SLC2A10, KCND3, CCDC115, NSUN2, TCF12, NIPA1, AP3B1, PAX2, ANO3, ZEB2, PLCB4, MMP13, ALDH5A1, GAL, GAN, BBS12, FSHR, RARB, POT1, PPARG, ALDOB, MOCS1, DDR2, CRB1, FH, NBAS, ASAH1, PTH, COL11A1, ABCB11, GLRA1, NT5E, WRN, SLC17A5, ZSWIM6, SHOC2, CD59, AGA, FPGT-TNNI3K, CCT5, WWOX, BCHE, GABRA1, STAT1, TPK1, F11, AKR1C2, WNT7A, MLH1, APTX, POU4F3, PDP1, CENPE, LYRM4, TRMT5, LYRM7, RAB3GAP2, HYLS1, AGGF1, MSRB3, PRDM8, KDM1A, ZBTB24, HFE, HP, RORC, ZBTB20, F13A1, HNMT, PARK2, NR3C2, IGF1R, FGF5, TGM1, SMCHD1, BMPER, KIF5C, SLC25A46, KCNH1, KIRREL3, KCTD1, CASK, PRLR, FOXP2, FOXP1, CACNB2, COL4A2, POLG2, TBL1XR1, SLFN14, EOGT, COL4A3, CHMP4B, MASP1, ROR2, RAF1, FBN2, FTO, DLX5, CUL3, CHAT, SLC1A1, HTRA1, CACNA1D, TNFRSF11B, SPATA5, CYP19A1, NALCN, GTF2E2, NEUROD1, DPP6, ATXN7, TTC21B, NPHP3, NPHP4, NDP, IMPG1, GRIA3, IMPG2, TGFB2, SYT2, SYT1, ZBTB16, DCDC2, TDRD7, GNAO1, QDPR, AHI1, CPS1, LRIT3, COL5A2, CHMP2B, MYF6, MKRN3, TPP1, TCF4, IL7R, FBN1, ALK, SNAP25, THRB, MEGF10, MCM8, DOCK8, CEP164, SLC40A1, SIX1, ETFA, PTPN22, TSPAN12, GPHN, SYNE2, CDC73, SYNE1, GHR, UNC80, SPRED1, KYNU, HMGCS2, SCN5A, CA8, LBR, TAPT1, PRKG1, FGA, POU1F1, COL25A1, GLRX5, PDE4D, ELAC2, PLA2G4A, DARS2, VPS13B, PEX2, APOA5, TGFBR1, ETV6, TRDN, SETBP1, ASPH, PCCA, IMPAD1, RASA1, RBM20, DOCK2, DSG4, MET, COLEC11, LAMA2, SEMA3A, DNAH5, LAMA4, PARN, PLG, LRP2, PTHLH, TTN, HSPD1, CDC42, HMGCL, SLC25A26, ACAN, ERBB4, OXCT1, BMS1, IL21R, POC1B, KCNJ1, FKTN, OPCML, SMARCE1, NTRK2, KCNJ10, IRX5, EYA1, HSD3B2, TRPA1, LAMB3, MMAB, CEP152, SLC12A1, KCNJ18, NYX, TBX5, USH2A, SUGCT, GALC, RPIA, MYO1E, GALE, PIKFYVE, CYP24A1, PDE10A, SUCLA2, GLRB, ERCC8, ERCC5, KRAS, VPS45, GPD1L, SEC24D, MBTPS2, TAF2	2531	2550	20581	1.1798746523500747	0.12881841410900674	0.0062676288621802	0.00595368680826062
GOTERM_CC_DIRECT	GO:0042734~presynaptic membrane	18	0.6	0.0015427839527780885	SNAP25, SYT1, KCNC2, NRXN1, DENND1A, IL31RA, GRIK4, CASK, GRIK2, SNCAIP, RIMS2, KCTD8, GRM7, GRM8, KCTD12, ERC2, KCNH1, KCTD16	2330	62	18224	2.2707462273293646	0.7154356513052099	0.2093043562602273	0.20879009494263465
GOTERM_BP_DIRECT	GO:0071560~cellular response to transforming growth factor beta stimulus	15	0.5	0.0032217917408910177	WWOX, MEF2C, APAF1, PDCD5, WNT7A, TGFBR1, PPM1A, COL4A2, PDGFD, PDE3A, ANKRD1, NOX4, FYN, LIMS1, FBN1	2200	49	16792	2.3365491651205934	0.9999999370099746	1.0	1.0
GOTERM_BP_DIRECT	GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling	18	0.6	0.0034675861450009023	PDGFRA, SERPINA12, NTRK2, TGFB2, SEMA4D, ANGPT1, F2R, IL18, DCN, SELP, ERBB4, CCL5, PDGFD, FSHR, CD28, KDR, FYN, JAK2	2200	65	16792	2.113678321678322	0.9999999822595635	1.0	1.0
COG_ONTOLOGY	DNA replication, recombination, and repair	22	0.7333333333333333	0.004064374245118815	PCID2, AQR, ZCCHC6, NBPF8, NBPF9, MCM9, NSMCE2, LAMB4, LAMB1, IFIT1, SYNE1, IFIH1, NEIL3, DHX32, MSH3, DLG5, TRMT11, TOP1, UTRN, APOB, SKIV2L2, NUDT12	302	79	2026	1.868220303462151	0.13637413056982617	0.14631747282427734	0.14631747282427734
GOTERM_CC_DIRECT	GO:0044295~axonal growth cone	8	0.26666666666666666	0.004856323659931564	GPM6A, EPHA4, FLRT3, PARD3, NRXN1, BOC, COBL, FKBP4	2330	18	18224	3.4762041010968043	0.9809878548922469	0.4540167206605784	0.45290120046239524
GOTERM_CC_DIRECT	GO:0043235~receptor complex	28	0.9333333333333335	0.005019840891824577	ITGB1, APP, NRP1, VIPR1, MTTP, GPR63, LRP2, NR3C2, IGF1R, GHR, GRM7, ERBB4, NT5DC3, LEPR, IMPG2, NTRK2, PTPRN2, GPR37, MUSK, NTRK3, TGFBR1, ACVR2A, LRP1B, KCTD8, PEX5L, CR1L, CAPRIN2, KCTD16	2330	127	18224	1.7244162076306988	0.9833682348744669	0.4540167206605784	0.45290120046239524
UP_KEYWORDS	Mental retardation	53	1.7666666666666668	0.006048929844118093	SNAP25, MYT1L, DOCK8, KIAA1033, ZBTB20, FMN2, GRIK2, SMC3, SOBP, HNMT, RPS6KA3, HERC2, BBS9, CA8, KCNH1, CDK5RAP2, KIRREL3, MEF2C, ELOVL4, COG6, NSUN2, CASK, FRMD4A, ANK3, PRSS12, FOXP1, ZEB2, SETBP1, TBL1XR1, BBS12, MAGEL2, SPATA5, CDC42, DPP6, TTC21B, GRIA3, SMARCE1, ZBTB18, MBD5, KCNJ10, IRX5, AUTS2, EYA1, ZBTB16, CEP152, GRIN2B, MED13L, EXT2, RAB3GAP2, KRAS, TCF4, DCHS1, TAF2	2531	299	20581	1.441381716217234	0.9663458866603082	0.09138788602329768	0.08681031749261371
GOTERM_BP_DIRECT	GO:0007507~heart development	37	1.2333333333333334	0.007687055537836612	OXTR, NRP2, CALCRL, CITED2, DNAH5, SRI, HDAC9, ROBO1, AKAP13, IFT74, ACAN, EDNRA, TBC1D32, ERBB4, FLRT3, OXCT1, SMYD2, XIRP2, MAP2K5, TGFB2, MEF2C, CXADR, NTRK3, GAB1, MICAL2, TBX5, TGFBR1, HOPX, ADAM19, RBP4, MTHFD1, RBM20, PPARG, RAF1, FREM2, EIF4G2, FBN1	2200	183	16792	1.5432290114257328	1.0	1.0	1.0
UP_SEQ_FEATURE	compositionally biased region:Ser-rich	73	2.433333333333333	0.008653171777034613	PRDM8, DOCK4, MCTP1, CSRNP3, MEGF10, MYT1L, SCHIP1, CCDC168, CHD1, SYNE1, ARHGAP42, KIAA1109, CDH4, TIFAB, CDH2, LRRFIP2, ATXN7L1, KIRREL3, PDGFRA, PROSER1, MYOCD, MEF2C, BORA, CCDC158, ANKHD1-EIF4EBP3, FRMD4A, ANK3, NAV2, KIAA1217, CLIP1, KIAA0922, TBC1D4, PAPD7, ASPH, NAV3, KIAA2026, BDP1, SPATA18, KDM3B, YTHDC2, MYCBP2, CTR9, UBR4, GLIS3, CLEC16A, AKAP6, TMEM242, TTN, ARHGAP22, ATXN7, HECTD4, ZBBX, HIVEP3, RICTOR, FNIP2, USP24, TTC14, AUTS2, ZFC3H1, DCLK2, MARCH7, PUM1, BTBD10, ANKHD1, MED13L, FAM179B, KIF26B, ASXL3, LRIT3, CASS4, SP8, TNRC6A, NEUROG2	2489	441	20063	1.3343054109282657	1.0	1.0	0.9981571452504607
