bin,gene,accession,uniqueID,partner,Nij
56,NA,NA,NA,NA,50
107,CSMD1,NM_033225,18581,NA,1
108,CSMD1,NM_033225,18581,NA,1
109,CSMD1,NM_033225,18581,NA,1
111,CSMD1,NM_033225,18581,NA,1
112,CSMD1,NM_033225,18581,NA,1
113,CSMD1,NM_033225,18581,NA,1
114,CSMD1,NM_033225,18581,NA,1
116,CSMD1,NM_033225,18581,NA,1
117,CSMD1,NM_033225,18581,NA,1
118,CSMD1,NM_033225,18581,NA,1
119,CSMD1,NM_033225,18581,NA,1
121,CSMD1,NM_033225,18581,NA,1
122,CSMD1,NM_033225,18581,NA,1
123,NA,NA,NA,NA,1
124,NA,NA,NA,NA,1
126,NA,NA,NA,NA,1
128,NA,NA,NA,NA,1
129,NA,NA,NA,NA,1
130,NA,NA,NA,NA,1
131,NA,NA,NA,NA,1
133,NA,NA,NA,NA,1
135,NA,NA,NA,NA,1
137,NA,NA,NA,NA,1
139,NA,NA,NA,NA,1
140,NA,NA,NA,NA,1
141,NA,NA,NA,NA,1
143,NA,NA,NA,NA,1
146,NA,NA,NA,NA,1
147,NA,NA,NA,NA,1
148,NA,NA,NA,NA,1
149,NA,NA,NA,NA,1
150,NA,NA,NA,NA,1
153,NA,NA,NA,NA,1
158,MCPH1,NM_024596,18582,NA,1
162,MCPH1;MIR8055,NM_024596;NR_107022,18582;19183,NA,1
165,AGPAT5,NM_018361,19186,NA,1
166,MIR4659A;MIR4659B;AGPAT5,NR_039803;NR_039807;NM_018361,19184;19185;19186,NA,1
167,XKR5,NM_207411,18708,NA,1
173,DEFA5;DEFA11P,NM_021010;NR_073421,19195;19206,NA,1
241,TNKS,NM_003747,18589,NA,1
246,NA,NA,NA,NA,1
278,NA,NA,NA,NA,1
320,NA,NA,NA,NA,1
330,DLC1,NM_182643,18732,NA,1
383,NA,NA,NA,NA,1
409,NA,NA,NA,NA,1
789,NRG1,NM_013962,18602,NA,1
871,NA,NA,NA,NA,1
883,UNC5D,NM_080872,18623,NA,1
1179,NA,NA,NA,NA,1
