bin,gene,accession,uniqueID,partner,Nij
887,ZNF792,NM_175872,42276,NA,1
923,LOC644189;ZFP82,NR_033748;NM_133466,42399;42400,NA,1
925,ZNF566;LOC728752,NM_001145345;NR_036504,41136;42402,NA,1
926,ZNF529;ZNF260,NM_001145650;NM_001012756,41140;42401,NA,1
927,ZNF529,NM_001145650,41140,NA,1
929,ZNF461,NM_153257,42410,NA,1
930,ZNF567,NM_152603,42409,NA,1
932,ZNF850,NM_001267779,42414,NA,1
933,ZNF790;ZNF790-AS1,NM_001242800;NR_040027,42413;42418,NA,1
934,ZNF345;ZNF790,NR_038362;NM_001242800,41144;42413,NA,1
935,ZNF345;ZNF829,NR_038362;NM_001037232,41144;42424,NA,1
936,ZNF568;ZNF829,NM_001204838;NM_001037232,41128;42424,NA,1
938,ZNF568,NM_001204838,41128,NA,1
939,NA,NA,NA,NA,1
940,ZNF420,NM_144689,41142,NA,1
942,ZNF585A;ZNF585B,NM_152655;NM_152279,42426;42427,NA,1
943,ZNF585B;ZNF383,NM_152279;NM_152604,42427;42428,NA,1
946,HKR1,NM_181786,42431,NA,1
947,ZNF527;HKR1,NM_032453;NM_181786,41145;42431,NA,1
949,ZNF570;ZNF569,NM_144694;NM_152484,42433;42434,NA,1
950,ZNF793;ZNF570,NM_001013659;NM_144694,41147;42433,NA,1
952,ZNF540;ZNF571;ZNF571-AS1,NM_152606;NM_016536;NR_038248,42436;42439;42441,NA,1
955,ZNF607;ZNF781,NM_032689;NM_152605,42443;42449,NA,1
956,ZNF607;ZNF573,NM_032689;NM_001172690,42443;42444,NA,1
960,SIPA1L3;WDR87,NM_015073;NM_031951,41148;42452,NA,1
1007,LEUTX,NM_001143832,42543,NA,1
1112,ZNF221,NM_013359,42717,NA,44
1310,ZNF649;ZNF577,NM_023074;NR_024181,43366;43369,NA,1
1312,ZNF613;ZNF350;HCCAT3,NM_024840;NM_021632;NR_103847,43371;43372;43377,NA,1
1313,ZNF614;ZNF350;ZNF615;HCCAT3,NM_025040;NM_021632;NM_198480;NR_103847,43370;43372;43373;43377,NA,1
1314,ZNF614;ZNF432,NM_025040;NM_014650,43370;43375,NA,1
1317,ZNF616;ZNF836,NM_178523;NM_001102657,43378;43380,NA,1
1324,ZNF528;ZNF534;ZNF578,NM_032423;NM_001143939;NM_001099694,43388;43391;43395,NA,1
1326,ZNF808;ZNF578,NM_001039886;NM_001099694,43394;43395,NA,1
1342,ZNF665;ZNF347,NM_024733;NM_032584,43424;43427,NA,1
1420,NA,NA,NA,NA,1
1424,ZNF667;ZNF583,NM_022103;NM_001159860,43711;43716,NA,1
1425,ZNF667;ZNF667-AS1,NM_022103;NR_036521,43711;43714,NA,1
1426,ZNF667-AS1;ZNF471,NR_036521;NM_020813,43714;43723,NA,1
1429,ZNF71;SMIM17,NM_021216;NM_001193628,43721;43725,NA,1
1449,ZNF17;ZNF749,NM_006959;NM_001023561,43749;43758,NA,1
1452,ZNF550;ZNF549,NM_001277090;NM_001199295,41279;43759,NA,1
1455,ZNF551;ZSCAN4,NM_138347;NM_152677,41283;43779,NA,1
1463,ZNF606;LOC100128398;C19orf18,NM_025027;NR_036508;NM_152474,43796;43797;43799,NA,1
1468,ZNF274,NM_133502,40860,NA,1
