bin,gene,accession,uniqueID,partner,Nij
560,NA,NA,NA,NA,1
818,NA,NA,NA,NA,1
859,NA,NA,NA,NA,1
1062,NA,NA,NA,NA,1
1079,ZNF33B,NM_006955,25017,NA,1
1082,BMS1,NM_014753,25774,NA,1
1083,BMS1,NM_014753,25774,NA,1
1085,NA,NA,NA,NA,1
1086,NA,NA,NA,NA,1
1095,RASGEF1A,NM_145313,25779,NA,1
1101,NA,NA,NA,NA,1
1103,ZNF485,NM_145312,25794,NA,1
1104,ZNF32;ZNF32-AS1;ZNF32-AS3;ZNF32-AS2,NM_006973;NR_047557;NR_038867;NR_047558,25789;25791;25792;25798,NA,1
1106,NA,NA,NA,NA,1
1107,NA,NA,NA,NA,1
1109,LINC00619;LINC00840,NR_033923;NR_038268,25800;25801,NA,1
1110,LINC00840,NR_038268,25801,NA,1
1112,LINC00841,NR_033846,25019,NA,1
1114,NA,NA,NA,NA,1
1115,NA,NA,NA,NA,1
1117,NA,NA,NA,NA,1
1121,NA,NA,NA,NA,1
1122,CXCL12,NM_001277990,25804,NA,1
1125,NA,NA,NA,NA,1
1126,NA,NA,NA,NA,1
1178,LOC100996758;NPY4R;LINC00842,NM_001278795;NM_001278794;NR_033957,25843;25844;25848,NA,103
1235,FRMPD2,NM_001018071,25056,NA,1
1236,FRMPD2,NM_001018071,25056,NA,1
1237,FRMPD2,NM_001018071,25056,NA,1
1238,MAPK8;FRMPD2,NM_001278547;NM_001018071,25055;25056,NA,1
1239,MAPK8,NM_001278547,25055,NA,1
1240,MAPK8,NM_001278547,25055,NA,1
1241,MAPK8,NM_001278547,25055,NA,1
1242,ARHGAP22;MAPK8,NR_045675;NM_001278547,25054;25055,NA,1
1243,ARHGAP22,NR_045675,25054,NA,1
1244,ARHGAP22,NR_045675,25054,NA,1
1245,ARHGAP22,NR_045675,25054,NA,1
1246,ARHGAP22,NR_045675,25054,NA,1
1247,ARHGAP22,NR_045675,25054,NA,1
1248,WDFY4,NM_020945,25061,NA,1
1249,WDFY4,NM_020945,25061,NA,1
1250,WDFY4,NM_020945,25061,NA,1
1251,WDFY4,NM_020945,25061,NA,1
1252,WDFY4,NM_020945,25061,NA,1
1253,WDFY4;LRRC18,NM_020945;NM_001006939,25061;25890,NA,1
1254,WDFY4;LRRC18,NM_020945;NM_001006939,25061;25890,NA,1
1255,WDFY4;MIR4294,NM_020945;NR_036182,25061;25889,NA,1
1256,VSTM4,NM_001031746,25891,NA,1
1257,VSTM4,NM_001031746,25891,NA,1
1258,VSTM4,NM_001031746,25891,NA,1
1260,C10orf128,NM_001010863,25894,NA,1
1261,NA,NA,NA,NA,1
1263,C10orf71;C10orf71-AS1,NM_001135196;NR_108038,25899;25900,NA,1
1264,C10orf71,NM_001135196,25899,NA,1
1265,DRGX,NM_001276451,25062,NA,1
1266,DRGX,NM_001276451,25062,NA,1
1267,ERCC6,NM_000124,25072,NA,1
1268,ERCC6,NM_000124,25072,NA,1
1269,ERCC6-PGBD3;ERCC6;PGBD3,NM_001277059;NM_000124;NM_170753,25063;25072;25073,NA,1
1271,CHAT;SLC18A3,NM_020984;NM_003055,25070;25901,NA,1
1272,CHAT,NM_020984,25070,NA,1
1273,C10orf53,NM_182554,25906,NA,1
1275,OGDHL,NM_001143997,25902,NA,1
1276,PARG,NM_003631,25068,NA,1
1288,AGAP7,NM_001077685,25911,NA,1
1289,MSMB,NM_002443,25913,NA,1
1290,MSMB;NCOA4;TIMM23,NM_002443;NM_001145263;NM_006327,25913;25914;25915,NA,1
1301,ASAH2,NM_019893,25926,NA,1
1302,SGMS1,NM_147156,25075,NA,1
1303,SGMS1,NM_147156,25075,NA,1
1304,SGMS1,NM_147156,25075,NA,1
1305,SGMS1,NM_147156,25075,NA,1
1307,SGMS1,NM_147156,25075,NA,1
1308,SGMS1,NM_147156,25075,NA,1
1309,SGMS1,NM_147156,25075,NA,1
1310,SGMS1,NM_147156,25075,NA,1
1311,NA,NA,NA,NA,1
1315,A1CF,NM_001198819,25076,NA,1
1316,A1CF,NM_001198819,25076,NA,1
1318,NA,NA,NA,NA,1
1320,PRKG1,NM_001098512,24776,NA,1
1325,PRKG1,NM_001098512,24776,NA,1
1333,PRKG1,NM_001098512,24776,NA,1
1337,PRKG1;CSTF2T,NM_001098512;NM_015235,24776;25930,NA,1
1339,PRKG1,NM_001098512,24776,NA,1
1340,PRKG1,NM_001098512,24776,NA,1
1343,PRKG1,NM_001098512,24776,NA,1
1349,PRKG1,NM_001098512,24776,NA,1
1354,NA,NA,NA,NA,1
1359,NA,NA,NA,NA,1
1372,NA,NA,NA,NA,1
1390,PCDH15,NM_001142772,24773,NA,1
1391,PCDH15,NM_001142772,24773,NA,1
1411,PCDH15,NM_001142772,24773,NA,1
1444,NA,NA,NA,NA,1
1455,NA,NA,NA,NA,1
1476,NA,NA,NA,NA,1
1497,NA,NA,NA,NA,1
1540,CCDC6,NM_005436,25094,NA,1
1554,ANK3,NM_001204403,24780,NA,1
1592,ARID5B,NM_032199,25104,NA,1
1650,NA,NA,NA,NA,1
1740,DNAJC12,NM_021800,25970,NA,1
1792,COL13A1,NM_001130103,25139,NA,1
