bin,gene,accession,uniqueID,partner,Nij
1277,DCC,NM_005215,40209,NA,1
1368,WDR7,NM_015285,40255,NA,1
1466,NA,NA,NA,NA,23
1531,SERPINB12,NM_080474,40809,NA,1
1532,SERPINB13,NM_012397,40807,NA,1
1535,SERPINB11,NM_080475,40811,NA,1
1536,SERPINB7,NM_001040147,40810,NA,1
1537,SERPINB7,NM_001040147,40810,NA,1
1539,SERPINB2,NM_001143818,40815,NA,1
1542,SERPINB8,NM_198833,40818,NA,1
1553,RP11-146N18.1,NR_033881,40258,NA,1
1567,NA,NA,NA,NA,1
1568,NA,NA,NA,NA,1
1573,NA,NA,NA,NA,1
1578,NA,NA,NA,NA,1
1583,NA,NA,NA,NA,1
1609,NA,NA,NA,NA,1
1612,NA,NA,NA,NA,1
1613,NA,NA,NA,NA,1
1615,NA,NA,NA,NA,1
1617,NA,NA,NA,NA,1
1731,RP11-510D19.1,NR_038325,40265,NA,1
1742,NA,NA,NA,NA,1
1785,NA,NA,NA,NA,1
