bin,gene,accession,uniqueID,partner,Nij
2298,NA,NA,NA,NA,1
2305,GPC5,NM_004466,31787,NA,1
2330,GPC5,NM_004466,31787,NA,1
2435,HS6ST3,NM_153456,32053,NA,1
2438,HS6ST3,NM_153456,32053,NA,1
2440,LINC00359,NR_051966,32531,NA,1
2512,CLYBL,NR_104592,32063,NA,1
2513,CLYBL,NR_104592,32063,NA,1
2515,CLYBL,NR_104592,32063,NA,1
2568,FGF14;MIR4705,NM_175929;NR_039854,31828;32554,NA,30
2620,NA,NA,NA,NA,1
2621,NA,NA,NA,NA,1
2622,NA,NA,NA,NA,1
2624,NA,NA,NA,NA,1
2626,NA,NA,NA,NA,1
2630,NA,NA,NA,NA,1
2633,NA,NA,NA,NA,1
2642,NA,NA,NA,NA,1
2643,NA,NA,NA,NA,1
2654,DAOA-AS1;DAOA,NR_040247;NM_001161814,32569;32572,NA,1
2674,NA,NA,NA,NA,1
2677,NA,NA,NA,NA,1
2692,NA,NA,NA,NA,1
2697,FAM155A,NM_001080396,31826,NA,1
2708,FAM155A,NM_001080396,31826,NA,1
2714,NA,NA,NA,NA,1
2718,NA,NA,NA,NA,1
2719,NA,NA,NA,NA,1
2720,NA,NA,NA,NA,1
2729,NA,NA,NA,NA,1
2730,NA,NA,NA,NA,1
