bin,gene,accession,uniqueID,partner,Nij
3061,NA,NA,NA,NA,1
3089,IL21-AS1;IL21,NR_104126;NM_001207006,10747;11658,NA,1
3192,NA,NA,NA,NA,1
3201,NA,NA,NA,NA,1
3204,NA,NA,NA,NA,1
3207,NA,NA,NA,NA,1
3258,NA,NA,NA,NA,57
3309,NA,NA,NA,NA,1
3310,NA,NA,NA,NA,1
3311,NA,NA,NA,NA,1
3312,NA,NA,NA,NA,1
3313,NA,NA,NA,NA,1
3314,NA,NA,NA,NA,1
3316,NA,NA,NA,NA,1
3319,NA,NA,NA,NA,1
3321,NA,NA,NA,NA,1
3325,NA,NA,NA,NA,1
3327,NA,NA,NA,NA,1
3328,NA,NA,NA,NA,1
3330,NA,NA,NA,NA,1
3331,NA,NA,NA,NA,1
3333,NA,NA,NA,NA,1
3334,NA,NA,NA,NA,1
3336,NA,NA,NA,NA,1
3337,NA,NA,NA,NA,1
3338,NA,NA,NA,NA,1
3339,NA,NA,NA,NA,1
3340,NA,NA,NA,NA,1
3341,NA,NA,NA,NA,1
3343,NA,NA,NA,NA,1
3344,NA,NA,NA,NA,1
3346,NA,NA,NA,NA,1
3348,NA,NA,NA,NA,1
3349,NA,NA,NA,NA,1
3351,NA,NA,NA,NA,1
3352,PCDH10,NM_032961,10763,NA,1
3354,NA,NA,NA,NA,1
3355,NA,NA,NA,NA,1
3356,NA,NA,NA,NA,1
3357,NA,NA,NA,NA,1
3359,NA,NA,NA,NA,1
3363,NA,NA,NA,NA,1
3364,NA,NA,NA,NA,1
3373,NA,NA,NA,NA,1
3376,NA,NA,NA,NA,1
3382,NA,NA,NA,NA,1
3384,NA,NA,NA,NA,1
3393,NA,NA,NA,NA,1
3396,NA,NA,NA,NA,1
3399,NA,NA,NA,NA,1
3418,NA,NA,NA,NA,1
3421,LINC00613,NR_103763,11684,NA,1
3430,NA,NA,NA,NA,1
3445,NA,NA,NA,NA,1
3447,NA,NA,NA,NA,1
3451,NA,NA,NA,NA,1
3491,NA,NA,NA,NA,1
3493,NA,NA,NA,NA,1
