bin,gene,accession,uniqueID,partner,Nij
145,NA,NA,NA,NA,1
152,RBFOX1,NM_001142333,35774,NA,1
197,NA,NA,NA,NA,1
211,NA,NA,NA,NA,1
334,SHISA9,NM_001145204,35923,NA,1
340,NA,NA,NA,NA,1
345,NA,NA,NA,NA,1
430,XYLT1,NM_022166,35947,NA,1
448,NA,NA,NA,NA,1
504,NA,NA,NA,NA,1
506,NA,NA,NA,NA,1
507,NA,NA,NA,NA,1
570,MIR548AA2;MIR548D2,NR_037517;NR_030385,36683;36684,NA,1
602,PRKCB,NM_212535,35787,NA,1
634,NA,NA,NA,NA,1
637,NA,NA,NA,NA,1
645,HS3ST4,NM_006040,35984,NA,1
647,HS3ST4,NM_006040,35984,NA,1
656,NA,NA,NA,NA,1
659,NA,NA,NA,NA,1
660,NA,NA,NA,NA,1
662,NA,NA,NA,NA,1
675,NA,NA,NA,NA,1
679,NA,NA,NA,NA,1
814,NA,NA,NA,NA,39
865,RP11-488I20.3,NR_027080,35799,NA,1
866,RP11-488I20.3,NR_027080,35799,NA,1
867,NA,NA,NA,NA,1
868,LOC146481,NR_026980,36994,NA,1
869,RP11-80F22.15,NR_034018,36995,NA,1
870,NA,NA,NA,NA,1
873,NA,NA,NA,NA,1
875,FLJ26245,NR_033985,36997,NA,1
876,NA,NA,NA,NA,1
878,NA,NA,NA,NA,1
879,NA,NA,NA,NA,1
880,NA,NA,NA,NA,1
881,NA,NA,NA,NA,1
882,NA,NA,NA,NA,1
1225,NA,NA,NA,NA,1
