bin,gene,accession,uniqueID,partner,Nij
1249,DEFB113;DEFB114,NM_001037729;NM_001037499,15776;15778,NA,1
1258,NA,NA,NA,NA,1
1268,TFAP2D,NM_172238,14308,NA,1
1269,TFAP2D,NM_172238,14308,NA,1
1275,NA,NA,NA,NA,1
1292,PKHD1,NM_138694,14309,NA,1
1302,IL17A,NM_002190,15786,NA,1
1319,NA,NA,NA,NA,1
1321,NA,NA,NA,NA,1
1343,LRRC1,NM_018214,14320,NA,1
1346,NA,NA,NA,NA,1
1351,MLIP,NM_138569,14319,NA,1
1354,MLIP,NM_138569,14319,NA,1
1366,NA,NA,NA,NA,1
1372,NA,NA,NA,NA,1
1432,PRIM2,NM_000947,14339,NA,47
1548,NA,NA,NA,NA,1
1549,NA,NA,NA,NA,1
1550,NA,NA,NA,NA,1
1551,NA,NA,NA,NA,1
1552,NA,NA,NA,NA,1
1553,NA,NA,NA,NA,1
1555,NA,NA,NA,NA,1
1556,NA,NA,NA,NA,1
1557,NA,NA,NA,NA,1
1558,MTRNR2L9,NM_001190706,15831,NA,1
1560,KHDRBS2,NM_152688,14018,NA,1
1562,KHDRBS2,NM_152688,14018,NA,1
1565,KHDRBS2,NM_152688,14018,NA,1
1567,KHDRBS2,NM_152688,14018,NA,1
1568,KHDRBS2,NM_152688,14018,NA,1
1570,KHDRBS2,NM_152688,14018,NA,1
1572,KHDRBS2,NM_152688,14018,NA,1
1573,KHDRBS2,NM_152688,14018,NA,1
1574,KHDRBS2,NM_152688,14018,NA,1
1575,KHDRBS2,NM_152688,14018,NA,1
1578,NA,NA,NA,NA,1
1579,NA,NA,NA,NA,1
1585,NA,NA,NA,NA,1
1587,NA,NA,NA,NA,1
1588,NA,NA,NA,NA,1
1595,NA,NA,NA,NA,1
1597,NA,NA,NA,NA,1
1638,EYS,NM_001142800,14017,NA,1
1647,EYS,NM_001142800,14017,NA,1
1660,EYS,NM_001142800,14017,NA,1
1712,NA,NA,NA,NA,1
1736,BAI3,NM_001704,14340,NA,1
