bin,gene,accession,uniqueID,partner,Nij
747,NA,NA,NA,NA,1
928,NA,NA,NA,NA,1
946,NA,NA,NA,NA,1
1034,LRRC4C,NM_020929,26747,NA,1
1044,NA,NA,NA,NA,1
1060,NA,NA,NA,NA,1
1070,NA,NA,NA,NA,1
1205,PTPRJ,NM_002843,27037,NA,1
1206,OR4B1,NM_001005470,28058,NA,1
1207,OR4X2,NM_001004727,28059,NA,1
1208,OR4X1,NM_001004726,28060,NA,1
1209,OR4S1;OR4C3,NM_001004725;NM_001004702,28061;28062,NA,1
1210,OR4C45,NM_001005513,28063,NA,1
1211,NA,NA,NA,NA,1
1263,NA,NA,NA,NA,32
1371,NA,NA,NA,NA,1
1372,NA,NA,NA,NA,1
1373,NA,NA,NA,NA,1
1374,NA,NA,NA,NA,1
1375,NA,NA,NA,NA,1
1376,TRIM48,NM_024114,28078,NA,1
1378,OR4A16,NM_001005274,28081,NA,1
1379,OR4A15,NM_001005275,28080,NA,1
1380,NA,NA,NA,NA,1
1388,NA,NA,NA,NA,1
1390,OR5D14;OR5L2;OR5L1;OR5D18,NM_001004735;NM_001004739;NM_001004738;NM_001001952,28088;28093;28094;28096,NA,1
1399,OR5J2;OR8K5,NM_001005492;NM_001004058,28101;28105,NA,1
1403,OR8K3;OR8K1,NM_001005202;NM_001002907,28108;28116,NA,1
1405,OR5R1,NM_001004744,28115,NA,1
1418,NA,NA,NA,NA,1
1425,NA,NA,NA,NA,1
1498,NA,NA,NA,NA,1
2183,NA,NA,NA,NA,1
