ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO_BP,GO:0031269,pseudopodium assembly,2/9,13/18588,1.62100904724633e-05,0.00222157523633303,0.00131354056526746,SRGAP2C/SRGAP2,2
GO_BP,GO:0031268,pseudopodium organization,2/9,14/18588,1.89070232879407e-05,0.00222157523633303,0.00131354056526746,SRGAP2C/SRGAP2,2
GO_BP,GO:0021801,cerebral cortex radial glia guided migration,2/9,21/18588,4.35549530081588e-05,0.00255885348922933,0.00151296152554657,SRGAP2C/SRGAP2,2
GO_BP,GO:0022030,telencephalon glial cell migration,2/9,21/18588,4.35549530081588e-05,0.00255885348922933,0.00151296152554657,SRGAP2C/SRGAP2,2
GO_BP,GO:0021799,cerebral cortex radially oriented cell migration,2/9,28/18588,7.82611986218179e-05,0.00367827633522544,0.00217483751959578,SRGAP2C/SRGAP2,2
GO_BP,GO:2001222,regulation of neuron migration,2/9,36/18588,0.000130173489639227,0.00509846167753639,0.00301454397059262,SRGAP2C/SRGAP2,2
GO_BP,GO:0021795,cerebral cortex cell migration,2/9,42/18588,0.00017763583671849,0.00596348880412074,0.00352600457847228,SRGAP2C/SRGAP2,2
GO_BP,GO:0008347,glial cell migration,2/9,48/18588,0.000232371004965318,0.00682589827085622,0.00403591745466079,SRGAP2C/SRGAP2,2
GO_BP,GO:0022029,telencephalon cell migration,2/9,55/18588,0.000305376454945673,0.00717634669122331,0.00424312547924514,SRGAP2C/SRGAP2,2
GO_BP,GO:0046847,filopodium assembly,2/9,55/18588,0.000305376454945673,0.00717634669122331,0.00424312547924514,SRGAP2C/SRGAP2,2
GO_BP,GO:0021885,forebrain cell migration,2/9,58/18588,0.000339667986769838,0.00725654335371927,0.0042905429907769,SRGAP2C/SRGAP2,2
GO_BP,GO:0060996,dendritic spine development,2/9,93/18588,0.000871370879153353,0.0170643463834198,0.0100895575480915,SRGAP2C/SRGAP2,2
GO_BP,GO:0021987,cerebral cortex development,2/9,107/18588,0.00115104893204084,0.0208074230022768,0.0123027092331491,SRGAP2C/SRGAP2,2
GO_BP,GO:0001764,neuron migration,2/9,148/18588,0.00218527921196055,0.0366814724864807,0.0216884854119393,SRGAP2C/SRGAP2,2
GO_BP,GO:0021543,pallium development,2/9,160/18588,0.00254761956797687,0.039912706564971,0.023599002313891,SRGAP2C/SRGAP2,2
