ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO_BP,GO:0042670,retinal cone cell differentiation,1/4,10/18588,0.00215036344804986,0.0394518711053959,0.017569659196735,THRB,1
GO_BP,GO:0046549,retinal cone cell development,1/4,10/18588,0.00215036344804986,0.0394518711053959,0.017569659196735,THRB,1
GO_BP,GO:0060219,camera-type eye photoreceptor cell differentiation,1/4,18/18588,0.00386815568981147,0.0394518711053959,0.017569659196735,THRB,1
GO_BP,GO:0007617,mating behavior,1/4,23/18588,0.00494064896894597,0.0394518711053959,0.017569659196735,THRB,1
GO_BP,GO:0019098,reproductive behavior,1/4,30/18588,0.00644068433987421,0.0394518711053959,0.017569659196735,THRB,1
GO_BP,GO:0042462,eye photoreceptor cell development,1/4,33/18588,0.00708303720026615,0.0394518711053959,0.017569659196735,THRB,1
GO_BP,GO:0110111,negative regulation of animal organ morphogenesis,1/4,35/18588,0.00751109936801742,0.0394518711053959,0.017569659196735,THRB,1
GO_BP,GO:0007618,mating,1/4,40/18588,0.00858064925124458,0.0394518711053959,0.017569659196735,THRB,1
GO_BP,GO:0001754,eye photoreceptor cell differentiation,1/4,44/18588,0.0094356665668347,0.0394518711053959,0.017569659196735,THRB,1
GO_BP,GO:0042461,photoreceptor cell development,1/4,44/18588,0.0094356665668347,0.0394518711053959,0.017569659196735,THRB,1
GO_MF,GO:0004879,nuclear receptor activity,1/4,46/18588,0.00986296777634899,0.0394518711053959,0.017569659196735,THRB,1
GO_BP,GO:0060042,retina morphogenesis in camera-type eye,1/4,46/18588,0.00986296777634899,0.0394518711053959,0.017569659196735,THRB,1
GO_MF,GO:0098531,transcription factor activity  direct ligand regulated sequence-specific DNA binding,1/4,46/18588,0.00986296777634899,0.0394518711053959,0.017569659196735,THRB,1
GO_MF,GO:0003707,steroid hormone receptor activity,1/4,54/18588,0.0115707903218649,0.0417631716411296,0.0185989833219605,THRB,1
GO_BP,GO:0046530,photoreceptor cell differentiation,1/4,59/18588,0.0126370569058605,0.0417631716411296,0.0185989833219605,THRB,1
GO_BP,GO:0003407,neural retina development,1/4,60/18588,0.0128502066588091,0.0417631716411296,0.0185989833219605,THRB,1
GO_MF,GO:0031490,chromatin DNA binding,1/4,77/18588,0.016468475072247,0.0494172149694482,0.0220076665855842,THRB,1
GO_MF,GO:0042562,hormone binding,1/4,80/18588,0.0171059590278859,0.0494172149694482,0.0220076665855842,THRB,1
KEGG,hsa04919,Thyroid hormone signaling pathway,1/1,121/7715,0.0156837329876862,0.0313674659753724,NA,THRB,1
KEGG,hsa04080,Neuroactive ligand-receptor interaction,1/1,338/7715,0.0438107582631235,0.0438107582631235,NA,THRB,1
