ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO_BP,GO:0060628,regulation of ER to Golgi vesicle-mediated transport,1/4,13/18588,0.00279479567945229,0.0361144445091441,0.0174236355087976,STX18,1
GO_BP,GO:1903358,regulation of Golgi organization,1/4,14/18588,0.00300953704242868,0.0361144445091441,0.0174236355087976,STX18,1
GO_BP,GO:0070317,negative regulation of G0 to G1 transition,1/4,41/18588,0.00879445545153523,0.0394518711053959,0.0190337974631296,DUX4,1
GO_BP,GO:0070316,regulation of G0 to G1 transition,1/4,44/18588,0.0094356665668347,0.0394518711053959,0.0190337974631296,DUX4,1
GO_BP,GO:0007029,endoplasmic reticulum organization,1/4,45/18588,0.00964933445584104,0.0394518711053959,0.0190337974631296,STX18,1
GO_BP,GO:0045023,G0 to G1 transition,1/4,46/18588,0.00986296777634899,0.0394518711053959,0.0190337974631296,DUX4,1
GO_BP,GO:1902117,positive regulation of organelle assembly,1/4,67/18588,0.0143412887855617,0.0487677345803066,0.0235282929992707,STX18,1
GO_BP,GO:0006890,retrograde vesicle-mediated transport  Golgi to ER,1/4,76/18588,0.0162559115267689,0.0487677345803066,0.0235282929992707,STX18,1
KEGG,hsa05168,Herpes simplex virus 1 infection,2/3,485/7715,0.0113389453189395,0.0191684773153926,0.00672578151417285,ZNF595/ZNF718,2
KEGG,hsa04130,SNARE interactions in vesicular transport,1/3,33/7715,0.0127789848769284,0.0191684773153926,0.00672578151417285,STX18,1
