ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO_MF,GO:0004896,cytokine receptor activity,2/3,78/18588,5.20090699591264e-05,0.00397618984625372,0.000689911482866465,IL1R1/IL1RL2,2
GO_BP,GO:0070498,interleukin-1-mediated signaling pathway,2/3,101/18588,8.73887878297522e-05,0.00397618984625372,0.000689911482866465,IL1R1/IL1RL2,2
GO_BP,GO:0071347,cellular response to interleukin-1,2/3,154/18588,0.000203477847217903,0.00617216136560972,0.00107093603798896,IL1R1/IL1RL2,2
GO_BP,GO:0070555,response to interleukin-1,2/3,180/18588,0.000277986101804384,0.00632418381604975,0.00109731355975415,IL1R1/IL1RL2,2
GO_BP,GO:0050727,regulation of inflammatory response,2/3,410/18588,0.00143477477852184,0.0247006043304825,0.00428581914351922,IL1R1/IL1RL2,2
GO_BP,GO:0001819,positive regulation of cytokine production,2/3,437/18588,0.0016286112745373,0.0247006043304825,0.00428581914351922,IL1R1/IL1RL2,2
GO_MF,GO:0005161,platelet-derived growth factor receptor binding,1/3,13/18588,0.00209677351403348,0.0256840933441407,0.00445646501055073,IL1R1,1
GO_BP,GO:0002693,positive regulation of cellular extravasation,1/3,14/18588,0.00225794227201237,0.0256840933441407,0.00445646501055073,IL1R1,1
GO_BP,GO:0002726,positive regulation of T cell cytokine production,1/3,19/18588,0.00306352576710545,0.0272389910315264,0.00472625639644761,IL1R1,1
GO_BP,GO:0002827,positive regulation of T-helper 1 type immune response,1/3,19/18588,0.00306352576710545,0.0272389910315264,0.00472625639644761,IL1R1,1
GO_BP,GO:0035743,CD4-positive  alpha-beta T cell cytokine production,1/3,21/18588,0.00338563771167721,0.0272389910315264,0.00472625639644761,IL1R1,1
GO_BP,GO:0002691,regulation of cellular extravasation,1/3,25/18588,0.00402965343599326,0.0272389910315264,0.00472625639644761,IL1R1,1
GO_BP,GO:1902624,positive regulation of neutrophil migration,1/3,25/18588,0.00402965343599326,0.0272389910315264,0.00472625639644761,IL1R1,1
GO_BP,GO:0002825,regulation of T-helper 1 type immune response,1/3,26/18588,0.00419061400485021,0.0272389910315264,0.00472625639644761,IL1R1,1
GO_BP,GO:0002724,regulation of T cell cytokine production,1/3,31/18588,0.00499515672252238,0.0293248253438753,0.00508817096770537,IL1R1,1
GO_BP,GO:1902622,regulation of neutrophil migration,1/3,32/18588,0.00515601324727477,0.0293248253438753,0.00508817096770537,IL1R1,1
GO_BP,GO:0002711,positive regulation of T cell mediated immunity,1/3,37/18588,0.00596003582851867,0.0319037211997176,0.0055356369924322,IL1R1,1
GO_BP,GO:0002369,T cell cytokine production,1/3,40/18588,0.00644224137688787,0.0323942043842471,0.00562074107303304,IL1R1,1
GO_BP,GO:0042088,T-helper 1 type immune response,1/3,42/18588,0.00676362509121642,0.0323942043842471,0.00562074107303304,IL1R1,1
GO_BP,GO:0001961,positive regulation of cytokine-mediated signaling pathway,1/3,46/18588,0.00740618459050935,0.0336981398868175,0.00584698783461264,IL1R1,1
GO_BP,GO:0006968,cellular defense response,1/3,51/18588,0.00820899417415355,0.0337491176292886,0.00585583301838437,IL1RL2,1
GO_BP,GO:0002720,positive regulation of cytokine production involved in immune response,1/3,52/18588,0.00836950412816306,0.0337491176292886,0.00585583301838437,IL1R1,1
GO_BP,GO:0060760,positive regulation of response to cytokine stimulus,1/3,53/18588,0.00852999676344657,0.0337491176292886,0.00585583301838437,IL1R1,1
