ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO_CC,GO:0030285,integral component of synaptic vesicle membrane,2/4,29/18588,1.40742007112817e-05,0.00180149769104405,0.000562968028451267,ATP8A1/GABRA2,2
GO_CC,GO:0098563,intrinsic component of synaptic vesicle membrane,2/4,41/18588,2.8401239609959e-05,0.00181767933503738,0.000568024792199181,ATP8A1/GABRA2,2
GO_CC,GO:0098793,presynapse,3/4,429/18588,4.7998761513643e-05,0.00204794715791543,0.000639983486848573,ATP8A1/KCTD8/GABRA2,3
GO_CC,GO:0030672,synaptic vesicle membrane,2/4,85/18588,0.000123258861924566,0.0031554268652689,0.000986070895396531,ATP8A1/GABRA2,2
GO_CC,GO:0099501,exocytic vesicle membrane,2/4,85/18588,0.000123258861924566,0.0031554268652689,0.000986070895396531,ATP8A1/GABRA2,2
GO_CC,GO:0008021,synaptic vesicle,2/4,152/18588,0.000394316861689253,0.00716428084126279,0.00223883776289462,ATP8A1/GABRA2,2
GO_CC,GO:0031301,integral component of organelle membrane,2/4,155/18588,0.000409999490826001,0.00716428084126279,0.00223883776289462,ATP8A1/GABRA2,2
GO_CC,GO:0070382,exocytic vesicle,2/4,162/18588,0.000447767552578924,0.00716428084126279,0.00223883776289462,ATP8A1/GABRA2,2
GO_CC,GO:0031300,intrinsic component of organelle membrane,2/4,177/18588,0.000534229481504793,0.0072284502436753,0.00225889070114853,ATP8A1/GABRA2,2
GO_CC,GO:0030658,transport vesicle membrane,2/4,182/18588,0.000564722675287133,0.0072284502436753,0.00225889070114853,ATP8A1/GABRA2,2
GO_CC,GO:0043235,receptor complex,2/4,290/18588,0.00142557923171121,0.015519595226664,0.00484987350833251,KCTD8/GABRA2,2
GO_CC,GO:0045211,postsynaptic membrane,2/4,293/18588,0.00145496205249975,0.015519595226664,0.00484987350833251,KCTD8/GABRA2,2
GO_CC,GO:0030133,transport vesicle,2/4,338/18588,0.00193077583892924,0.019010715952534,0.00594084873516688,ATP8A1/GABRA2,2
GO_MF,GO:0016917,GABA receptor activity,1/4,10/18588,0.00215036344804986,0.0196604658107416,0.00614389556585675,GABRA2,1
GO_CC,GO:0097060,synaptic membrane,2/4,387/18588,0.00252312886075625,0.0198741026094385,0.00621065706544953,KCTD8/GABRA2,2
GO_BP,GO:1904862,inhibitory synapse assembly,1/4,12/18588,0.00258001962855425,0.0198741026094385,0.00621065706544953,GABRA2,1
GO_BP,GO:0007214,gamma-aminobutyric acid signaling pathway,1/4,13/18588,0.00279479567945229,0.0198741026094385,0.00621065706544953,GABRA2,1
GO_MF,GO:0099095,ligand-gated anion channel activity,1/4,13/18588,0.00279479567945229,0.0198741026094385,0.00621065706544953,GABRA2,1
GO_BP,GO:0034204,lipid translocation,1/4,20/18588,0.00429725698307359,0.0275002248238732,0.00859382025746039,ATP8A1,1
GO_BP,GO:0045332,phospholipid translocation,1/4,20/18588,0.00429725698307359,0.0275002248238732,0.00859382025746039,ATP8A1,1
GO_MF,GO:0015035,protein disulfide oxidoreductase activity,1/4,21/18588,0.0045117556351667,0.0275002248238732,0.00859382025746039,GRXCR1,1
GO_BP,GO:0060122,inner ear receptor cell stereocilium organization,1/4,24/18588,0.00515504365809927,0.0299929812834866,0.00937280665108958,GRXCR1,1
GO_MF,GO:0019829,cation-transporting ATPase activity,1/4,32/18588,0.00686895419836886,0.0353146447603788,0.0110358264876184,ATP8A1,1
GO_MF,GO:0022853,active ion transmembrane transporter activity,1/4,33/18588,0.00708303720026615,0.0353146447603788,0.0110358264876184,ATP8A1,1
GO_MF,GO:0042625,ATPase coupled ion transmembrane transporter activity,1/4,33/18588,0.00708303720026615,0.0353146447603788,0.0110358264876184,ATP8A1,1
GO_MF,GO:0015036,disulfide oxidoreductase activity,1/4,36/18588,0.00772507854133286,0.0353146447603788,0.0110358264876184,GRXCR1,1
GO_BP,GO:0035315,hair cell differentiation,1/4,36/18588,0.00772507854133286,0.0353146447603788,0.0110358264876184,GRXCR1,1
GO_BP,GO:0060119,inner ear receptor cell development,1/4,36/18588,0.00772507854133286,0.0353146447603788,0.0110358264876184,GRXCR1,1
GO_BP,GO:0097035,regulation of membrane lipid distribution,1/4,38/18588,0.00815293308549847,0.0356983827789184,0.011155744618412,ATP8A1,1
GO_BP,GO:0099132,ATP hydrolysis coupled cation transmembrane transport,1/4,39/18588,0.00836680846380899,0.0356983827789184,0.011155744618412,ATP8A1,1
GO_BP,GO:1903793,positive regulation of anion transport,1/4,47/18588,0.010076566532087,0.0361570114196767,0.011299066068649,ATP8A1,1
