bin,gene,accession,uniqueID,partner,Nij
398,SAMSN1;SAMSN1;SAMSN1,NM_022136;NM_001256370;NM_001286523,45248;45249;45250,NA,1
399,SAMSN1;SAMSN1-AS1,NM_001256370;NR_046512,45249;45417,NA,1
402,NA,NA,NA,NA,1
409,NRIP1,NM_003489,45246,NA,1
424,NA,NA,NA,NA,1
426,NA,NA,NA,NA,1
428,USP25;USP25;USP25,NM_013396;NM_001283041;NM_001283042,45251;45252;45253,NA,1
439,LINC00478,NR_027790,45204,NA,1
442,LINC00478;LINC00478,NR_027791;NR_027790,45203;45204,NA,1
498,NA,NA,NA,NA,70
549,NA,NA,NA,NA,1
550,NA,NA,NA,NA,1
551,NA,NA,NA,NA,1
552,NA,NA,NA,NA,1
553,LINC00320;LINC00320;LINC00320;LINC00320,NR_024090;NR_109787;NR_109788;NR_109786,45261;45262;45263;45264,NA,1
554,LINC00320;LINC00320;LINC00320;LINC00320,NR_024090;NR_109787;NR_109788;NR_109786,45261;45262;45263;45264,NA,1
555,LINC00320;LINC00320;LINC00320;LINC00320,NR_024090;NR_109787;NR_109788;NR_109786,45261;45262;45263;45264,NA,1
556,NA,NA,NA,NA,1
558,NA,NA,NA,NA,1
560,NCAM2,NM_004540,45260,NA,1
561,NCAM2,NM_004540,45260,NA,1
562,NCAM2,NM_004540,45260,NA,1
563,NCAM2,NM_004540,45260,NA,1
565,NCAM2,NM_004540,45260,NA,1
567,NCAM2;RNU6-67P,NM_004540;NR_046937,45260;45438,NA,1
568,NCAM2,NM_004540,45260,NA,1
569,NCAM2,NM_004540,45260,NA,1
571,NCAM2,NM_004540,45260,NA,1
572,NCAM2,NM_004540,45260,NA,1
573,NCAM2,NM_004540,45260,NA,1
574,NA,NA,NA,NA,1
575,NA,NA,NA,NA,1
576,NA,NA,NA,NA,1
577,NA,NA,NA,NA,1
578,LINC00317;AP000475.2,NR_038872;NR_109958,45439;45440,NA,1
579,AP000475.2,NR_109958,45440,NA,1
580,AP000475.2,NR_109958,45440,NA,1
581,NA,NA,NA,NA,1
582,NA,NA,NA,NA,1
583,NA,NA,NA,NA,1
584,NA,NA,NA,NA,1
585,AP000472.2,NR_109959,45265,NA,1
586,AP000472.2,NR_109959,45265,NA,1
587,AP000472.2;LINC00308,NR_109959;NR_038400,45265;45441,NA,1
588,LINC00308,NR_038400,45441,NA,1
589,NA,NA,NA,NA,1
592,NA,NA,NA,NA,1
594,NA,NA,NA,NA,1
597,NA,NA,NA,NA,1
598,NA,NA,NA,NA,1
603,NA,NA,NA,NA,1
604,NA,NA,NA,NA,1
606,NA,NA,NA,NA,1
607,NA,NA,NA,NA,1
610,NA,NA,NA,NA,1
613,NA,NA,NA,NA,1
614,NA,NA,NA,NA,1
615,NA,NA,NA,NA,1
616,NA,NA,NA,NA,1
617,NA,NA,NA,NA,1
618,NA,NA,NA,NA,1
619,D21S2088E,NR_040254,45442,NA,1
626,NA,NA,NA,NA,1
635,NA,NA,NA,NA,1
636,NA,NA,NA,NA,1
643,AP000469.2,NR_109963,45266,NA,1
649,NA,NA,NA,NA,1
655,NA,NA,NA,NA,1
667,NA,NA,NA,NA,1
668,NA,NA,NA,NA,1
694,NA,NA,NA,NA,1
