bin,gene,accession,uniqueID,partner,Nij
18,AC090044.1,NR_110118,7837,NA,1
455,LOC339862,NM_001257177,7921,NA,1
557,NA,NA,NA,NA,1
585,MIR548AC;UBE2E2,NR_039621;NM_152653,7926;7928,NA,1
701,NA,NA,NA,NA,1
724,NA,NA,NA,NA,1
786,NA,NA,NA,NA,1
852,NA,NA,NA,NA,30
903,NA,NA,NA,NA,1
904,NA,NA,NA,NA,1
906,NA,NA,NA,NA,1
907,NA,NA,NA,NA,1
908,NA,NA,NA,NA,1
909,NA,NA,NA,NA,1
910,NA,NA,NA,NA,1
911,STAC,NM_003149,7960,NA,1
912,STAC,NM_003149,7960,NA,1
913,STAC,NM_003149,7960,NA,1
914,STAC,NM_003149,7960,NA,1
915,STAC,NM_003149,7960,NA,1
916,NA,NA,NA,NA,1
917,NA,NA,NA,NA,1
918,NA,NA,NA,NA,1
919,DCLK3,NM_033403,8834,NA,1
920,DCLK3,NM_033403,8834,NA,1
921,NA,NA,NA,NA,1
922,TRANK1,NM_014831,7966,NA,1
923,TRANK1,NM_014831,7966,NA,1
924,TRANK1,NM_014831,7966,NA,1
968,SCN5A;SCN5A;SCN5A;SCN5A;SCN5A;SCN5A,NM_001160161;NM_001160160;NM_000335;NM_198056;NM_001099405;NM_001099404,7967;7971;7972;7973;7975;7976,NA,1
972,NA,NA,NA,NA,1
