bin,gene,accession,uniqueID,partner,Nij
455,NA,NA,NA,NA,1
684,NA,NA,NA,NA,1
813,NA,NA,NA,NA,1
839,NA,NA,NA,NA,1
840,NA,NA,NA,NA,1
844,NA,NA,NA,NA,1
847,NA,NA,NA,NA,1
848,NA,NA,NA,NA,1
850,NA,NA,NA,NA,1
851,NA,NA,NA,NA,1
852,NA,NA,NA,NA,1
853,NA,NA,NA,NA,1
863,NA,NA,NA,NA,1
864,NA,NA,NA,NA,1
867,NA,NA,NA,NA,1
920,NA,NA,NA,NA,25
1054,BEND4;BEND4,NM_001159547;NM_207406,11249;11250,NA,1
1062,ATP8A1;ATP8A1,NM_006095;NM_001105529,10488;10489,NA,1
1074,GRXCR1,NM_001080476,10215,NA,1
1076,GRXCR1,NM_001080476,10215,NA,1
1078,NA,NA,NA,NA,1
1102,NA,NA,NA,NA,1
1106,KCTD8,NM_198353,10490,NA,1
1148,NA,NA,NA,NA,1
1159,GABRA2;GABRA2;GABRA2,NM_000807;NM_001114175;NM_001286827,10495;10496;10498,NA,1
1161,NA,NA,NA,NA,1
