"","seqnames","start","end","width","strand","axis","ct"
"9","chr2",2310,2383,74,"*","x","AG"
"25","chr2",2310,2383,74,"*","y","AG"
"40","chr2",2310,2383,74,"*","x","Ao"
"54","chr2",2310,2383,74,"*","y","Ao"
"69","chr2",2310,2383,74,"*","x","Bl"
"85","chr2",2310,2383,74,"*","y","Bl"
"101","chr2",2310,2383,74,"*","x","Co"
"117","chr2",2310,2383,74,"*","y","Co"
"132","chr2",2310,2383,74,"*","x","ESC"
"147","chr2",2310,2383,74,"*","y","ESC"
"162","chr2",2310,2383,74,"*","x","FC"
"176","chr2",2310,2383,74,"*","y","FC"
"191","chr2",2310,2383,74,"*","x","Hi"
"206","chr2",2310,2383,74,"*","y","Hi"
"220","chr2",2310,2383,74,"*","x","LC"
"234","chr2",2310,2383,74,"*","y","LC"
"249","chr2",2310,2383,74,"*","x","Li"
"265","chr2",2310,2383,74,"*","y","Li"
"282","chr2",2310,2383,74,"*","x","Lu"
"299","chr2",2310,2383,74,"*","y","Lu"
"314","chr2",2310,2383,74,"*","x","LV"
"329","chr2",2310,2383,74,"*","y","LV"
"344","chr2",2310,2383,74,"*","x","MesC"
"359","chr2",2310,2383,74,"*","y","MesC"
"374","chr2",2310,2383,74,"*","x","MSC"
"388","chr2",2310,2383,74,"*","y","MSC"
"402","chr2",2310,2383,74,"*","x","NPC"
"418","chr2",2310,2383,74,"*","y","NPC"
"434","chr2",2310,2383,74,"*","x","Ov"
"449","chr2",2310,2383,74,"*","y","Ov"
"465","chr2",2310,2383,74,"*","x","Pa"
"481","chr2",2310,2383,74,"*","y","Pa"
"498","chr2",2310,2383,74,"*","x","PM"
"515","chr2",2310,2383,74,"*","y","PM"
"532","chr2",2310,2383,74,"*","x","RV"
"548","chr2",2310,2383,74,"*","y","RV"
"563","chr2",2310,2383,74,"*","x","SB"
"579","chr2",2310,2383,74,"*","y","SB"
"595","chr2",2310,2383,74,"*","x","Sp"
"611","chr2",2310,2383,74,"*","y","Sp"
"626","chr2",2310,2383,74,"*","x","TLC"
"641","chr2",2310,2383,74,"*","y","TLC"
"6","chr2",2263,2290,28,"*","x","AG"
"22","chr2",2263,2290,28,"*","y","AG"
"38","chr2",2263,2290,28,"*","x","Ao"
"52","chr2",2263,2290,28,"*","y","Ao"
"67","chr2",2263,2290,28,"*","x","Bl"
"83","chr2",2263,2290,28,"*","y","Bl"
"98","chr2",2263,2290,28,"*","x","Co"
"114","chr2",2263,2290,28,"*","y","Co"
"130","chr2",2263,2290,28,"*","x","ESC"
"145","chr2",2263,2290,28,"*","y","ESC"
"160","chr2",2263,2290,28,"*","x","FC"
"174","chr2",2263,2290,28,"*","y","FC"
"188","chr2",2263,2290,28,"*","x","Hi"
"203","chr2",2263,2290,28,"*","y","Hi"
"218","chr2",2263,2290,28,"*","x","LC"
"232","chr2",2263,2290,28,"*","y","LC"
"247","chr2",2263,2290,28,"*","x","Li"
"263","chr2",2263,2290,28,"*","y","Li"
"279","chr2",2263,2290,28,"*","x","Lu"
"296","chr2",2263,2290,28,"*","y","Lu"
"313","chr2",2263,2290,28,"*","x","LV"
"328","chr2",2263,2290,28,"*","y","LV"
"342","chr2",2263,2290,28,"*","x","MesC"
"357","chr2",2263,2290,28,"*","y","MesC"
"372","chr2",2263,2290,28,"*","x","MSC"
"386","chr2",2263,2290,28,"*","y","MSC"
"400","chr2",2263,2290,28,"*","x","NPC"
"416","chr2",2263,2290,28,"*","y","NPC"
"432","chr2",2263,2290,28,"*","x","Ov"
"447","chr2",2263,2290,28,"*","y","Ov"
"462","chr2",2263,2290,28,"*","x","Pa"
"478","chr2",2263,2290,28,"*","y","Pa"
"495","chr2",2263,2290,28,"*","x","PM"
"512","chr2",2263,2290,28,"*","y","PM"
"529","chr2",2263,2290,28,"*","x","RV"
"545","chr2",2263,2290,28,"*","y","RV"
"560","chr2",2263,2290,28,"*","x","SB"
"576","chr2",2263,2290,28,"*","y","SB"
"593","chr2",2263,2290,28,"*","x","Sp"
"609","chr2",2263,2290,28,"*","y","Sp"
"624","chr2",2263,2290,28,"*","x","TLC"
"639","chr2",2263,2290,28,"*","y","TLC"
"4","chr2",2242,2247,6,"*","x","AG"
"20","chr2",2242,2247,6,"*","y","AG"
"36","chr2",2242,2247,6,"*","x","Ao"
"50","chr2",2242,2247,6,"*","y","Ao"
"65","chr2",2242,2247,6,"*","x","Bl"
"81","chr2",2242,2247,6,"*","y","Bl"
"96","chr2",2242,2247,6,"*","x","Co"
"112","chr2",2242,2247,6,"*","y","Co"
"128","chr2",2242,2247,6,"*","x","ESC"
"143","chr2",2242,2247,6,"*","y","ESC"
"158","chr2",2242,2247,6,"*","x","FC"
"172","chr2",2242,2247,6,"*","y","FC"
"186","chr2",2242,2247,6,"*","x","Hi"
"201","chr2",2242,2247,6,"*","y","Hi"
"216","chr2",2242,2247,6,"*","x","LC"
"230","chr2",2242,2247,6,"*","y","LC"
"245","chr2",2242,2247,6,"*","x","Li"
"261","chr2",2242,2247,6,"*","y","Li"
"277","chr2",2242,2247,6,"*","x","Lu"
"294","chr2",2242,2247,6,"*","y","Lu"
"311","chr2",2242,2247,6,"*","x","LV"
"326","chr2",2242,2247,6,"*","y","LV"
"340","chr2",2242,2247,6,"*","x","MesC"
"355","chr2",2242,2247,6,"*","y","MesC"
"370","chr2",2242,2247,6,"*","x","MSC"
"384","chr2",2242,2247,6,"*","y","MSC"
"398","chr2",2242,2247,6,"*","x","NPC"
"414","chr2",2242,2247,6,"*","y","NPC"
"430","chr2",2242,2247,6,"*","x","Ov"
"445","chr2",2242,2247,6,"*","y","Ov"
"460","chr2",2242,2247,6,"*","x","Pa"
"476","chr2",2242,2247,6,"*","y","Pa"
"493","chr2",2242,2247,6,"*","x","PM"
"510","chr2",2242,2247,6,"*","y","PM"
"527","chr2",2242,2247,6,"*","x","RV"
"543","chr2",2242,2247,6,"*","y","RV"
"558","chr2",2242,2247,6,"*","x","SB"
"574","chr2",2242,2247,6,"*","y","SB"
"591","chr2",2242,2247,6,"*","x","Sp"
"607","chr2",2242,2247,6,"*","y","Sp"
"622","chr2",2242,2247,6,"*","x","TLC"
"637","chr2",2242,2247,6,"*","y","TLC"
"284","chr2",2765,2769,5,"*","x","Lu"
"301","chr2",2765,2769,5,"*","y","Lu"
"11","chr2",2765,2768,4,"*","x","AG"
"27","chr2",2765,2768,4,"*","y","AG"
"71","chr2",2765,2768,4,"*","x","Bl"
"87","chr2",2765,2768,4,"*","y","Bl"
"103","chr2",2765,2768,4,"*","x","Co"
"119","chr2",2765,2768,4,"*","y","Co"
"134","chr2",2765,2768,4,"*","x","ESC"
"149","chr2",2765,2768,4,"*","y","ESC"
"193","chr2",2765,2768,4,"*","x","Hi"
"208","chr2",2765,2768,4,"*","y","Hi"
"223","chr2",2780,2783,4,"*","x","LC"
"237","chr2",2780,2783,4,"*","y","LC"
"346","chr2",2765,2768,4,"*","x","MesC"
"361","chr2",2765,2768,4,"*","y","MesC"
"376","chr2",2765,2768,4,"*","x","MSC"
"390","chr2",2765,2768,4,"*","y","MSC"
"405","chr2",2765,2768,4,"*","x","NPC"
"421","chr2",2765,2768,4,"*","y","NPC"
"436","chr2",2765,2768,4,"*","x","Ov"
"451","chr2",2765,2768,4,"*","y","Ov"
"467","chr2",2765,2768,4,"*","x","Pa"
"483","chr2",2765,2768,4,"*","y","Pa"
"500","chr2",2765,2768,4,"*","x","PM"
"517","chr2",2765,2768,4,"*","y","PM"
"565","chr2",2765,2768,4,"*","x","SB"
"581","chr2",2765,2768,4,"*","y","SB"
"597","chr2",2765,2768,4,"*","x","Sp"
"613","chr2",2765,2768,4,"*","y","Sp"
"628","chr2",2765,2768,4,"*","x","TLC"
"643","chr2",2765,2768,4,"*","y","TLC"
"5","chr2",2258,2260,3,"*","x","AG"
"10","chr2",2754,2756,3,"*","x","AG"
"12","chr2",2781,2783,3,"*","x","AG"
"21","chr2",2258,2260,3,"*","y","AG"
"26","chr2",2754,2756,3,"*","y","AG"
"28","chr2",2781,2783,3,"*","y","AG"
"37","chr2",2258,2260,3,"*","x","Ao"
"41","chr2",2754,2756,3,"*","x","Ao"
"42","chr2",2765,2767,3,"*","x","Ao"
"43","chr2",2781,2783,3,"*","x","Ao"
"51","chr2",2258,2260,3,"*","y","Ao"
"55","chr2",2754,2756,3,"*","y","Ao"
"56","chr2",2765,2767,3,"*","y","Ao"
"57","chr2",2781,2783,3,"*","y","Ao"
"66","chr2",2258,2260,3,"*","x","Bl"
"70","chr2",2754,2756,3,"*","x","Bl"
"72","chr2",2781,2783,3,"*","x","Bl"
"82","chr2",2258,2260,3,"*","y","Bl"
"86","chr2",2754,2756,3,"*","y","Bl"
"88","chr2",2781,2783,3,"*","y","Bl"
"97","chr2",2258,2260,3,"*","x","Co"
"102","chr2",2754,2756,3,"*","x","Co"
"104","chr2",2781,2783,3,"*","x","Co"
"113","chr2",2258,2260,3,"*","y","Co"
"118","chr2",2754,2756,3,"*","y","Co"
"120","chr2",2781,2783,3,"*","y","Co"
"129","chr2",2258,2260,3,"*","x","ESC"
"133","chr2",2754,2756,3,"*","x","ESC"
"135","chr2",2781,2783,3,"*","x","ESC"
"144","chr2",2258,2260,3,"*","y","ESC"
"148","chr2",2754,2756,3,"*","y","ESC"
"150","chr2",2781,2783,3,"*","y","ESC"
"159","chr2",2258,2260,3,"*","x","FC"
"163","chr2",2754,2756,3,"*","x","FC"
"165","chr2",2781,2783,3,"*","x","FC"
"173","chr2",2258,2260,3,"*","y","FC"
"177","chr2",2754,2756,3,"*","y","FC"
"179","chr2",2781,2783,3,"*","y","FC"
"187","chr2",2258,2260,3,"*","x","Hi"
"192","chr2",2754,2756,3,"*","x","Hi"
"194","chr2",2781,2783,3,"*","x","Hi"
"202","chr2",2258,2260,3,"*","y","Hi"
"207","chr2",2754,2756,3,"*","y","Hi"
"209","chr2",2781,2783,3,"*","y","Hi"
"217","chr2",2258,2260,3,"*","x","LC"
"221","chr2",2754,2756,3,"*","x","LC"
"222","chr2",2765,2767,3,"*","x","LC"
"231","chr2",2258,2260,3,"*","y","LC"
"235","chr2",2754,2756,3,"*","y","LC"
"236","chr2",2765,2767,3,"*","y","LC"
"246","chr2",2258,2260,3,"*","x","Li"
"250","chr2",2754,2756,3,"*","x","Li"
"253","chr2",2781,2783,3,"*","x","Li"
"262","chr2",2258,2260,3,"*","y","Li"
"266","chr2",2754,2756,3,"*","y","Li"
"269","chr2",2781,2783,3,"*","y","Li"
"278","chr2",2258,2260,3,"*","x","Lu"
"283","chr2",2754,2756,3,"*","x","Lu"
"285","chr2",2781,2783,3,"*","x","Lu"
"295","chr2",2258,2260,3,"*","y","Lu"
"300","chr2",2754,2756,3,"*","y","Lu"
"302","chr2",2781,2783,3,"*","y","Lu"
"312","chr2",2258,2260,3,"*","x","LV"
"315","chr2",2754,2756,3,"*","x","LV"
"318","chr2",2781,2783,3,"*","x","LV"
"327","chr2",2258,2260,3,"*","y","LV"
"330","chr2",2754,2756,3,"*","y","LV"
"333","chr2",2781,2783,3,"*","y","LV"
"341","chr2",2258,2260,3,"*","x","MesC"
"345","chr2",2754,2756,3,"*","x","MesC"
"347","chr2",2781,2783,3,"*","x","MesC"
"356","chr2",2258,2260,3,"*","y","MesC"
"360","chr2",2754,2756,3,"*","y","MesC"
"362","chr2",2781,2783,3,"*","y","MesC"
"371","chr2",2258,2260,3,"*","x","MSC"
"375","chr2",2754,2756,3,"*","x","MSC"
"377","chr2",2781,2783,3,"*","x","MSC"
"385","chr2",2258,2260,3,"*","y","MSC"
"389","chr2",2754,2756,3,"*","y","MSC"
"391","chr2",2781,2783,3,"*","y","MSC"
"399","chr2",2258,2260,3,"*","x","NPC"
"404","chr2",2754,2756,3,"*","x","NPC"
"406","chr2",2781,2783,3,"*","x","NPC"
"415","chr2",2258,2260,3,"*","y","NPC"
"420","chr2",2754,2756,3,"*","y","NPC"
"422","chr2",2781,2783,3,"*","y","NPC"
"431","chr2",2258,2260,3,"*","x","Ov"
"435","chr2",2754,2756,3,"*","x","Ov"
"437","chr2",2781,2783,3,"*","x","Ov"
"446","chr2",2258,2260,3,"*","y","Ov"
"450","chr2",2754,2756,3,"*","y","Ov"
"452","chr2",2781,2783,3,"*","y","Ov"
"461","chr2",2258,2260,3,"*","x","Pa"
"466","chr2",2754,2756,3,"*","x","Pa"
"468","chr2",2781,2783,3,"*","x","Pa"
"477","chr2",2258,2260,3,"*","y","Pa"
"482","chr2",2754,2756,3,"*","y","Pa"
"484","chr2",2781,2783,3,"*","y","Pa"
"494","chr2",2258,2260,3,"*","x","PM"
"499","chr2",2754,2756,3,"*","x","PM"
"501","chr2",2781,2783,3,"*","x","PM"
"511","chr2",2258,2260,3,"*","y","PM"
"516","chr2",2754,2756,3,"*","y","PM"
"518","chr2",2781,2783,3,"*","y","PM"
"528","chr2",2258,2260,3,"*","x","RV"
"533","chr2",2754,2756,3,"*","x","RV"
"534","chr2",2765,2767,3,"*","x","RV"
"535","chr2",2781,2783,3,"*","x","RV"
"544","chr2",2258,2260,3,"*","y","RV"
"549","chr2",2754,2756,3,"*","y","RV"
"550","chr2",2765,2767,3,"*","y","RV"
"551","chr2",2781,2783,3,"*","y","RV"
"559","chr2",2258,2260,3,"*","x","SB"
"564","chr2",2754,2756,3,"*","x","SB"
"566","chr2",2781,2783,3,"*","x","SB"
"575","chr2",2258,2260,3,"*","y","SB"
"580","chr2",2754,2756,3,"*","y","SB"
"582","chr2",2781,2783,3,"*","y","SB"
"596","chr2",2754,2756,3,"*","x","Sp"
"598","chr2",2781,2783,3,"*","x","Sp"
"612","chr2",2754,2756,3,"*","y","Sp"
"614","chr2",2781,2783,3,"*","y","Sp"
"623","chr2",2258,2260,3,"*","x","TLC"
"627","chr2",2754,2756,3,"*","x","TLC"
"629","chr2",2781,2783,3,"*","x","TLC"
"638","chr2",2258,2260,3,"*","y","TLC"
"642","chr2",2754,2756,3,"*","y","TLC"
"644","chr2",2781,2783,3,"*","y","TLC"
"3","chr2",2192,2193,2,"*","x","AG"
"19","chr2",2192,2193,2,"*","y","AG"
"35","chr2",2192,2193,2,"*","x","Ao"
"49","chr2",2192,2193,2,"*","y","Ao"
"64","chr2",2192,2193,2,"*","x","Bl"
"80","chr2",2192,2193,2,"*","y","Bl"
"95","chr2",2192,2193,2,"*","x","Co"
"111","chr2",2192,2193,2,"*","y","Co"
"127","chr2",2192,2193,2,"*","x","ESC"
"142","chr2",2192,2193,2,"*","y","ESC"
"157","chr2",2192,2193,2,"*","x","FC"
"164","chr2",2765,2766,2,"*","x","FC"
"171","chr2",2192,2193,2,"*","y","FC"
"178","chr2",2765,2766,2,"*","y","FC"
"185","chr2",2192,2193,2,"*","x","Hi"
"200","chr2",2192,2193,2,"*","y","Hi"
"215","chr2",2192,2193,2,"*","x","LC"
"229","chr2",2192,2193,2,"*","y","LC"
"244","chr2",2192,2193,2,"*","x","Li"
"260","chr2",2192,2193,2,"*","y","Li"
"276","chr2",2192,2193,2,"*","x","Lu"
"293","chr2",2192,2193,2,"*","y","Lu"
