"","seqnames","start","end","width","strand","axis","ct"
"4","chr20",659,735,77,"*","x","AG"
"11","chr20",659,735,77,"*","y","AG"
"17","chr20",659,735,77,"*","x","Ao"
"23","chr20",659,735,77,"*","y","Ao"
"29","chr20",659,735,77,"*","x","Bl"
"35","chr20",659,735,77,"*","y","Bl"
"42","chr20",659,735,77,"*","x","Co"
"49","chr20",659,735,77,"*","y","Co"
"56","chr20",659,735,77,"*","x","ESC"
"63","chr20",659,735,77,"*","y","ESC"
"70","chr20",659,735,77,"*","x","FC"
"77","chr20",659,735,77,"*","y","FC"
"84","chr20",659,735,77,"*","x","Hi"
"91","chr20",659,735,77,"*","y","Hi"
"98","chr20",659,735,77,"*","x","LC"
"105","chr20",659,735,77,"*","y","LC"
"111","chr20",659,735,77,"*","x","Li"
"117","chr20",659,735,77,"*","y","Li"
"124","chr20",659,735,77,"*","x","Lu"
"131","chr20",659,735,77,"*","y","Lu"
"137","chr20",659,735,77,"*","x","LV"
"143","chr20",659,735,77,"*","y","LV"
"149","chr20",659,735,77,"*","x","MesC"
"155","chr20",659,735,77,"*","y","MesC"
"161","chr20",659,735,77,"*","x","MSC"
"167","chr20",659,735,77,"*","y","MSC"
"174","chr20",659,735,77,"*","x","NPC"
"181","chr20",659,735,77,"*","y","NPC"
"188","chr20",659,735,77,"*","x","Ov"
"195","chr20",659,735,77,"*","y","Ov"
"202","chr20",659,735,77,"*","x","Pa"
"209","chr20",659,735,77,"*","y","Pa"
"216","chr20",659,735,77,"*","x","PM"
"223","chr20",659,735,77,"*","y","PM"
"229","chr20",659,735,77,"*","x","RV"
"235","chr20",659,735,77,"*","y","RV"
"242","chr20",659,735,77,"*","x","SB"
"249","chr20",659,735,77,"*","y","SB"
"256","chr20",659,735,77,"*","x","Sp"
"263","chr20",659,735,77,"*","y","Sp"
"270","chr20",659,735,77,"*","x","TLC"
"277","chr20",659,735,77,"*","y","TLC"
"5","chr20",742,745,4,"*","x","AG"
"12","chr20",742,745,4,"*","y","AG"
"18","chr20",742,745,4,"*","x","Ao"
"24","chr20",742,745,4,"*","y","Ao"
"30","chr20",742,745,4,"*","x","Bl"
"36","chr20",742,745,4,"*","y","Bl"
"43","chr20",742,745,4,"*","x","Co"
"50","chr20",742,745,4,"*","y","Co"
"57","chr20",742,745,4,"*","x","ESC"
"64","chr20",742,745,4,"*","y","ESC"
"71","chr20",742,745,4,"*","x","FC"
"78","chr20",742,745,4,"*","y","FC"
