"","seqnames","start","end","width","strand","axis","ct"
"14","chr1",3039,3563,525,"*","x","AG"
"51","chr1",3039,3563,525,"*","y","AG"
"88","chr1",3039,3563,525,"*","x","Ao"
"121","chr1",3039,3563,525,"*","y","Ao"
"157","chr1",3039,3563,525,"*","x","Bl"
"198","chr1",3039,3563,525,"*","y","Bl"
"237","chr1",3039,3563,525,"*","x","Co"
"278","chr1",3039,3563,525,"*","y","Co"
"318","chr1",3039,3563,525,"*","x","ESC"
"355","chr1",3039,3563,525,"*","y","ESC"
"391","chr1",3039,3563,525,"*","x","FC"
"426","chr1",3039,3563,525,"*","y","FC"
"464","chr1",3039,3563,525,"*","x","Hi"
"503","chr1",3039,3563,525,"*","y","Hi"
"540","chr1",3039,3563,525,"*","x","LC"
"575","chr1",3039,3563,525,"*","y","LC"
"612","chr1",3039,3563,525,"*","x","Li"
"648","chr1",3039,3563,525,"*","y","Li"
"685","chr1",3039,3563,525,"*","x","Lu"
"729","chr1",3039,3563,525,"*","y","Lu"
"771","chr1",3039,3563,525,"*","x","LV"
"809","chr1",3039,3563,525,"*","y","LV"
"848","chr1",3039,3563,525,"*","x","MesC"
"887","chr1",3039,3563,525,"*","y","MesC"
"924","chr1",3039,3563,525,"*","x","MSC"
"961","chr1",3039,3563,525,"*","y","MSC"
"998","chr1",3039,3563,525,"*","x","NPC"
"1035","chr1",3039,3563,525,"*","y","NPC"
"1073","chr1",3039,3563,525,"*","x","Ov"
"1114","chr1",3039,3563,525,"*","y","Ov"
"1154","chr1",3039,3563,525,"*","x","Pa"
"1192","chr1",3039,3563,525,"*","y","Pa"
"1231","chr1",3039,3563,525,"*","x","PM"
"1272","chr1",3039,3563,525,"*","y","PM"
"1313","chr1",3039,3563,525,"*","x","RV"
"1350","chr1",3039,3563,525,"*","y","RV"
"1387","chr1",3039,3563,525,"*","x","SB"
"1424","chr1",3039,3563,525,"*","y","SB"
"1460","chr1",3039,3563,525,"*","x","Sp"
"1498","chr1",3039,3563,525,"*","y","Sp"
"1536","chr1",3039,3563,525,"*","x","TLC"
"1574","chr1",3039,3563,525,"*","y","TLC"
"2","chr1",8,13,6,"*","x","AG"
"39","chr1",8,13,6,"*","y","AG"
"75","chr1",8,13,6,"*","x","Ao"
"108","chr1",8,13,6,"*","y","Ao"
"224","chr1",8,13,6,"*","x","Co"
"265","chr1",8,13,6,"*","y","Co"
"306","chr1",8,13,6,"*","x","ESC"
"343","chr1",8,13,6,"*","y","ESC"
"379","chr1",8,13,6,"*","x","FC"
"414","chr1",8,13,6,"*","y","FC"
"450","chr1",8,13,6,"*","x","Hi"
"489","chr1",8,13,6,"*","y","Hi"
"671","chr1",8,13,6,"*","x","Lu"
"715","chr1",8,13,6,"*","y","Lu"
"912","chr1",8,13,6,"*","x","MSC"
"949","chr1",8,13,6,"*","y","MSC"
"985","chr1",8,13,6,"*","x","NPC"
"1022","chr1",8,13,6,"*","y","NPC"
"1142","chr1",8,13,6,"*","x","Pa"
"1180","chr1",8,13,6,"*","y","Pa"
"1218","chr1",8,13,6,"*","x","PM"
"1259","chr1",8,13,6,"*","y","PM"
"1448","chr1",8,13,6,"*","x","Sp"
"1486","chr1",8,13,6,"*","y","Sp"
"1237","chr1",3604,3608,5,"*","x","PM"
"1278","chr1",3604,3608,5,"*","y","PM"
"19","chr1",3604,3607,4,"*","x","AG"
"56","chr1",3604,3607,4,"*","y","AG"
"229","chr1",340,343,4,"*","x","Co"
"243","chr1",3604,3607,4,"*","x","Co"
"270","chr1",340,343,4,"*","y","Co"
"284","chr1",3604,3607,4,"*","y","Co"
"396","chr1",3604,3607,4,"*","x","FC"
"431","chr1",3604,3607,4,"*","y","FC"
"468","chr1",3604,3607,4,"*","x","Hi"
"507","chr1",3604,3607,4,"*","y","Hi"
"527","chr1",8,11,4,"*","x","LC"
"562","chr1",8,11,4,"*","y","LC"
"691","chr1",3604,3607,4,"*","x","Lu"
"735","chr1",3604,3607,4,"*","y","Lu"
"759","chr1",10,13,4,"*","x","LV"
"797","chr1",10,13,4,"*","y","LV"
"836","chr1",10,13,4,"*","x","MesC"
"875","chr1",10,13,4,"*","y","MesC"
"1060","chr1",10,13,4,"*","x","Ov"
"1078","chr1",3604,3607,4,"*","x","Ov"
"1101","chr1",10,13,4,"*","y","Ov"
"1119","chr1",3604,3607,4,"*","y","Ov"
"1159","chr1",3604,3607,4,"*","x","Pa"
"1197","chr1",3604,3607,4,"*","y","Pa"
"1301","chr1",10,13,4,"*","x","RV"
"1338","chr1",10,13,4,"*","y","RV"
"1374","chr1",10,13,4,"*","x","SB"
"1392","chr1",3604,3607,4,"*","x","SB"
"1411","chr1",10,13,4,"*","y","SB"
"1429","chr1",3604,3607,4,"*","y","SB"
"1524","chr1",10,13,4,"*","x","TLC"
"1562","chr1",10,13,4,"*","y","TLC"
"4","chr1",97,99,3,"*","x","AG"
"6","chr1",340,342,3,"*","x","AG"
"8","chr1",748,750,3,"*","x","AG"
"13","chr1",3025,3027,3,"*","x","AG"
"27","chr1",3702,3704,3,"*","x","AG"
"29","chr1",3710,3712,3,"*","x","AG"
