"","seqnames","start","end","width","strand","axis","ct"
"3","chr3",2264,2337,74,"*","x","AG"
"7","chr3",2264,2337,74,"*","y","AG"
"11","chr3",2264,2337,74,"*","x","Ao"
"15","chr3",2264,2337,74,"*","y","Ao"
"19","chr3",2264,2337,74,"*","x","Bl"
"23","chr3",2264,2337,74,"*","y","Bl"
"27","chr3",2264,2337,74,"*","x","Co"
"31","chr3",2264,2337,74,"*","y","Co"
"35","chr3",2264,2337,74,"*","x","ESC"
"40","chr3",2264,2337,74,"*","y","ESC"
"45","chr3",2264,2337,74,"*","x","FC"
"49","chr3",2264,2337,74,"*","y","FC"
"53","chr3",2264,2337,74,"*","x","Hi"
"57","chr3",2264,2337,74,"*","y","Hi"
"61","chr3",2264,2337,74,"*","x","LC"
"65","chr3",2264,2337,74,"*","y","LC"
"69","chr3",2264,2337,74,"*","x","Li"
"73","chr3",2264,2337,74,"*","y","Li"
"77","chr3",2264,2337,74,"*","x","Lu"
"81","chr3",2264,2337,74,"*","y","Lu"
"85","chr3",2264,2337,74,"*","x","LV"
"89","chr3",2264,2337,74,"*","y","LV"
"93","chr3",2264,2337,74,"*","x","MesC"
"98","chr3",2264,2337,74,"*","y","MesC"
"103","chr3",2264,2337,74,"*","x","MSC"
"108","chr3",2264,2337,74,"*","y","MSC"
"113","chr3",2264,2337,74,"*","x","NPC"
"118","chr3",2264,2337,74,"*","y","NPC"
"123","chr3",2264,2337,74,"*","x","Ov"
"127","chr3",2264,2337,74,"*","y","Ov"
"131","chr3",2264,2337,74,"*","x","Pa"
"135","chr3",2264,2337,74,"*","y","Pa"
"139","chr3",2264,2337,74,"*","x","PM"
"143","chr3",2264,2337,74,"*","y","PM"
"147","chr3",2264,2337,74,"*","x","RV"
"151","chr3",2264,2337,74,"*","y","RV"
"155","chr3",2264,2337,74,"*","x","SB"
"159","chr3",2264,2337,74,"*","y","SB"
"163","chr3",2264,2337,74,"*","x","Sp"
"167","chr3",2264,2337,74,"*","y","Sp"
"171","chr3",2264,2337,74,"*","x","TLC"
"176","chr3",2264,2337,74,"*","y","TLC"
"28","chr3",4949,4951,3,"*","x","Co"
"32","chr3",4949,4951,3,"*","y","Co"
"54","chr3",4949,4951,3,"*","x","Hi"
"58","chr3",4949,4951,3,"*","y","Hi"
"173","chr3",4949,4951,3,"*","x","TLC"
"178","chr3",4949,4951,3,"*","y","TLC"
"4","chr3",4950,4951,2,"*","x","AG"
"8","chr3",4950,4951,2,"*","y","AG"
"12","chr3",4950,4951,2,"*","x","Ao"
"16","chr3",4950,4951,2,"*","y","Ao"
"20","chr3",4950,4951,2,"*","x","Bl"
"24","chr3",4950,4951,2,"*","y","Bl"
"37","chr3",4950,4951,2,"*","x","ESC"
"42","chr3",4950,4951,2,"*","y","ESC"
"46","chr3",4950,4951,2,"*","x","FC"
"50","chr3",4950,4951,2,"*","y","FC"
"62","chr3",4950,4951,2,"*","x","LC"
"66","chr3",4950,4951,2,"*","y","LC"
"70","chr3",4950,4951,2,"*","x","Li"
"74","chr3",4950,4951,2,"*","y","Li"
"78","chr3",4950,4951,2,"*","x","Lu"
"82","chr3",4950,4951,2,"*","y","Lu"
"86","chr3",4950,4951,2,"*","x","LV"
"90","chr3",4950,4951,2,"*","y","LV"
"94","chr3",4064,4065,2,"*","x","MesC"
"95","chr3",4950,4951,2,"*","x","MesC"
"99","chr3",4064,4065,2,"*","y","MesC"
"100","chr3",4950,4951,2,"*","y","MesC"
"105","chr3",4950,4951,2,"*","x","MSC"
"110","chr3",4950,4951,2,"*","y","MSC"
"114","chr3",4064,4065,2,"*","x","NPC"
"115","chr3",4950,4951,2,"*","x","NPC"
"119","chr3",4064,4065,2,"*","y","NPC"
"120","chr3",4950,4951,2,"*","y","NPC"
"124","chr3",4950,4951,2,"*","x","Ov"
"128","chr3",4950,4951,2,"*","y","Ov"
"132","chr3",4950,4951,2,"*","x","Pa"
"136","chr3",4950,4951,2,"*","y","Pa"
"140","chr3",4950,4951,2,"*","x","PM"
"144","chr3",4950,4951,2,"*","y","PM"
"148","chr3",4950,4951,2,"*","x","RV"
"152","chr3",4950,4951,2,"*","y","RV"
"156","chr3",4950,4951,2,"*","x","SB"
"160","chr3",4950,4951,2,"*","y","SB"
"164","chr3",4950,4951,2,"*","x","Sp"
"168","chr3",4950,4951,2,"*","y","Sp"
"172","chr3",4064,4065,2,"*","x","TLC"
"177","chr3",4064,4065,2,"*","y","TLC"
"1","chr3",1,1,1,"*","x","AG"
"2","chr3",1656,1656,1,"*","x","AG"
"5","chr3",1,1,1,"*","y","AG"
"6","chr3",1656,1656,1,"*","y","AG"
"9","chr3",1,1,1,"*","x","Ao"
"10","chr3",1656,1656,1,"*","x","Ao"
"13","chr3",1,1,1,"*","y","Ao"
"14","chr3",1656,1656,1,"*","y","Ao"
"17","chr3",1,1,1,"*","x","Bl"
"18","chr3",1656,1656,1,"*","x","Bl"
"21","chr3",1,1,1,"*","y","Bl"
"22","chr3",1656,1656,1,"*","y","Bl"
"25","chr3",1,1,1,"*","x","Co"
"26","chr3",1656,1656,1,"*","x","Co"
"29","chr3",1,1,1,"*","y","Co"
"30","chr3",1656,1656,1,"*","y","Co"
"33","chr3",1,1,1,"*","x","ESC"
"34","chr3",1656,1656,1,"*","x","ESC"
"36","chr3",4064,4064,1,"*","x","ESC"
"38","chr3",1,1,1,"*","y","ESC"
"39","chr3",1656,1656,1,"*","y","ESC"
"41","chr3",4064,4064,1,"*","y","ESC"
"43","chr3",1,1,1,"*","x","FC"
"44","chr3",1656,1656,1,"*","x","FC"
"47","chr3",1,1,1,"*","y","FC"
"48","chr3",1656,1656,1,"*","y","FC"
"51","chr3",1,1,1,"*","x","Hi"
"52","chr3",1656,1656,1,"*","x","Hi"
"55","chr3",1,1,1,"*","y","Hi"
"56","chr3",1656,1656,1,"*","y","Hi"
"59","chr3",1,1,1,"*","x","LC"
"60","chr3",1656,1656,1,"*","x","LC"
"63","chr3",1,1,1,"*","y","LC"
"64","chr3",1656,1656,1,"*","y","LC"
"67","chr3",1,1,1,"*","x","Li"
"68","chr3",1656,1656,1,"*","x","Li"
"71","chr3",1,1,1,"*","y","Li"
"72","chr3",1656,1656,1,"*","y","Li"
"75","chr3",1,1,1,"*","x","Lu"
"76","chr3",1656,1656,1,"*","x","Lu"
"79","chr3",1,1,1,"*","y","Lu"
"80","chr3",1656,1656,1,"*","y","Lu"
"83","chr3",1,1,1,"*","x","LV"
"84","chr3",1656,1656,1,"*","x","LV"
"87","chr3",1,1,1,"*","y","LV"
"88","chr3",1656,1656,1,"*","y","LV"
"91","chr3",1,1,1,"*","x","MesC"
"92","chr3",1656,1656,1,"*","x","MesC"
"96","chr3",1,1,1,"*","y","MesC"
"97","chr3",1656,1656,1,"*","y","MesC"
"101","chr3",1,1,1,"*","x","MSC"
"102","chr3",1656,1656,1,"*","x","MSC"
"104","chr3",4064,4064,1,"*","x","MSC"
"106","chr3",1,1,1,"*","y","MSC"
"107","chr3",1656,1656,1,"*","y","MSC"
"109","chr3",4064,4064,1,"*","y","MSC"
"111","chr3",1,1,1,"*","x","NPC"
"112","chr3",1656,1656,1,"*","x","NPC"
"116","chr3",1,1,1,"*","y","NPC"
"117","chr3",1656,1656,1,"*","y","NPC"
"121","chr3",1,1,1,"*","x","Ov"
"122","chr3",1656,1656,1,"*","x","Ov"
"125","chr3",1,1,1,"*","y","Ov"
"126","chr3",1656,1656,1,"*","y","Ov"
"129","chr3",1,1,1,"*","x","Pa"
"130","chr3",1656,1656,1,"*","x","Pa"
"133","chr3",1,1,1,"*","y","Pa"
"134","chr3",1656,1656,1,"*","y","Pa"
"137","chr3",1,1,1,"*","x","PM"
"138","chr3",1656,1656,1,"*","x","PM"
"141","chr3",1,1,1,"*","y","PM"
"142","chr3",1656,1656,1,"*","y","PM"
"145","chr3",1,1,1,"*","x","RV"
"146","chr3",1656,1656,1,"*","x","RV"
"149","chr3",1,1,1,"*","y","RV"
"150","chr3",1656,1656,1,"*","y","RV"
"153","chr3",1,1,1,"*","x","SB"
"154","chr3",1656,1656,1,"*","x","SB"
"157","chr3",1,1,1,"*","y","SB"
"158","chr3",1656,1656,1,"*","y","SB"
"161","chr3",1,1,1,"*","x","Sp"
"162","chr3",1656,1656,1,"*","x","Sp"
"165","chr3",1,1,1,"*","y","Sp"
"166","chr3",1656,1656,1,"*","y","Sp"
"169","chr3",1,1,1,"*","x","TLC"
"170","chr3",1656,1656,1,"*","x","TLC"
"174","chr3",1,1,1,"*","y","TLC"
"175","chr3",1656,1656,1,"*","y","TLC"
