"","seqnames","start","end","width","strand","axis","ct"
"3","chr12",873,946,74,"*","x","AG"
"10","chr12",873,946,74,"*","y","AG"
"17","chr12",873,946,74,"*","x","Ao"
"24","chr12",873,946,74,"*","y","Ao"
"31","chr12",873,946,74,"*","x","Bl"
"38","chr12",873,946,74,"*","y","Bl"
"45","chr12",873,946,74,"*","x","Co"
"52","chr12",873,946,74,"*","y","Co"
"59","chr12",873,946,74,"*","x","ESC"
"66","chr12",873,946,74,"*","y","ESC"
"73","chr12",873,946,74,"*","x","FC"
"80","chr12",873,946,74,"*","y","FC"
"87","chr12",873,946,74,"*","x","Hi"
"94","chr12",873,946,74,"*","y","Hi"
"102","chr12",873,946,74,"*","x","LC"
"110","chr12",873,946,74,"*","y","LC"
"117","chr12",873,946,74,"*","x","Li"
"124","chr12",873,946,74,"*","y","Li"
"131","chr12",873,946,74,"*","x","Lu"
"139","chr12",873,946,74,"*","y","Lu"
"147","chr12",873,946,74,"*","x","LV"
"154","chr12",873,946,74,"*","y","LV"
"161","chr12",873,946,74,"*","x","MesC"
"169","chr12",873,946,74,"*","y","MesC"
"177","chr12",873,946,74,"*","x","MSC"
"184","chr12",873,946,74,"*","y","MSC"
"191","chr12",873,946,74,"*","x","NPC"
"198","chr12",873,946,74,"*","y","NPC"
"205","chr12",873,946,74,"*","x","Ov"
"212","chr12",873,946,74,"*","y","Ov"
"219","chr12",873,946,74,"*","x","Pa"
"226","chr12",873,946,74,"*","y","Pa"
"233","chr12",873,946,74,"*","x","PM"
"240","chr12",873,946,74,"*","y","PM"
"247","chr12",873,946,74,"*","x","RV"
"254","chr12",873,946,74,"*","y","RV"
"261","chr12",873,946,74,"*","x","SB"
"268","chr12",873,946,74,"*","y","SB"
"275","chr12",873,946,74,"*","x","Sp"
"282","chr12",873,946,74,"*","y","Sp"
"289","chr12",873,946,74,"*","x","TLC"
"296","chr12",873,946,74,"*","y","TLC"
"6","chr12",3319,3320,2,"*","x","AG"
"13","chr12",3319,3320,2,"*","y","AG"
"20","chr12",3319,3320,2,"*","x","Ao"
"27","chr12",3319,3320,2,"*","y","Ao"
"34","chr12",3319,3320,2,"*","x","Bl"
"41","chr12",3319,3320,2,"*","y","Bl"
"48","chr12",3319,3320,2,"*","x","Co"
"55","chr12",3319,3320,2,"*","y","Co"
"62","chr12",3319,3320,2,"*","x","ESC"
"69","chr12",3319,3320,2,"*","y","ESC"
"76","chr12",3319,3320,2,"*","x","FC"
"83","chr12",3319,3320,2,"*","y","FC"
"90","chr12",3319,3320,2,"*","x","Hi"
"97","chr12",3319,3320,2,"*","y","Hi"
"105","chr12",3319,3320,2,"*","x","LC"
"113","chr12",3319,3320,2,"*","y","LC"
"120","chr12",3319,3320,2,"*","x","Li"
"127","chr12",3319,3320,2,"*","y","Li"
"135","chr12",3319,3320,2,"*","x","Lu"
"143","chr12",3319,3320,2,"*","y","Lu"
"150","chr12",3319,3320,2,"*","x","LV"
"157","chr12",3319,3320,2,"*","y","LV"
"165","chr12",3319,3320,2,"*","x","MesC"
"173","chr12",3319,3320,2,"*","y","MesC"
"180","chr12",3319,3320,2,"*","x","MSC"
"187","chr12",3319,3320,2,"*","y","MSC"
"194","chr12",3319,3320,2,"*","x","NPC"
"201","chr12",3319,3320,2,"*","y","NPC"
"208","chr12",3319,3320,2,"*","x","Ov"
"215","chr12",3319,3320,2,"*","y","Ov"
"222","chr12",3319,3320,2,"*","x","Pa"
"229","chr12",3319,3320,2,"*","y","Pa"
"236","chr12",3319,3320,2,"*","x","PM"
"243","chr12",3319,3320,2,"*","y","PM"
"250","chr12",3319,3320,2,"*","x","RV"
"257","chr12",3319,3320,2,"*","y","RV"
"264","chr12",3319,3320,2,"*","x","SB"
"271","chr12",3319,3320,2,"*","y","SB"
"278","chr12",3319,3320,2,"*","x","Sp"
"285","chr12",3319,3320,2,"*","y","Sp"
"292","chr12",3319,3320,2,"*","x","TLC"
"299","chr12",3319,3320,2,"*","y","TLC"
"1","chr12",1,1,1,"*","x","AG"
"2","chr12",181,181,1,"*","x","AG"
"4","chr12",3053,3053,1,"*","x","AG"
"5","chr12",3064,3064,1,"*","x","AG"
"7","chr12",3347,3347,1,"*","x","AG"
"8","chr12",1,1,1,"*","y","AG"
"9","chr12",181,181,1,"*","y","AG"
"11","chr12",3053,3053,1,"*","y","AG"
"12","chr12",3064,3064,1,"*","y","AG"
"14","chr12",3347,3347,1,"*","y","AG"
"15","chr12",1,1,1,"*","x","Ao"
"16","chr12",181,181,1,"*","x","Ao"
"18","chr12",3053,3053,1,"*","x","Ao"
"19","chr12",3064,3064,1,"*","x","Ao"
"21","chr12",3347,3347,1,"*","x","Ao"
"22","chr12",1,1,1,"*","y","Ao"
"23","chr12",181,181,1,"*","y","Ao"
"25","chr12",3053,3053,1,"*","y","Ao"
"26","chr12",3064,3064,1,"*","y","Ao"
"28","chr12",3347,3347,1,"*","y","Ao"
"29","chr12",1,1,1,"*","x","Bl"
"30","chr12",181,181,1,"*","x","Bl"
"32","chr12",3053,3053,1,"*","x","Bl"
"33","chr12",3064,3064,1,"*","x","Bl"
"35","chr12",3347,3347,1,"*","x","Bl"
"36","chr12",1,1,1,"*","y","Bl"
"37","chr12",181,181,1,"*","y","Bl"
"39","chr12",3053,3053,1,"*","y","Bl"
"40","chr12",3064,3064,1,"*","y","Bl"
"42","chr12",3347,3347,1,"*","y","Bl"
"43","chr12",1,1,1,"*","x","Co"
"44","chr12",181,181,1,"*","x","Co"
"46","chr12",3053,3053,1,"*","x","Co"
"47","chr12",3064,3064,1,"*","x","Co"
"49","chr12",3347,3347,1,"*","x","Co"
"50","chr12",1,1,1,"*","y","Co"
"51","chr12",181,181,1,"*","y","Co"
"53","chr12",3053,3053,1,"*","y","Co"
"54","chr12",3064,3064,1,"*","y","Co"
"56","chr12",3347,3347,1,"*","y","Co"
"57","chr12",1,1,1,"*","x","ESC"
"58","chr12",181,181,1,"*","x","ESC"
"60","chr12",3053,3053,1,"*","x","ESC"
"61","chr12",3064,3064,1,"*","x","ESC"
"63","chr12",3347,3347,1,"*","x","ESC"
"64","chr12",1,1,1,"*","y","ESC"
"65","chr12",181,181,1,"*","y","ESC"
"67","chr12",3053,3053,1,"*","y","ESC"
"68","chr12",3064,3064,1,"*","y","ESC"
"70","chr12",3347,3347,1,"*","y","ESC"
"71","chr12",1,1,1,"*","x","FC"
"72","chr12",181,181,1,"*","x","FC"
"74","chr12",3053,3053,1,"*","x","FC"
"75","chr12",3064,3064,1,"*","x","FC"
"77","chr12",3347,3347,1,"*","x","FC"
"78","chr12",1,1,1,"*","y","FC"
