"","seqnames","start","end","width","strand","axis","ct"
"1","chr21",1,235,235,"*","x","AG"
"10","chr21",1,235,235,"*","y","AG"
"19","chr21",1,235,235,"*","x","Ao"
"28","chr21",1,235,235,"*","y","Ao"
"37","chr21",1,235,235,"*","x","Bl"
"46","chr21",1,235,235,"*","y","Bl"
"55","chr21",1,235,235,"*","x","Co"
"64","chr21",1,235,235,"*","y","Co"
"73","chr21",1,235,235,"*","x","ESC"
"82","chr21",1,235,235,"*","y","ESC"
"91","chr21",1,235,235,"*","x","FC"
"100","chr21",1,235,235,"*","y","FC"
"109","chr21",1,235,235,"*","x","Hi"
"118","chr21",1,235,235,"*","y","Hi"
"127","chr21",1,235,235,"*","x","LC"
"136","chr21",1,235,235,"*","y","LC"
"145","chr21",1,235,235,"*","x","Li"
"154","chr21",1,235,235,"*","y","Li"
"163","chr21",1,235,235,"*","x","Lu"
"173","chr21",1,235,235,"*","y","Lu"
"183","chr21",1,235,235,"*","x","LV"
"192","chr21",1,235,235,"*","y","LV"
"201","chr21",1,235,235,"*","x","MesC"
"210","chr21",1,235,235,"*","y","MesC"
"219","chr21",1,235,235,"*","x","MSC"
"228","chr21",1,235,235,"*","y","MSC"
"237","chr21",1,235,235,"*","x","NPC"
"246","chr21",1,235,235,"*","y","NPC"
"255","chr21",1,235,235,"*","x","Ov"
"264","chr21",1,235,235,"*","y","Ov"
"273","chr21",1,235,235,"*","x","Pa"
"283","chr21",1,235,235,"*","y","Pa"
"293","chr21",1,235,235,"*","x","PM"
"303","chr21",1,235,235,"*","y","PM"
"313","chr21",1,235,235,"*","x","RV"
"322","chr21",1,235,235,"*","y","RV"
"331","chr21",1,235,235,"*","x","SB"
"340","chr21",1,235,235,"*","y","SB"
"349","chr21",1,235,235,"*","x","Sp"
"358","chr21",1,235,235,"*","y","Sp"
"367","chr21",1,235,235,"*","x","TLC"
"376","chr21",1,235,235,"*","y","TLC"
"6","chr21",281,358,78,"*","x","AG"
"15","chr21",281,358,78,"*","y","AG"
"24","chr21",281,358,78,"*","x","Ao"
"33","chr21",281,358,78,"*","y","Ao"
"42","chr21",281,358,78,"*","x","Bl"
"51","chr21",281,358,78,"*","y","Bl"
"60","chr21",281,358,78,"*","x","Co"
"69","chr21",281,358,78,"*","y","Co"
"78","chr21",281,358,78,"*","x","ESC"
"87","chr21",281,358,78,"*","y","ESC"
"96","chr21",281,358,78,"*","x","FC"
"105","chr21",281,358,78,"*","y","FC"
"114","chr21",281,358,78,"*","x","Hi"
"123","chr21",281,358,78,"*","y","Hi"
"132","chr21",281,358,78,"*","x","LC"
"141","chr21",281,358,78,"*","y","LC"
"150","chr21",281,358,78,"*","x","Li"
"159","chr21",281,358,78,"*","y","Li"
"169","chr21",281,358,78,"*","x","Lu"
"179","chr21",281,358,78,"*","y","Lu"
"188","chr21",281,358,78,"*","x","LV"
"197","chr21",281,358,78,"*","y","LV"
"206","chr21",281,358,78,"*","x","MesC"
"215","chr21",281,358,78,"*","y","MesC"
"224","chr21",281,358,78,"*","x","MSC"
"233","chr21",281,358,78,"*","y","MSC"
"242","chr21",281,358,78,"*","x","NPC"
"251","chr21",281,358,78,"*","y","NPC"
"260","chr21",281,358,78,"*","x","Ov"
"269","chr21",281,358,78,"*","y","Ov"
"279","chr21",281,358,78,"*","x","Pa"
"289","chr21",281,358,78,"*","y","Pa"
"299","chr21",281,358,78,"*","x","PM"
