"","seqnames","start","end","width","strand","axis","ct"
"1","chr22",1,401,401,"*","x","AG"
"9","chr22",1,401,401,"*","y","AG"
"17","chr22",1,401,401,"*","x","Ao"
"24","chr22",1,401,401,"*","y","Ao"
"31","chr22",1,401,401,"*","x","Bl"
"39","chr22",1,401,401,"*","y","Bl"
"47","chr22",1,401,401,"*","x","Co"
"55","chr22",1,401,401,"*","y","Co"
"63","chr22",1,401,401,"*","x","ESC"
"71","chr22",1,401,401,"*","y","ESC"
"79","chr22",1,401,401,"*","x","FC"
"87","chr22",1,401,401,"*","y","FC"
"95","chr22",1,401,401,"*","x","Hi"
"102","chr22",1,401,401,"*","y","Hi"
"109","chr22",1,401,401,"*","x","LC"
"116","chr22",1,401,401,"*","y","LC"
"123","chr22",1,401,401,"*","x","Li"
"129","chr22",1,401,401,"*","y","Li"
"135","chr22",1,401,401,"*","x","Lu"
"145","chr22",1,401,401,"*","y","Lu"
"155","chr22",1,401,401,"*","x","LV"
"163","chr22",1,401,401,"*","y","LV"
"171","chr22",1,401,401,"*","x","MesC"
"178","chr22",1,401,401,"*","y","MesC"
"185","chr22",1,401,401,"*","x","MSC"
"192","chr22",1,401,401,"*","y","MSC"
"199","chr22",1,401,401,"*","x","NPC"
"209","chr22",1,401,401,"*","y","NPC"
"219","chr22",1,401,401,"*","x","Ov"
"228","chr22",1,401,401,"*","y","Ov"
"237","chr22",1,401,401,"*","x","Pa"
"245","chr22",1,401,401,"*","y","Pa"
"253","chr22",1,401,401,"*","x","PM"
"263","chr22",1,401,401,"*","y","PM"
"273","chr22",1,401,401,"*","x","RV"
"282","chr22",1,401,401,"*","y","RV"
"291","chr22",1,401,401,"*","x","SB"
"300","chr22",1,401,401,"*","y","SB"
"309","chr22",1,401,401,"*","x","Sp"
"317","chr22",1,401,401,"*","y","Sp"
"325","chr22",1,401,401,"*","x","TLC"
"333","chr22",1,401,401,"*","y","TLC"
"295","chr22",510,515,6,"*","x","SB"
"304","chr22",510,515,6,"*","y","SB"
"139","chr22",511,515,5,"*","x","Lu"
"149","chr22",511,515,5,"*","y","Lu"
"137","chr22",418,421,4,"*","x","Lu"
"147","chr22",418,421,4,"*","y","Lu"
"3","chr22",419,421,3,"*","x","AG"
"5","chr22",513,515,3,"*","x","AG"
"11","chr22",419,421,3,"*","y","AG"
"13","chr22",513,515,3,"*","y","AG"
"18","chr22",419,421,3,"*","x","Ao"
"20","chr22",513,515,3,"*","x","Ao"
"25","chr22",419,421,3,"*","y","Ao"
"27","chr22",513,515,3,"*","y","Ao"
"32","chr22",419,421,3,"*","x","Bl"
"34","chr22",513,515,3,"*","x","Bl"
"40","chr22",419,421,3,"*","y","Bl"
"42","chr22",513,515,3,"*","y","Bl"
"49","chr22",419,421,3,"*","x","Co"
"51","chr22",513,515,3,"*","x","Co"
"57","chr22",419,421,3,"*","y","Co"
"59","chr22",513,515,3,"*","y","Co"
"64","chr22",419,421,3,"*","x","ESC"
"67","chr22",513,515,3,"*","x","ESC"
"72","chr22",419,421,3,"*","y","ESC"
"75","chr22",513,515,3,"*","y","ESC"
"80","chr22",419,421,3,"*","x","FC"
"82","chr22",513,515,3,"*","x","FC"
"88","chr22",419,421,3,"*","y","FC"
"90","chr22",513,515,3,"*","y","FC"
"97","chr22",419,421,3,"*","x","Hi"
"98","chr22",513,515,3,"*","x","Hi"
"104","chr22",419,421,3,"*","y","Hi"
"105","chr22",513,515,3,"*","y","Hi"
"110","chr22",419,421,3,"*","x","LC"
"117","chr22",419,421,3,"*","y","LC"
"124","chr22",419,421,3,"*","x","Li"
"126","chr22",513,515,3,"*","x","Li"
"130","chr22",419,421,3,"*","y","Li"
"132","chr22",513,515,3,"*","y","Li"
"156","chr22",419,421,3,"*","x","LV"
"160","chr22",513,515,3,"*","x","LV"
"164","chr22",419,421,3,"*","y","LV"
