"","seqnames","start","end","width","strand","axis","ct"
"4","chr6",1471,1547,77,"*","x","AG"
"14","chr6",1471,1547,77,"*","y","AG"
"23","chr6",1471,1547,77,"*","x","Ao"
"31","chr6",1471,1547,77,"*","y","Ao"
"39","chr6",1471,1547,77,"*","x","Bl"
"48","chr6",1471,1547,77,"*","y","Bl"
"57","chr6",1471,1547,77,"*","x","Co"
"65","chr6",1471,1547,77,"*","y","Co"
"73","chr6",1471,1547,77,"*","x","ESC"
"83","chr6",1471,1547,77,"*","y","ESC"
"93","chr6",1471,1547,77,"*","x","FC"
"101","chr6",1471,1547,77,"*","y","FC"
"109","chr6",1471,1547,77,"*","x","Hi"
"117","chr6",1471,1547,77,"*","y","Hi"
"125","chr6",1471,1547,77,"*","x","LC"
"133","chr6",1471,1547,77,"*","y","LC"
"141","chr6",1471,1547,77,"*","x","Li"
"150","chr6",1471,1547,77,"*","y","Li"
"159","chr6",1471,1547,77,"*","x","Lu"
"168","chr6",1471,1547,77,"*","y","Lu"
"178","chr6",1471,1547,77,"*","x","LV"
"187","chr6",1471,1547,77,"*","y","LV"
"195","chr6",1471,1547,77,"*","x","MesC"
"205","chr6",1471,1547,77,"*","y","MesC"
"215","chr6",1471,1547,77,"*","x","MSC"
"225","chr6",1471,1547,77,"*","y","MSC"
"235","chr6",1471,1547,77,"*","x","NPC"
"245","chr6",1471,1547,77,"*","y","NPC"
"255","chr6",1471,1547,77,"*","x","Ov"
"264","chr6",1471,1547,77,"*","y","Ov"
"273","chr6",1471,1547,77,"*","x","Pa"
"282","chr6",1471,1547,77,"*","y","Pa"
"291","chr6",1471,1547,77,"*","x","PM"
"300","chr6",1471,1547,77,"*","y","PM"
"309","chr6",1471,1547,77,"*","x","RV"
"317","chr6",1471,1547,77,"*","y","RV"
"325","chr6",1471,1547,77,"*","x","SB"
"334","chr6",1471,1547,77,"*","y","SB"
"343","chr6",1471,1547,77,"*","x","Sp"
"351","chr6",1471,1547,77,"*","y","Sp"
"359","chr6",1471,1547,77,"*","x","TLC"
"367","chr6",1471,1547,77,"*","y","TLC"
"5","chr6",2393,2395,3,"*","x","AG"
"15","chr6",2393,2395,3,"*","y","AG"
"24","chr6",2393,2395,3,"*","x","Ao"
"32","chr6",2393,2395,3,"*","y","Ao"
"37","chr6",1,3,3,"*","x","Bl"
"40","chr6",2393,2395,3,"*","x","Bl"
"46","chr6",1,3,3,"*","y","Bl"
"49","chr6",2393,2395,3,"*","y","Bl"
"58","chr6",2393,2395,3,"*","x","Co"
"66","chr6",2393,2395,3,"*","y","Co"
"75","chr6",2393,2395,3,"*","x","ESC"
"85","chr6",2393,2395,3,"*","y","ESC"
"94","chr6",2393,2395,3,"*","x","FC"
"102","chr6",2393,2395,3,"*","y","FC"
"110","chr6",2393,2395,3,"*","x","Hi"
"118","chr6",2393,2395,3,"*","y","Hi"
"126","chr6",2393,2395,3,"*","x","LC"
"134","chr6",2393,2395,3,"*","y","LC"
"142","chr6",2393,2395,3,"*","x","Li"
"151","chr6",2393,2395,3,"*","y","Li"
"157","chr6",1,3,3,"*","x","Lu"
"160","chr6",2393,2395,3,"*","x","Lu"
"166","chr6",1,3,3,"*","y","Lu"
"169","chr6",2393,2395,3,"*","y","Lu"
"179","chr6",2393,2395,3,"*","x","LV"
"188","chr6",2393,2395,3,"*","y","LV"
"197","chr6",2393,2395,3,"*","x","MesC"
"207","chr6",2393,2395,3,"*","y","MesC"
"217","chr6",2393,2395,3,"*","x","MSC"
"227","chr6",2393,2395,3,"*","y","MSC"
"233","chr6",1,3,3,"*","x","NPC"
"237","chr6",2393,2395,3,"*","x","NPC"
"243","chr6",1,3,3,"*","y","NPC"
"247","chr6",2393,2395,3,"*","y","NPC"
"256","chr6",2393,2395,3,"*","x","Ov"
"265","chr6",2393,2395,3,"*","y","Ov"
