"","seqnames","start","end","width","strand","axis","ct"
"3","chr10",978,1060,83,"*","x","AG"
"22","chr10",978,1060,83,"*","y","AG"
"41","chr10",978,1060,83,"*","x","Ao"
"58","chr10",978,1060,83,"*","y","Ao"
"75","chr10",978,1060,83,"*","x","Bl"
"92","chr10",978,1060,83,"*","y","Bl"
"109","chr10",978,1060,83,"*","x","Co"
"127","chr10",978,1060,83,"*","y","Co"
"145","chr10",978,1060,83,"*","x","ESC"
"162","chr10",978,1060,83,"*","y","ESC"
"179","chr10",978,1060,83,"*","x","FC"
"195","chr10",978,1060,83,"*","y","FC"
"211","chr10",978,1060,83,"*","x","Hi"
"228","chr10",978,1060,83,"*","y","Hi"
"245","chr10",978,1060,83,"*","x","LC"
"263","chr10",978,1060,83,"*","y","LC"
"281","chr10",978,1060,83,"*","x","Li"
"297","chr10",978,1060,83,"*","y","Li"
"314","chr10",978,1060,83,"*","x","Lu"
"336","chr10",978,1060,83,"*","y","Lu"
"357","chr10",978,1060,83,"*","x","LV"
"375","chr10",978,1060,83,"*","y","LV"
"393","chr10",978,1060,83,"*","x","MesC"
"411","chr10",978,1060,83,"*","y","MesC"
"429","chr10",978,1060,83,"*","x","MSC"
"446","chr10",978,1060,83,"*","y","MSC"
"464","chr10",978,1060,83,"*","x","NPC"
"482","chr10",978,1060,83,"*","y","NPC"
"499","chr10",978,1060,83,"*","x","Ov"
"519","chr10",978,1060,83,"*","y","Ov"
"539","chr10",978,1060,83,"*","x","Pa"
"558","chr10",978,1060,83,"*","y","Pa"
"577","chr10",978,1060,83,"*","x","PM"
"596","chr10",978,1060,83,"*","y","PM"
"615","chr10",978,1060,83,"*","x","RV"
"633","chr10",978,1060,83,"*","y","RV"
"653","chr10",978,1060,83,"*","x","SB"
"673","chr10",978,1060,83,"*","y","SB"
"691","chr10",978,1060,83,"*","x","Sp"
"710","chr10",978,1060,83,"*","y","Sp"
"729","chr10",978,1060,83,"*","x","TLC"
"746","chr10",978,1060,83,"*","y","TLC"
"322","chr10",1196,1199,4,"*","x","Lu"
"344","chr10",1196,1199,4,"*","y","Lu"
"5","chr10",1160,1162,3,"*","x","AG"
"17","chr10",3217,3219,3,"*","x","AG"
"24","chr10",1160,1162,3,"*","y","AG"
"36","chr10",3217,3219,3,"*","y","AG"
"53","chr10",3217,3219,3,"*","x","Ao"
"70","chr10",3217,3219,3,"*","y","Ao"
"81","chr10",1196,1198,3,"*","x","Bl"
"87","chr10",3217,3219,3,"*","x","Bl"
"98","chr10",1196,1198,3,"*","y","Bl"
"104","chr10",3217,3219,3,"*","y","Bl"
"116","chr10",1196,1198,3,"*","x","Co"
"117","chr10",1205,1207,3,"*","x","Co"
"122","chr10",3217,3219,3,"*","x","Co"
"134","chr10",1196,1198,3,"*","y","Co"
"135","chr10",1205,1207,3,"*","y","Co"
"140","chr10",3217,3219,3,"*","y","Co"
"151","chr10",1196,1198,3,"*","x","ESC"
"152","chr10",1205,1207,3,"*","x","ESC"
"157","chr10",3217,3219,3,"*","x","ESC"
"168","chr10",1196,1198,3,"*","y","ESC"
"169","chr10",1205,1207,3,"*","y","ESC"
"174","chr10",3217,3219,3,"*","y","ESC"
"190","chr10",3217,3219,3,"*","x","FC"
"206","chr10",3217,3219,3,"*","y","FC"
"217","chr10",1196,1198,3,"*","x","Hi"
"223","chr10",3217,3219,3,"*","x","Hi"
"234","chr10",1196,1198,3,"*","y","Hi"
"240","chr10",3217,3219,3,"*","y","Hi"
"247","chr10",1160,1162,3,"*","x","LC"
"258","chr10",3217,3219,3,"*","x","LC"
"265","chr10",1160,1162,3,"*","y","LC"
"276","chr10",3217,3219,3,"*","y","LC"
"292","chr10",3217,3219,3,"*","x","Li"
"308","chr10",3217,3219,3,"*","y","Li"
"316","chr10",1160,1162,3,"*","x","Lu"
"318","chr10",1169,1171,3,"*","x","Lu"
"323","chr10",1205,1207,3,"*","x","Lu"
"330","chr10",3217,3219,3,"*","x","Lu"
"338","chr10",1160,1162,3,"*","y","Lu"
"340","chr10",1169,1171,3,"*","y","Lu"
"345","chr10",1205,1207,3,"*","y","Lu"
"352","chr10",3217,3219,3,"*","y","Lu"
"370","chr10",3217,3219,3,"*","x","LV"
"388","chr10",3217,3219,3,"*","y","LV"
"400","chr10",1196,1198,3,"*","x","MesC"
"406","chr10",3217,3219,3,"*","x","MesC"
"418","chr10",1196,1198,3,"*","y","MesC"
"424","chr10",3217,3219,3,"*","y","MesC"
"435","chr10",1196,1198,3,"*","x","MSC"
"436","chr10",1205,1207,3,"*","x","MSC"
"441","chr10",3217,3219,3,"*","x","MSC"
"452","chr10",1196,1198,3,"*","y","MSC"
"453","chr10",1205,1207,3,"*","y","MSC"
"458","chr10",3217,3219,3,"*","y","MSC"
"470","chr10",1196,1198,3,"*","x","NPC"
"471","chr10",1205,1207,3,"*","x","NPC"
"476","chr10",3217,3219,3,"*","x","NPC"
"488","chr10",1196,1198,3,"*","y","NPC"
"489","chr10",1205,1207,3,"*","y","NPC"
"494","chr10",3217,3219,3,"*","y","NPC"
"514","chr10",3217,3219,3,"*","x","Ov"
"534","chr10",3217,3219,3,"*","y","Ov"
"541","chr10",1160,1162,3,"*","x","Pa"
"543","chr10",1170,1172,3,"*","x","Pa"
"553","chr10",3217,3219,3,"*","x","Pa"
"560","chr10",1160,1162,3,"*","y","Pa"
"562","chr10",1170,1172,3,"*","y","Pa"
"572","chr10",3217,3219,3,"*","y","Pa"
"580","chr10",1169,1171,3,"*","x","PM"
"584","chr10",1196,1198,3,"*","x","PM"
"591","chr10",3217,3219,3,"*","x","PM"
"599","chr10",1169,1171,3,"*","y","PM"
"603","chr10",1196,1198,3,"*","y","PM"
"610","chr10",3217,3219,3,"*","y","PM"
"617","chr10",1160,1162,3,"*","x","RV"
"628","chr10",3217,3219,3,"*","x","RV"
"635","chr10",1160,1162,3,"*","y","RV"
"646","chr10",3217,3219,3,"*","y","RV"
"666","chr10",3217,3219,3,"*","x","SB"
"686","chr10",3217,3219,3,"*","y","SB"
"694","chr10",1170,1172,3,"*","x","Sp"
"698","chr10",1196,1198,3,"*","x","Sp"
"705","chr10",3217,3219,3,"*","x","Sp"
"713","chr10",1170,1172,3,"*","y","Sp"
"717","chr10",1196,1198,3,"*","y","Sp"
"724","chr10",3217,3219,3,"*","y","Sp"
"735","chr10",1196,1198,3,"*","x","TLC"
"736","chr10",1205,1207,3,"*","x","TLC"
"741","chr10",3217,3219,3,"*","x","TLC"
"752","chr10",1196,1198,3,"*","y","TLC"
"753","chr10",1205,1207,3,"*","y","TLC"
"758","chr10",3217,3219,3,"*","y","TLC"
"2","chr10",971,972,2,"*","x","AG"
"6","chr10",1166,1167,2,"*","x","AG"
"7","chr10",1170,1171,2,"*","x","AG"
"8","chr10",1180,1181,2,"*","x","AG"
"10","chr10",1187,1188,2,"*","x","AG"
"11","chr10",1196,1197,2,"*","x","AG"
"12","chr10",1206,1207,2,"*","x","AG"
"15","chr10",1292,1293,2,"*","x","AG"
"21","chr10",971,972,2,"*","y","AG"
"25","chr10",1166,1167,2,"*","y","AG"
"26","chr10",1170,1171,2,"*","y","AG"
"27","chr10",1180,1181,2,"*","y","AG"
"29","chr10",1187,1188,2,"*","y","AG"
"30","chr10",1196,1197,2,"*","y","AG"
"31","chr10",1206,1207,2,"*","y","AG"
"34","chr10",1292,1293,2,"*","y","AG"
"40","chr10",971,972,2,"*","x","Ao"
"43","chr10",1160,1161,2,"*","x","Ao"
"44","chr10",1180,1181,2,"*","x","Ao"
"46","chr10",1187,1188,2,"*","x","Ao"
"47","chr10",1196,1197,2,"*","x","Ao"
"48","chr10",1206,1207,2,"*","x","Ao"
"57","chr10",971,972,2,"*","y","Ao"
"60","chr10",1160,1161,2,"*","y","Ao"
"61","chr10",1180,1181,2,"*","y","Ao"
"63","chr10",1187,1188,2,"*","y","Ao"
"64","chr10",1196,1197,2,"*","y","Ao"
"65","chr10",1206,1207,2,"*","y","Ao"
"74","chr10",971,972,2,"*","x","Bl"
"77","chr10",1160,1161,2,"*","x","Bl"
"79","chr10",1180,1181,2,"*","x","Bl"
"80","chr10",1187,1188,2,"*","x","Bl"
"82","chr10",1206,1207,2,"*","x","Bl"
"91","chr10",971,972,2,"*","y","Bl"
"94","chr10",1160,1161,2,"*","y","Bl"
"96","chr10",1180,1181,2,"*","y","Bl"
"97","chr10",1187,1188,2,"*","y","Bl"
"99","chr10",1206,1207,2,"*","y","Bl"
"108","chr10",971,972,2,"*","x","Co"
"111","chr10",1160,1161,2,"*","x","Co"
"113","chr10",1170,1171,2,"*","x","Co"
"114","chr10",1180,1181,2,"*","x","Co"
"115","chr10",1187,1188,2,"*","x","Co"
"126","chr10",971,972,2,"*","y","Co"
"129","chr10",1160,1161,2,"*","y","Co"
"131","chr10",1170,1171,2,"*","y","Co"
"132","chr10",1180,1181,2,"*","y","Co"
"133","chr10",1187,1188,2,"*","y","Co"
"144","chr10",971,972,2,"*","x","ESC"
"147","chr10",1160,1161,2,"*","x","ESC"
"149","chr10",1180,1181,2,"*","x","ESC"
"150","chr10",1187,1188,2,"*","x","ESC"
"161","chr10",971,972,2,"*","y","ESC"
"164","chr10",1160,1161,2,"*","y","ESC"
"166","chr10",1180,1181,2,"*","y","ESC"
"167","chr10",1187,1188,2,"*","y","ESC"
"178","chr10",971,972,2,"*","x","FC"
"181","chr10",1160,1161,2,"*","x","FC"
"182","chr10",1180,1181,2,"*","x","FC"
"183","chr10",1187,1188,2,"*","x","FC"
"184","chr10",1196,1197,2,"*","x","FC"
"185","chr10",1206,1207,2,"*","x","FC"
"188","chr10",1292,1293,2,"*","x","FC"
"194","chr10",971,972,2,"*","y","FC"
"197","chr10",1160,1161,2,"*","y","FC"
"198","chr10",1180,1181,2,"*","y","FC"
"199","chr10",1187,1188,2,"*","y","FC"
"200","chr10",1196,1197,2,"*","y","FC"
"201","chr10",1206,1207,2,"*","y","FC"
"204","chr10",1292,1293,2,"*","y","FC"
