"","seqnames","start","end","width","strand","axis","ct"
"5","chr17",558,631,74,"*","x","AG"
"15","chr17",558,631,74,"*","y","AG"
"24","chr17",558,631,74,"*","x","Ao"
"32","chr17",558,631,74,"*","y","Ao"
"40","chr17",558,631,74,"*","x","Bl"
"49","chr17",558,631,74,"*","y","Bl"
"58","chr17",558,631,74,"*","x","Co"
"67","chr17",558,631,74,"*","y","Co"
"76","chr17",558,631,74,"*","x","ESC"
"84","chr17",558,631,74,"*","y","ESC"
"92","chr17",558,631,74,"*","x","FC"
"100","chr17",558,631,74,"*","y","FC"
"109","chr17",558,631,74,"*","x","Hi"
"118","chr17",558,631,74,"*","y","Hi"
"126","chr17",558,631,74,"*","x","LC"
"134","chr17",558,631,74,"*","y","LC"
"142","chr17",558,631,74,"*","x","Li"
"150","chr17",558,631,74,"*","y","Li"
"159","chr17",558,631,74,"*","x","Lu"
"169","chr17",558,631,74,"*","y","Lu"
"177","chr17",558,631,74,"*","x","LV"
"184","chr17",558,631,74,"*","y","LV"
"192","chr17",558,631,74,"*","x","MesC"
"200","chr17",558,631,74,"*","y","MesC"
"208","chr17",558,631,74,"*","x","MSC"
"216","chr17",558,631,74,"*","y","MSC"
"224","chr17",558,631,74,"*","x","NPC"
"232","chr17",558,631,74,"*","y","NPC"
"241","chr17",558,631,74,"*","x","Ov"
"251","chr17",558,631,74,"*","y","Ov"
"261","chr17",558,631,74,"*","x","Pa"
"271","chr17",558,631,74,"*","y","Pa"
"281","chr17",558,631,74,"*","x","PM"
"291","chr17",558,631,74,"*","y","PM"
"300","chr17",558,631,74,"*","x","RV"
"308","chr17",558,631,74,"*","y","RV"
"317","chr17",558,631,74,"*","x","SB"
"327","chr17",558,631,74,"*","y","SB"
"336","chr17",558,631,74,"*","x","Sp"
"344","chr17",558,631,74,"*","y","Sp"
"352","chr17",558,631,74,"*","x","TLC"
"360","chr17",558,631,74,"*","y","TLC"
"7","chr17",867,869,3,"*","x","AG"
"17","chr17",867,869,3,"*","y","AG"
"42","chr17",867,869,3,"*","x","Bl"
"51","chr17",867,869,3,"*","y","Bl"
"60","chr17",867,869,3,"*","x","Co"
"69","chr17",867,869,3,"*","y","Co"
"110","chr17",867,869,3,"*","x","Hi"
"119","chr17",867,869,3,"*","y","Hi"
"161","chr17",867,869,3,"*","x","Lu"
"171","chr17",867,869,3,"*","y","Lu"
"283","chr17",867,869,3,"*","x","PM"
"293","chr17",867,869,3,"*","y","PM"
"1","chr17",9,10,2,"*","x","AG"
"6","chr17",864,865,2,"*","x","AG"
"11","chr17",9,10,2,"*","y","AG"
"16","chr17",864,865,2,"*","y","AG"
"21","chr17",9,10,2,"*","x","Ao"
"29","chr17",9,10,2,"*","y","Ao"
"37","chr17",9,10,2,"*","x","Bl"
"46","chr17",9,10,2,"*","y","Bl"
"55","chr17",9,10,2,"*","x","Co"
"64","chr17",9,10,2,"*","y","Co"
"73","chr17",9,10,2,"*","x","ESC"
"77","chr17",868,869,2,"*","x","ESC"
"81","chr17",9,10,2,"*","y","ESC"
"85","chr17",868,869,2,"*","y","ESC"
"89","chr17",9,10,2,"*","x","FC"
"97","chr17",9,10,2,"*","y","FC"
"105","chr17",9,10,2,"*","x","Hi"
"114","chr17",9,10,2,"*","y","Hi"
"123","chr17",9,10,2,"*","x","LC"
"131","chr17",9,10,2,"*","y","LC"
"139","chr17",9,10,2,"*","x","Li"
"147","chr17",9,10,2,"*","y","Li"
"155","chr17",9,10,2,"*","x","Lu"
"160","chr17",864,865,2,"*","x","Lu"
"165","chr17",9,10,2,"*","y","Lu"
"170","chr17",864,865,2,"*","y","Lu"
"175","chr17",9,10,2,"*","x","LV"
"182","chr17",9,10,2,"*","y","LV"
"189","chr17",9,10,2,"*","x","MesC"
"193","chr17",868,869,2,"*","x","MesC"
"197","chr17",9,10,2,"*","y","MesC"
"201","chr17",868,869,2,"*","y","MesC"
"205","chr17",9,10,2,"*","x","MSC"
"213","chr17",9,10,2,"*","y","MSC"
"221","chr17",9,10,2,"*","x","NPC"
"225","chr17",868,869,2,"*","x","NPC"
"229","chr17",9,10,2,"*","y","NPC"
"233","chr17",868,869,2,"*","y","NPC"
"237","chr17",9,10,2,"*","x","Ov"
"239","chr17",477,478,2,"*","x","Ov"
"242","chr17",864,865,2,"*","x","Ov"
"243","chr17",868,869,2,"*","x","Ov"
"247","chr17",9,10,2,"*","y","Ov"
"249","chr17",477,478,2,"*","y","Ov"
