"","seqnames","start","end","width","strand","axis","ct"
"5","chr4",1242,1317,76,"*","x","AG"
"11","chr4",1242,1317,76,"*","y","AG"
"100","chr4",1242,1317,76,"*","x","Li"
"105","chr4",1242,1317,76,"*","y","Li"
"111","chr4",1242,1317,76,"*","x","Lu"
"118","chr4",1242,1317,76,"*","y","Lu"
"124","chr4",1242,1317,76,"*","x","LV"
"129","chr4",1242,1317,76,"*","y","LV"
"169","chr4",1242,1317,76,"*","x","Ov"
"175","chr4",1242,1317,76,"*","y","Ov"
"181","chr4",1242,1317,76,"*","x","Pa"
"188","chr4",1242,1317,76,"*","y","Pa"
"196","chr4",1242,1317,76,"*","x","PM"
"203","chr4",1242,1317,76,"*","y","PM"
"208","chr4",1242,1317,76,"*","x","RV"
"213","chr4",1242,1317,76,"*","y","RV"
"219","chr4",1242,1317,76,"*","x","SB"
"226","chr4",1242,1317,76,"*","y","SB"
"233","chr4",1242,1317,76,"*","x","Sp"
"239","chr4",1242,1317,76,"*","y","Sp"
"16","chr4",1242,1316,75,"*","x","Ao"
"21","chr4",1242,1316,75,"*","y","Ao"
"26","chr4",1242,1316,75,"*","x","Bl"
"31","chr4",1242,1316,75,"*","y","Bl"
"38","chr4",1242,1316,75,"*","x","Co"
"45","chr4",1242,1316,75,"*","y","Co"
"51","chr4",1242,1316,75,"*","x","ESC"
"57","chr4",1242,1316,75,"*","y","ESC"
"63","chr4",1242,1316,75,"*","x","FC"
"69","chr4",1242,1316,75,"*","y","FC"
"76","chr4",1242,1316,75,"*","x","Hi"
"83","chr4",1242,1316,75,"*","y","Hi"
"89","chr4",1242,1316,75,"*","x","LC"
"95","chr4",1242,1316,75,"*","y","LC"
"135","chr4",1242,1316,75,"*","x","MesC"
"141","chr4",1242,1316,75,"*","y","MesC"
"146","chr4",1242,1316,75,"*","x","MSC"
"151","chr4",1242,1316,75,"*","y","MSC"
"157","chr4",1242,1316,75,"*","x","NPC"
"163","chr4",1242,1316,75,"*","y","NPC"
"245","chr4",1242,1316,75,"*","x","TLC"
"251","chr4",1242,1316,75,"*","y","TLC"
"4","chr4",1234,1237,4,"*","x","AG"
"10","chr4",1234,1237,4,"*","y","AG"
"15","chr4",1234,1237,4,"*","x","Ao"
"20","chr4",1234,1237,4,"*","y","Ao"
"25","chr4",1234,1237,4,"*","x","Bl"
"30","chr4",1234,1237,4,"*","y","Bl"
"37","chr4",1234,1237,4,"*","x","Co"
"44","chr4",1234,1237,4,"*","y","Co"
"50","chr4",1234,1237,4,"*","x","ESC"
"56","chr4",1234,1237,4,"*","y","ESC"
"62","chr4",1234,1237,4,"*","x","FC"
"68","chr4",1234,1237,4,"*","y","FC"
"75","chr4",1234,1237,4,"*","x","Hi"
"82","chr4",1234,1237,4,"*","y","Hi"
"88","chr4",1234,1237,4,"*","x","LC"
"94","chr4",1234,1237,4,"*","y","LC"
"99","chr4",1234,1237,4,"*","x","Li"
"104","chr4",1234,1237,4,"*","y","Li"
"110","chr4",1234,1237,4,"*","x","Lu"
