"","seqnames","start","end","width","strand","axis","ct"
"8","chr19",617,693,77,"*","x","AG"
"22","chr19",617,693,77,"*","y","AG"
"35","chr19",617,693,77,"*","x","Ao"
"48","chr19",617,693,77,"*","y","Ao"
"62","chr19",617,693,77,"*","x","Bl"
"76","chr19",617,693,77,"*","y","Bl"
"90","chr19",617,693,77,"*","x","Co"
"103","chr19",617,693,77,"*","y","Co"
"115","chr19",617,693,77,"*","x","ESC"
"127","chr19",617,693,77,"*","y","ESC"
"139","chr19",617,693,77,"*","x","FC"
"151","chr19",617,693,77,"*","y","FC"
"163","chr19",617,693,77,"*","x","Hi"
"175","chr19",617,693,77,"*","y","Hi"
"187","chr19",617,693,77,"*","x","LC"
"200","chr19",617,693,77,"*","y","LC"
"213","chr19",617,693,77,"*","x","Li"
"225","chr19",617,693,77,"*","y","Li"
"238","chr19",617,693,77,"*","x","Lu"
"251","chr19",617,693,77,"*","y","Lu"
"264","chr19",617,693,77,"*","x","LV"
"277","chr19",617,693,77,"*","y","LV"
"290","chr19",617,693,77,"*","x","MesC"
"303","chr19",617,693,77,"*","y","MesC"
"316","chr19",617,693,77,"*","x","MSC"
"330","chr19",617,693,77,"*","y","MSC"
"343","chr19",617,693,77,"*","x","NPC"
"355","chr19",617,693,77,"*","y","NPC"
"368","chr19",617,693,77,"*","x","Ov"
"381","chr19",617,693,77,"*","y","Ov"
"393","chr19",617,693,77,"*","x","Pa"
"406","chr19",617,693,77,"*","y","Pa"
"421","chr19",617,693,77,"*","x","PM"
"437","chr19",617,693,77,"*","y","PM"
"451","chr19",617,693,77,"*","x","RV"
"463","chr19",617,693,77,"*","y","RV"
"475","chr19",617,693,77,"*","x","SB"
"488","chr19",617,693,77,"*","y","SB"
"502","chr19",617,693,77,"*","x","Sp"
"515","chr19",617,693,77,"*","y","Sp"
"527","chr19",617,693,77,"*","x","TLC"
"540","chr19",617,693,77,"*","y","TLC"
"1","chr19",1,2,2,"*","x","AG"
"15","chr19",1,2,2,"*","y","AG"
"29","chr19",1,2,2,"*","x","Ao"
"42","chr19",1,2,2,"*","y","Ao"
"55","chr19",1,2,2,"*","x","Bl"
"69","chr19",1,2,2,"*","y","Bl"
"83","chr19",1,2,2,"*","x","Co"
"96","chr19",1,2,2,"*","y","Co"
"109","chr19",1,2,2,"*","x","ESC"
"121","chr19",1,2,2,"*","y","ESC"
"133","chr19",1,2,2,"*","x","FC"
"145","chr19",1,2,2,"*","y","FC"
"157","chr19",1,2,2,"*","x","Hi"
"169","chr19",1,2,2,"*","y","Hi"
"181","chr19",1,2,2,"*","x","LC"
"194","chr19",1,2,2,"*","y","LC"
"207","chr19",1,2,2,"*","x","Li"
"219","chr19",1,2,2,"*","y","Li"
"231","chr19",1,2,2,"*","x","Lu"
"244","chr19",1,2,2,"*","y","Lu"
"257","chr19",1,2,2,"*","x","LV"
"270","chr19",1,2,2,"*","y","LV"
"283","chr19",1,2,2,"*","x","MesC"
"296","chr19",1,2,2,"*","y","MesC"
"309","chr19",1,2,2,"*","x","MSC"
"323","chr19",1,2,2,"*","y","MSC"
"361","chr19",1,2,2,"*","x","Ov"
"374","chr19",1,2,2,"*","y","Ov"
"387","chr19",1,2,2,"*","x","Pa"
"400","chr19",1,2,2,"*","y","Pa"
"413","chr19",1,2,2,"*","x","PM"
"429","chr19",1,2,2,"*","y","PM"
"445","chr19",1,2,2,"*","x","RV"
"457","chr19",1,2,2,"*","y","RV"
"469","chr19",1,2,2,"*","x","SB"
"482","chr19",1,2,2,"*","y","SB"
"495","chr19",1,2,2,"*","x","Sp"
"508","chr19",1,2,2,"*","y","Sp"
"2","chr19",30,30,1,"*","x","AG"
"3","chr19",62,62,1,"*","x","AG"
"4","chr19",184,184,1,"*","x","AG"
"5","chr19",209,209,1,"*","x","AG"
"6","chr19",218,218,1,"*","x","AG"
"7","chr19",514,514,1,"*","x","AG"
"9","chr19",755,755,1,"*","x","AG"
"10","chr19",920,920,1,"*","x","AG"
"11","chr19",945,945,1,"*","x","AG"
"12","chr19",1266,1266,1,"*","x","AG"
"13","chr19",1356,1356,1,"*","x","AG"
"14","chr19",1479,1479,1,"*","x","AG"
"16","chr19",30,30,1,"*","y","AG"
"17","chr19",62,62,1,"*","y","AG"
"18","chr19",184,184,1,"*","y","AG"
"19","chr19",209,209,1,"*","y","AG"
"20","chr19",218,218,1,"*","y","AG"
"21","chr19",514,514,1,"*","y","AG"
"23","chr19",755,755,1,"*","y","AG"
"24","chr19",920,920,1,"*","y","AG"
"25","chr19",945,945,1,"*","y","AG"
"26","chr19",1266,1266,1,"*","y","AG"
"27","chr19",1356,1356,1,"*","y","AG"
"28","chr19",1479,1479,1,"*","y","AG"
"30","chr19",30,30,1,"*","x","Ao"
"31","chr19",62,62,1,"*","x","Ao"
"32","chr19",209,209,1,"*","x","Ao"
"33","chr19",218,218,1,"*","x","Ao"
"34","chr19",514,514,1,"*","x","Ao"
"36","chr19",755,755,1,"*","x","Ao"
"37","chr19",920,920,1,"*","x","Ao"
"38","chr19",945,945,1,"*","x","Ao"
"39","chr19",1266,1266,1,"*","x","Ao"
"40","chr19",1356,1356,1,"*","x","Ao"
"41","chr19",1479,1479,1,"*","x","Ao"
"43","chr19",30,30,1,"*","y","Ao"
"44","chr19",62,62,1,"*","y","Ao"
"45","chr19",209,209,1,"*","y","Ao"
"46","chr19",218,218,1,"*","y","Ao"
"47","chr19",514,514,1,"*","y","Ao"
"49","chr19",755,755,1,"*","y","Ao"
"50","chr19",920,920,1,"*","y","Ao"
"51","chr19",945,945,1,"*","y","Ao"
"52","chr19",1266,1266,1,"*","y","Ao"
"53","chr19",1356,1356,1,"*","y","Ao"
"54","chr19",1479,1479,1,"*","y","Ao"
"56","chr19",30,30,1,"*","x","Bl"
"57","chr19",62,62,1,"*","x","Bl"
"58","chr19",184,184,1,"*","x","Bl"
"59","chr19",209,209,1,"*","x","Bl"
"60","chr19",218,218,1,"*","x","Bl"
"61","chr19",514,514,1,"*","x","Bl"
"63","chr19",755,755,1,"*","x","Bl"
"64","chr19",920,920,1,"*","x","Bl"
"65","chr19",945,945,1,"*","x","Bl"
"66","chr19",1266,1266,1,"*","x","Bl"
"67","chr19",1356,1356,1,"*","x","Bl"
"68","chr19",1479,1479,1,"*","x","Bl"
"70","chr19",30,30,1,"*","y","Bl"
"71","chr19",62,62,1,"*","y","Bl"
"72","chr19",184,184,1,"*","y","Bl"
"73","chr19",209,209,1,"*","y","Bl"
"74","chr19",218,218,1,"*","y","Bl"
"75","chr19",514,514,1,"*","y","Bl"
"77","chr19",755,755,1,"*","y","Bl"
"78","chr19",920,920,1,"*","y","Bl"
"79","chr19",945,945,1,"*","y","Bl"
"80","chr19",1266,1266,1,"*","y","Bl"
"81","chr19",1356,1356,1,"*","y","Bl"
"82","chr19",1479,1479,1,"*","y","Bl"
"84","chr19",30,30,1,"*","x","Co"
"85","chr19",62,62,1,"*","x","Co"
"86","chr19",184,184,1,"*","x","Co"
"87","chr19",209,209,1,"*","x","Co"
"88","chr19",218,218,1,"*","x","Co"
"89","chr19",514,514,1,"*","x","Co"
"91","chr19",920,920,1,"*","x","Co"
"92","chr19",945,945,1,"*","x","Co"
"93","chr19",1266,1266,1,"*","x","Co"
"94","chr19",1356,1356,1,"*","x","Co"
"95","chr19",1479,1479,1,"*","x","Co"
"97","chr19",30,30,1,"*","y","Co"
"98","chr19",62,62,1,"*","y","Co"
"99","chr19",184,184,1,"*","y","Co"
"100","chr19",209,209,1,"*","y","Co"
"101","chr19",218,218,1,"*","y","Co"
"102","chr19",514,514,1,"*","y","Co"
"104","chr19",920,920,1,"*","y","Co"
"105","chr19",945,945,1,"*","y","Co"
"106","chr19",1266,1266,1,"*","y","Co"
"107","chr19",1356,1356,1,"*","y","Co"
"108","chr19",1479,1479,1,"*","y","Co"
"110","chr19",30,30,1,"*","x","ESC"
"111","chr19",62,62,1,"*","x","ESC"
"112","chr19",209,209,1,"*","x","ESC"
"113","chr19",218,218,1,"*","x","ESC"
"114","chr19",514,514,1,"*","x","ESC"
"116","chr19",920,920,1,"*","x","ESC"
"117","chr19",945,945,1,"*","x","ESC"
"118","chr19",1266,1266,1,"*","x","ESC"
"119","chr19",1356,1356,1,"*","x","ESC"
"120","chr19",1479,1479,1,"*","x","ESC"
"122","chr19",30,30,1,"*","y","ESC"
"123","chr19",62,62,1,"*","y","ESC"
"124","chr19",209,209,1,"*","y","ESC"
"125","chr19",218,218,1,"*","y","ESC"
"126","chr19",514,514,1,"*","y","ESC"
"128","chr19",920,920,1,"*","y","ESC"
"129","chr19",945,945,1,"*","y","ESC"
"130","chr19",1266,1266,1,"*","y","ESC"
"131","chr19",1356,1356,1,"*","y","ESC"
"132","chr19",1479,1479,1,"*","y","ESC"
"134","chr19",30,30,1,"*","x","FC"
"135","chr19",62,62,1,"*","x","FC"
"136","chr19",209,209,1,"*","x","FC"
"137","chr19",218,218,1,"*","x","FC"
"138","chr19",514,514,1,"*","x","FC"
"140","chr19",920,920,1,"*","x","FC"
"141","chr19",945,945,1,"*","x","FC"
"142","chr19",1266,1266,1,"*","x","FC"
"143","chr19",1356,1356,1,"*","x","FC"
"144","chr19",1479,1479,1,"*","x","FC"
"146","chr19",30,30,1,"*","y","FC"
"147","chr19",62,62,1,"*","y","FC"
"148","chr19",209,209,1,"*","y","FC"
"149","chr19",218,218,1,"*","y","FC"
"150","chr19",514,514,1,"*","y","FC"
"152","chr19",920,920,1,"*","y","FC"
"153","chr19",945,945,1,"*","y","FC"
"154","chr19",1266,1266,1,"*","y","FC"
"155","chr19",1356,1356,1,"*","y","FC"
"156","chr19",1479,1479,1,"*","y","FC"
"158","chr19",30,30,1,"*","x","Hi"
"159","chr19",62,62,1,"*","x","Hi"
"160","chr19",209,209,1,"*","x","Hi"
"161","chr19",218,218,1,"*","x","Hi"
"162","chr19",514,514,1,"*","x","Hi"
"164","chr19",920,920,1,"*","x","Hi"
"165","chr19",945,945,1,"*","x","Hi"
"166","chr19",1266,1266,1,"*","x","Hi"
"167","chr19",1356,1356,1,"*","x","Hi"
"168","chr19",1479,1479,1,"*","x","Hi"
"170","chr19",30,30,1,"*","y","Hi"
"171","chr19",62,62,1,"*","y","Hi"
"172","chr19",209,209,1,"*","y","Hi"
"173","chr19",218,218,1,"*","y","Hi"
"174","chr19",514,514,1,"*","y","Hi"
"176","chr19",920,920,1,"*","y","Hi"
"177","chr19",945,945,1,"*","y","Hi"
"178","chr19",1266,1266,1,"*","y","Hi"
"179","chr19",1356,1356,1,"*","y","Hi"
"180","chr19",1479,1479,1,"*","y","Hi"
"182","chr19",30,30,1,"*","x","LC"
"183","chr19",62,62,1,"*","x","LC"
"184","chr19",209,209,1,"*","x","LC"
"185","chr19",218,218,1,"*","x","LC"
"186","chr19",514,514,1,"*","x","LC"
"188","chr19",755,755,1,"*","x","LC"
"189","chr19",920,920,1,"*","x","LC"
"190","chr19",945,945,1,"*","x","LC"
"191","chr19",1266,1266,1,"*","x","LC"
"192","chr19",1356,1356,1,"*","x","LC"
"193","chr19",1479,1479,1,"*","x","LC"
"195","chr19",30,30,1,"*","y","LC"
"196","chr19",62,62,1,"*","y","LC"
"197","chr19",209,209,1,"*","y","LC"
"198","chr19",218,218,1,"*","y","LC"
"199","chr19",514,514,1,"*","y","LC"
"201","chr19",755,755,1,"*","y","LC"
"202","chr19",920,920,1,"*","y","LC"
"203","chr19",945,945,1,"*","y","LC"
"204","chr19",1266,1266,1,"*","y","LC"
"205","chr19",1356,1356,1,"*","y","LC"
"206","chr19",1479,1479,1,"*","y","LC"
"208","chr19",30,30,1,"*","x","Li"
"209","chr19",62,62,1,"*","x","Li"
"210","chr19",209,209,1,"*","x","Li"
"211","chr19",218,218,1,"*","x","Li"
"212","chr19",514,514,1,"*","x","Li"
"214","chr19",920,920,1,"*","x","Li"
"215","chr19",945,945,1,"*","x","Li"
"216","chr19",1266,1266,1,"*","x","Li"
