"","seqnames","start","end","width","strand","axis","ct"
"1","chr15",1,500,500,"*","x","AG"
"12","chr15",1,500,500,"*","y","AG"
"23","chr15",1,500,500,"*","x","Ao"
"32","chr15",1,500,500,"*","y","Ao"
"41","chr15",1,500,500,"*","x","Bl"
"53","chr15",1,500,500,"*","y","Bl"
"65","chr15",1,500,500,"*","x","Co"
"77","chr15",1,500,500,"*","y","Co"
"89","chr15",1,500,500,"*","x","ESC"
"101","chr15",1,500,500,"*","y","ESC"
"113","chr15",1,500,500,"*","x","FC"
"123","chr15",1,500,500,"*","y","FC"
"133","chr15",1,500,500,"*","x","Hi"
"145","chr15",1,500,500,"*","y","Hi"
"157","chr15",1,500,500,"*","x","LC"
"166","chr15",1,500,500,"*","y","LC"
"175","chr15",1,500,500,"*","x","Li"
"184","chr15",1,500,500,"*","y","Li"
"193","chr15",1,500,500,"*","x","Lu"
"208","chr15",1,500,500,"*","y","Lu"
"223","chr15",1,500,500,"*","x","LV"
"233","chr15",1,500,500,"*","y","LV"
"243","chr15",1,500,500,"*","x","MesC"
"253","chr15",1,500,500,"*","y","MesC"
"263","chr15",1,500,500,"*","x","MSC"
"273","chr15",1,500,500,"*","y","MSC"
"283","chr15",1,500,500,"*","x","NPC"
"296","chr15",1,500,500,"*","y","NPC"
"309","chr15",1,500,500,"*","x","Ov"
"321","chr15",1,500,500,"*","y","Ov"
"333","chr15",1,500,500,"*","x","Pa"
"345","chr15",1,500,500,"*","y","Pa"
"357","chr15",1,500,500,"*","x","PM"
"371","chr15",1,500,500,"*","y","PM"
"385","chr15",1,500,500,"*","x","RV"
"396","chr15",1,500,500,"*","y","RV"
"407","chr15",1,500,500,"*","x","SB"
"419","chr15",1,500,500,"*","y","SB"
"431","chr15",1,500,500,"*","x","Sp"
"443","chr15",1,500,500,"*","y","Sp"
"455","chr15",1,500,500,"*","x","TLC"
"467","chr15",1,500,500,"*","y","TLC"
"3","chr15",536,547,12,"*","x","AG"
"14","chr15",536,547,12,"*","y","AG"
"24","chr15",536,547,12,"*","x","Ao"
"33","chr15",536,547,12,"*","y","Ao"
"43","chr15",536,547,12,"*","x","Bl"
"55","chr15",536,547,12,"*","y","Bl"
"66","chr15",536,547,12,"*","x","Co"
"78","chr15",536,547,12,"*","y","Co"
"91","chr15",536,547,12,"*","x","ESC"
"103","chr15",536,547,12,"*","y","ESC"
"114","chr15",536,547,12,"*","x","FC"
"124","chr15",536,547,12,"*","y","FC"
