"","seqnames","start","end","width","strand","axis","ct"
"2","chr8",1097,1171,75,"*","x","AG"
"9","chr8",1097,1171,75,"*","y","AG"
"18","chr8",1097,1171,75,"*","x","Ao"
"27","chr8",1097,1171,75,"*","y","Ao"
"35","chr8",1097,1171,75,"*","x","Bl"
"43","chr8",1097,1171,75,"*","y","Bl"
"52","chr8",1097,1171,75,"*","x","Co"
"62","chr8",1097,1171,75,"*","y","Co"
"71","chr8",1097,1171,75,"*","x","ESC"
"78","chr8",1097,1171,75,"*","y","ESC"
"84","chr8",1097,1171,75,"*","x","FC"
"91","chr8",1097,1171,75,"*","y","FC"
"99","chr8",1097,1171,75,"*","x","Hi"
"108","chr8",1097,1171,75,"*","y","Hi"
"118","chr8",1097,1171,75,"*","x","LC"
"127","chr8",1097,1171,75,"*","y","LC"
"136","chr8",1097,1171,75,"*","x","Li"
"145","chr8",1097,1171,75,"*","y","Li"
"153","chr8",1097,1171,75,"*","x","Lu"
"161","chr8",1097,1171,75,"*","y","Lu"
"169","chr8",1097,1171,75,"*","x","LV"
"177","chr8",1097,1171,75,"*","y","LV"
"185","chr8",1097,1171,75,"*","x","MesC"
"192","chr8",1097,1171,75,"*","y","MesC"
"199","chr8",1097,1171,75,"*","x","MSC"
"206","chr8",1097,1171,75,"*","y","MSC"
"213","chr8",1097,1171,75,"*","x","NPC"
"221","chr8",1097,1171,75,"*","y","NPC"
"229","chr8",1097,1171,75,"*","x","Ov"
"237","chr8",1097,1171,75,"*","y","Ov"
"245","chr8",1097,1171,75,"*","x","Pa"
"253","chr8",1097,1171,75,"*","y","Pa"
"262","chr8",1097,1171,75,"*","x","PM"
"272","chr8",1097,1171,75,"*","y","PM"
"282","chr8",1097,1171,75,"*","x","RV"
"291","chr8",1097,1171,75,"*","y","RV"
"300","chr8",1097,1171,75,"*","x","SB"
"309","chr8",1097,1171,75,"*","y","SB"
"317","chr8",1097,1171,75,"*","x","Sp"
"325","chr8",1097,1171,75,"*","y","Sp"
"333","chr8",1097,1171,75,"*","x","TLC"
"340","chr8",1097,1171,75,"*","y","TLC"
"3","chr8",2166,2171,6,"*","x","AG"
"10","chr8",2166,2171,6,"*","y","AG"
"119","chr8",2166,2171,6,"*","x","LC"
"128","chr8",2166,2171,6,"*","y","LC"
"186","chr8",2166,2171,6,"*","x","MesC"
"193","chr8",2166,2171,6,"*","y","MesC"
"200","chr8",2166,2171,6,"*","x","MSC"
"207","chr8",2166,2171,6,"*","y","MSC"
"230","chr8",2166,2171,6,"*","x","Ov"
"238","chr8",2166,2171,6,"*","y","Ov"
"246","chr8",2166,2171,6,"*","x","Pa"
"254","chr8",2166,2171,6,"*","y","Pa"
"334","chr8",2166,2171,6,"*","x","TLC"
"341","chr8",2166,2171,6,"*","y","TLC"
"72","chr8",2166,2170,5,"*","x","ESC"
"79","chr8",2166,2170,5,"*","y","ESC"
"85","chr8",2166,2170,5,"*","x","FC"
"92","chr8",2166,2170,5,"*","y","FC"
"137","chr8",2166,2170,5,"*","x","Li"
"146","chr8",2166,2170,5,"*","y","Li"
"6","chr8",3634,3637,4,"*","x","AG"
"13","chr8",3634,3637,4,"*","y","AG"
"19","chr8",2166,2169,4,"*","x","Ao"
"22","chr8",3634,3637,4,"*","x","Ao"
"28","chr8",2166,2169,4,"*","y","Ao"
