"","seqnames","start","end","width","strand","axis","ct"
"469","chr9",1182,1637,456,"*","x","ESC"
"525","chr9",1182,1637,456,"*","y","ESC"
"968","chr9",1182,1637,456,"*","x","Lu"
"1027","chr9",1182,1637,456,"*","y","Lu"
"1192","chr9",1182,1637,456,"*","x","MesC"
"1243","chr9",1182,1637,456,"*","y","MesC"
"1290","chr9",1182,1637,456,"*","x","MSC"
"1336","chr9",1182,1637,456,"*","y","MSC"
"1388","chr9",1182,1637,456,"*","x","NPC"
"1441","chr9",1182,1637,456,"*","y","NPC"
"1615","chr9",1182,1637,456,"*","x","Pa"
"1673","chr9",1182,1637,456,"*","y","Pa"
"2179","chr9",1182,1637,456,"*","x","TLC"
"2232","chr9",1182,1637,456,"*","y","TLC"
"34","chr9",1182,1636,455,"*","x","AG"
"94","chr9",1182,1636,455,"*","y","AG"
"144","chr9",1182,1636,455,"*","x","Ao"
"192","chr9",1182,1636,455,"*","y","Ao"
"246","chr9",1182,1636,455,"*","x","Bl"
"300","chr9",1182,1636,455,"*","y","Bl"
"356","chr9",1182,1636,455,"*","x","Co"
"412","chr9",1182,1636,455,"*","y","Co"
"571","chr9",1182,1636,455,"*","x","FC"
"616","chr9",1182,1636,455,"*","y","FC"
"673","chr9",1182,1636,455,"*","x","Hi"
"733","chr9",1182,1636,455,"*","y","Hi"
"782","chr9",1182,1636,455,"*","x","LC"
"827","chr9",1182,1636,455,"*","y","LC"
"1084","chr9",1182,1636,455,"*","x","LV"
"1141","chr9",1182,1636,455,"*","y","LV"
"1499","chr9",1182,1636,455,"*","x","Ov"
"1557","chr9",1182,1636,455,"*","y","Ov"
"1730","chr9",1182,1636,455,"*","x","PM"
"1787","chr9",1182,1636,455,"*","y","PM"
"1842","chr9",1182,1636,455,"*","x","RV"
"1899","chr9",1182,1636,455,"*","y","RV"
"1958","chr9",1182,1636,455,"*","x","SB"
"2016","chr9",1182,1636,455,"*","y","SB"
"2073","chr9",1182,1636,455,"*","x","Sp"
"2129","chr9",1182,1636,455,"*","y","Sp"
"871","chr9",1183,1636,454,"*","x","Li"
"913","chr9",1183,1636,454,"*","y","Li"
"948","chr9",1064,1072,9,"*","x","Lu"
"1007","chr9",1064,1072,9,"*","y","Lu"
"1610","chr9",1157,1165,9,"*","x","Pa"
"1668","chr9",1157,1165,9,"*","y","Pa"
"450","chr9",1064,1071,8,"*","x","ESC"
"506","chr9",1064,1071,8,"*","y","ESC"
"933","chr9",981,988,8,"*","x","Lu"
"992","chr9",981,988,8,"*","y","Lu"
"1596","chr9",1064,1071,8,"*","x","Pa"
"1654","chr9",1064,1071,8,"*","y","Pa"
"1939","chr9",1064,1071,8,"*","x","SB"
"1997","chr9",1064,1071,8,"*","y","SB"
"15","chr9",1065,1071,7,"*","x","AG"
"75","chr9",1065,1071,7,"*","y","AG"
"231","chr9",1065,1071,7,"*","x","Bl"
"285","chr9",1065,1071,7,"*","y","Bl"
"1277","chr9",1065,1071,7,"*","x","MSC"
"1323","chr9",1065,1071,7,"*","y","MSC"
"1372","chr9",1065,1071,7,"*","x","NPC"
"1425","chr9",1065,1071,7,"*","y","NPC"
"2055","chr9",1065,1071,7,"*","x","Sp"
"2111","chr9",1065,1071,7,"*","y","Sp"
"2165","chr9",1065,1071,7,"*","x","TLC"
"2218","chr9",1065,1071,7,"*","y","TLC"
"53","chr9",1757,1762,6,"*","x","AG"
"113","chr9",1757,1762,6,"*","y","AG"
"162","chr9",1757,1762,6,"*","x","Ao"
"210","chr9",1757,1762,6,"*","y","Ao"
"264","chr9",1757,1762,6,"*","x","Bl"
"318","chr9",1757,1762,6,"*","y","Bl"
"339","chr9",1066,1071,6,"*","x","Co"
"374","chr9",1757,1762,6,"*","x","Co"
"395","chr9",1066,1071,6,"*","y","Co"
"430","chr9",1757,1762,6,"*","y","Co"
"486","chr9",1757,1762,6,"*","x","ESC"
"542","chr9",1757,1762,6,"*","y","ESC"
"587","chr9",1757,1762,6,"*","x","FC"
"632","chr9",1757,1762,6,"*","y","FC"
"654","chr9",1066,1071,6,"*","x","Hi"
"692","chr9",1757,1762,6,"*","x","Hi"
"714","chr9",1066,1071,6,"*","y","Hi"
"752","chr9",1757,1762,6,"*","y","Hi"
"770","chr9",1066,1071,6,"*","x","LC"
"797","chr9",1757,1762,6,"*","x","LC"
"815","chr9",1066,1071,6,"*","y","LC"
"842","chr9",1757,1762,6,"*","y","LC"
