ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO_BP,GO:0050907,detection of chemical stimulus involved in sensory perception,23/25,164/1226,4.64508042410235e-19,5.35184903191571e-17,5.25543635066255e-17,OR4B1/OR4X1/OR4S1/OR4C3/OR4C45/OR4A47/OR4A16/OR4A15/OR4P4/OR4C6/OR4S2/OR5D13/OR5D14/OR5L2/OR5L1/OR5D18/OR5D16/OR8H2/OR8I2/OR8K3/OR8K1/OR5R1/OR5M1,23
GO_BP,GO:0050911,detection of chemical stimulus involved in sensory perception of smell,23/25,164/1226,4.64508042410235e-19,5.35184903191571e-17,5.25543635066255e-17,OR4B1/OR4X1/OR4S1/OR4C3/OR4C45/OR4A47/OR4A16/OR4A15/OR4P4/OR4C6/OR4S2/OR5D13/OR5D14/OR5L2/OR5L1/OR5D18/OR5D16/OR8H2/OR8I2/OR8K3/OR8K1/OR5R1/OR5M1,23
GO_BP,GO:0009593,detection of chemical stimulus,23/25,165/1226,5.38776748179434e-19,5.35184903191571e-17,5.25543635066255e-17,OR4B1/OR4X1/OR4S1/OR4C3/OR4C45/OR4A47/OR4A16/OR4A15/OR4P4/OR4C6/OR4S2/OR5D13/OR5D14/OR5L2/OR5L1/OR5D18/OR5D16/OR8H2/OR8I2/OR8K3/OR8K1/OR5R1/OR5M1,23
GO_BP,GO:0007608,sensory perception of smell,23/25,168/1226,8.35856980271465e-19,5.47393351946024e-17,5.37532150621669e-17,OR4B1/OR4X1/OR4S1/OR4C3/OR4C45/OR4A47/OR4A16/OR4A15/OR4P4/OR4C6/OR4S2/OR5D13/OR5D14/OR5L2/OR5L1/OR5D18/OR5D16/OR8H2/OR8I2/OR8K3/OR8K1/OR5R1/OR5M1,23
GO_BP,GO:0050906,detection of stimulus involved in sensory perception,23/25,169/1226,9.65790711413032e-19,5.47393351946024e-17,5.37532150621669e-17,OR4B1/OR4X1/OR4S1/OR4C3/OR4C45/OR4A47/OR4A16/OR4A15/OR4P4/OR4C6/OR4S2/OR5D13/OR5D14/OR5L2/OR5L1/OR5D18/OR5D16/OR8H2/OR8I2/OR8K3/OR8K1/OR5R1/OR5M1,23
GO_BP,GO:0007606,sensory perception of chemical stimulus,23/25,170/1226,1.11488765883763e-18,5.47393351946024e-17,5.37532150621669e-17,OR4B1/OR4X1/OR4S1/OR4C3/OR4C45/OR4A47/OR4A16/OR4A15/OR4P4/OR4C6/OR4S2/OR5D13/OR5D14/OR5L2/OR5L1/OR5D18/OR5D16/OR8H2/OR8I2/OR8K3/OR8K1/OR5R1/OR5M1,23
GO_MF,GO:0004930,G protein-coupled receptor activity,23/25,171/1226,1.28582330994032e-18,5.47393351946024e-17,5.37532150621669e-17,OR4B1/OR4X1/OR4S1/OR4C3/OR4C45/OR4A47/OR4A16/OR4A15/OR4P4/OR4C6/OR4S2/OR5D13/OR5D14/OR5L2/OR5L1/OR5D18/OR5D16/OR8H2/OR8I2/OR8K3/OR8K1/OR5R1/OR5M1,23
GO_BP,GO:0051606,detection of stimulus,23/25,182/1226,5.83083781424192e-18,2.17198708580512e-16,2.13285909520955e-16,OR4B1/OR4X1/OR4S1/OR4C3/OR4C45/OR4A47/OR4A16/OR4A15/OR4P4/OR4C6/OR4S2/OR5D13/OR5D14/OR5L2/OR5L1/OR5D18/OR5D16/OR8H2/OR8I2/OR8K3/OR8K1/OR5R1/OR5M1,23
GO_MF,GO:0004888,transmembrane signaling receptor activity,23/25,194/1226,2.72013138213013e-17,9.0066572430531e-16,8.84440379218919e-16,OR4B1/OR4X1/OR4S1/OR4C3/OR4C45/OR4A47/OR4A16/OR4A15/OR4P4/OR4C6/OR4S2/OR5D13/OR5D14/OR5L2/OR5L1/OR5D18/OR5D16/OR8H2/OR8I2/OR8K3/OR8K1/OR5R1/OR5M1,23
GO_BP,GO:0007600,sensory perception,23/25,197/1226,3.93383523430528e-17,1.17228289982297e-15,1.15116441593355e-15,OR4B1/OR4X1/OR4S1/OR4C3/OR4C45/OR4A47/OR4A16/OR4A15/OR4P4/OR4C6/OR4S2/OR5D13/OR5D14/OR5L2/OR5L1/OR5D18/OR5D16/OR8H2/OR8I2/OR8K3/OR8K1/OR5R1/OR5M1,23
