"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"367","chr21",1,235,235,"*","x","TLC",1,235,235
"376","chr21",1,235,235,"*","y","TLC",1,235,235
"349","chr21",1,235,235,"*","x","Sp",1,235,235
"358","chr21",1,235,235,"*","y","Sp",1,235,235
"331","chr21",1,235,235,"*","x","SB",1,235,235
"340","chr21",1,235,235,"*","y","SB",1,235,235
"313","chr21",1,235,235,"*","x","RV",1,235,235
"322","chr21",1,235,235,"*","y","RV",1,235,235
"293","chr21",1,235,235,"*","x","PM",1,235,235
"303","chr21",1,235,235,"*","y","PM",1,235,235
"273","chr21",1,235,235,"*","x","Pa",1,235,235
"283","chr21",1,235,235,"*","y","Pa",1,235,235
"255","chr21",1,235,235,"*","x","Ov",1,235,235
"264","chr21",1,235,235,"*","y","Ov",1,235,235
"237","chr21",1,235,235,"*","x","NPC",1,235,235
"246","chr21",1,235,235,"*","y","NPC",1,235,235
"219","chr21",1,235,235,"*","x","MSC",1,235,235
"228","chr21",1,235,235,"*","y","MSC",1,235,235
"201","chr21",1,235,235,"*","x","MesC",1,235,235
"210","chr21",1,235,235,"*","y","MesC",1,235,235
"183","chr21",1,235,235,"*","x","LV",1,235,235
"192","chr21",1,235,235,"*","y","LV",1,235,235
"163","chr21",1,235,235,"*","x","Lu",1,235,235
"173","chr21",1,235,235,"*","y","Lu",1,235,235
"145","chr21",1,235,235,"*","x","Li",1,235,235
"154","chr21",1,235,235,"*","y","Li",1,235,235
"127","chr21",1,235,235,"*","x","LC",1,235,235
"136","chr21",1,235,235,"*","y","LC",1,235,235
"109","chr21",1,235,235,"*","x","Hi",1,235,235
"118","chr21",1,235,235,"*","y","Hi",1,235,235
"91","chr21",1,235,235,"*","x","FC",1,235,235
"100","chr21",1,235,235,"*","y","FC",1,235,235
"73","chr21",1,235,235,"*","x","ESC",1,235,235
"82","chr21",1,235,235,"*","y","ESC",1,235,235
"55","chr21",1,235,235,"*","x","Co",1,235,235
"64","chr21",1,235,235,"*","y","Co",1,235,235
"37","chr21",1,235,235,"*","x","Bl",1,235,235
"46","chr21",1,235,235,"*","y","Bl",1,235,235
"19","chr21",1,235,235,"*","x","Ao",1,235,235
"28","chr21",1,235,235,"*","y","Ao",1,235,235
"1","chr21",1,235,235,"*","x","AG",1,235,235
"10","chr21",1,235,235,"*","y","AG",1,235,235
"372","chr21",281,358,78,"*","x","TLC",281,358,78
"381","chr21",281,358,78,"*","y","TLC",281,358,78
"354","chr21",281,358,78,"*","x","Sp",281,358,78
"363","chr21",281,358,78,"*","y","Sp",281,358,78
"336","chr21",281,358,78,"*","x","SB",281,358,78
"345","chr21",281,358,78,"*","y","SB",281,358,78
"318","chr21",281,358,78,"*","x","RV",281,358,78
"327","chr21",281,358,78,"*","y","RV",281,358,78
"299","chr21",281,358,78,"*","x","PM",281,358,78
"309","chr21",281,358,78,"*","y","PM",281,358,78
"279","chr21",281,358,78,"*","x","Pa",281,358,78
"289","chr21",281,358,78,"*","y","Pa",281,358,78
"260","chr21",281,358,78,"*","x","Ov",281,358,78
"269","chr21",281,358,78,"*","y","Ov",281,358,78
"242","chr21",281,358,78,"*","x","NPC",281,358,78
"251","chr21",281,358,78,"*","y","NPC",281,358,78
"224","chr21",281,358,78,"*","x","MSC",281,358,78
"233","chr21",281,358,78,"*","y","MSC",281,358,78
"206","chr21",281,358,78,"*","x","MesC",281,358,78
"215","chr21",281,358,78,"*","y","MesC",281,358,78
"188","chr21",281,358,78,"*","x","LV",281,358,78
"197","chr21",281,358,78,"*","y","LV",281,358,78
"169","chr21",281,358,78,"*","x","Lu",281,358,78
"179","chr21",281,358,78,"*","y","Lu",281,358,78
"150","chr21",281,358,78,"*","x","Li",281,358,78
"159","chr21",281,358,78,"*","y","Li",281,358,78
"132","chr21",281,358,78,"*","x","LC",281,358,78
"141","chr21",281,358,78,"*","y","LC",281,358,78
"114","chr21",281,358,78,"*","x","Hi",281,358,78
"123","chr21",281,358,78,"*","y","Hi",281,358,78
"96","chr21",281,358,78,"*","x","FC",281,358,78
"105","chr21",281,358,78,"*","y","FC",281,358,78
"78","chr21",281,358,78,"*","x","ESC",281,358,78
