"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"455","chr15",1,500,500,"*","x","TLC",1,500,500
"467","chr15",1,500,500,"*","y","TLC",1,500,500
"431","chr15",1,500,500,"*","x","Sp",1,500,500
"443","chr15",1,500,500,"*","y","Sp",1,500,500
"407","chr15",1,500,500,"*","x","SB",1,500,500
"419","chr15",1,500,500,"*","y","SB",1,500,500
"385","chr15",1,500,500,"*","x","RV",1,500,500
"396","chr15",1,500,500,"*","y","RV",1,500,500
"357","chr15",1,500,500,"*","x","PM",1,500,500
"371","chr15",1,500,500,"*","y","PM",1,500,500
"333","chr15",1,500,500,"*","x","Pa",1,500,500
"345","chr15",1,500,500,"*","y","Pa",1,500,500
"309","chr15",1,500,500,"*","x","Ov",1,500,500
"321","chr15",1,500,500,"*","y","Ov",1,500,500
"283","chr15",1,500,500,"*","x","NPC",1,500,500
"296","chr15",1,500,500,"*","y","NPC",1,500,500
"263","chr15",1,500,500,"*","x","MSC",1,500,500
"273","chr15",1,500,500,"*","y","MSC",1,500,500
"243","chr15",1,500,500,"*","x","MesC",1,500,500
"253","chr15",1,500,500,"*","y","MesC",1,500,500
"223","chr15",1,500,500,"*","x","LV",1,500,500
"233","chr15",1,500,500,"*","y","LV",1,500,500
"193","chr15",1,500,500,"*","x","Lu",1,500,500
"208","chr15",1,500,500,"*","y","Lu",1,500,500
"175","chr15",1,500,500,"*","x","Li",1,500,500
"184","chr15",1,500,500,"*","y","Li",1,500,500
"157","chr15",1,500,500,"*","x","LC",1,500,500
"166","chr15",1,500,500,"*","y","LC",1,500,500
"133","chr15",1,500,500,"*","x","Hi",1,500,500
"145","chr15",1,500,500,"*","y","Hi",1,500,500
"113","chr15",1,500,500,"*","x","FC",1,500,500
"123","chr15",1,500,500,"*","y","FC",1,500,500
"89","chr15",1,500,500,"*","x","ESC",1,500,500
"101","chr15",1,500,500,"*","y","ESC",1,500,500
"65","chr15",1,500,500,"*","x","Co",1,500,500
"77","chr15",1,500,500,"*","y","Co",1,500,500
"41","chr15",1,500,500,"*","x","Bl",1,500,500
"53","chr15",1,500,500,"*","y","Bl",1,500,500
"23","chr15",1,500,500,"*","x","Ao",1,500,500
"32","chr15",1,500,500,"*","y","Ao",1,500,500
"1","chr15",1,500,500,"*","x","AG",1,500,500
"12","chr15",1,500,500,"*","y","AG",1,500,500
"457","chr15",536,547,12,"*","x","TLC",536,547,12
"469","chr15",536,547,12,"*","y","TLC",536,547,12
"432","chr15",536,547,12,"*","x","Sp",536,547,12
"444","chr15",536,547,12,"*","y","Sp",536,547,12
"409","chr15",536,547,12,"*","x","SB",536,547,12
"421","chr15",536,547,12,"*","y","SB",536,547,12
"387","chr15",536,547,12,"*","x","RV",536,547,12
"398","chr15",536,547,12,"*","y","RV",536,547,12
"358","chr15",536,547,12,"*","x","PM",536,547,12
"372","chr15",536,547,12,"*","y","PM",536,547,12
"335","chr15",536,547,12,"*","x","Pa",536,547,12
"347","chr15",536,547,12,"*","y","Pa",536,547,12
"311","chr15",536,547,12,"*","x","Ov",536,547,12
"323","chr15",536,547,12,"*","y","Ov",536,547,12
"285","chr15",536,547,12,"*","x","NPC",536,547,12
"298","chr15",536,547,12,"*","y","NPC",536,547,12
"265","chr15",536,547,12,"*","x","MSC",536,547,12
"275","chr15",536,547,12,"*","y","MSC",536,547,12
"244","chr15",536,547,12,"*","x","MesC",536,547,12
"254","chr15",536,547,12,"*","y","MesC",536,547,12
"225","chr15",536,547,12,"*","x","LV",536,547,12
"235","chr15",536,547,12,"*","y","LV",536,547,12
"195","chr15",536,547,12,"*","x","Lu",536,547,12
"210","chr15",536,547,12,"*","y","Lu",536,547,12
"176","chr15",536,547,12,"*","x","Li",536,547,12
"185","chr15",536,547,12,"*","y","Li",536,547,12
"158","chr15",536,547,12,"*","x","LC",536,547,12
"167","chr15",536,547,12,"*","y","LC",536,547,12
"134","chr15",536,547,12,"*","x","Hi",536,547,12
"146","chr15",536,547,12,"*","y","Hi",536,547,12
"114","chr15",536,547,12,"*","x","FC",536,547,12
"124","chr15",536,547,12,"*","y","FC",536,547,12
"91","chr15",536,547,12,"*","x","ESC",536,547,12
"103","chr15",536,547,12,"*","y","ESC",536,547,12
"66","chr15",536,547,12,"*","x","Co",536,547,12
"78","chr15",536,547,12,"*","y","Co",536,547,12
"43","chr15",536,547,12,"*","x","Bl",536,547,12
"55","chr15",536,547,12,"*","y","Bl",536,547,12
"24","chr15",536,547,12,"*","x","Ao",536,547,12
"33","chr15",536,547,12,"*","y","Ao",536,547,12
"3","chr15",536,547,12,"*","x","AG",536,547,12
"14","chr15",536,547,12,"*","y","AG",536,547,12
"203","chr15",2068,2072,5,"*","x","Lu",2068,2072,5
"218","chr15",2068,2072,5,"*","y","Lu",2068,2072,5
"438","chr15",2069,2072,4,"*","x","Sp",2068,2072,5
"450","chr15",2069,2072,4,"*","y","Sp",2068,2072,5
