"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"729","chr10",978,1060,83,"*","x","TLC",978,1060,83
"746","chr10",978,1060,83,"*","y","TLC",978,1060,83
"691","chr10",978,1060,83,"*","x","Sp",978,1060,83
"710","chr10",978,1060,83,"*","y","Sp",978,1060,83
"653","chr10",978,1060,83,"*","x","SB",978,1060,83
"673","chr10",978,1060,83,"*","y","SB",978,1060,83
"615","chr10",978,1060,83,"*","x","RV",978,1060,83
"633","chr10",978,1060,83,"*","y","RV",978,1060,83
"577","chr10",978,1060,83,"*","x","PM",978,1060,83
"596","chr10",978,1060,83,"*","y","PM",978,1060,83
"539","chr10",978,1060,83,"*","x","Pa",978,1060,83
"558","chr10",978,1060,83,"*","y","Pa",978,1060,83
"499","chr10",978,1060,83,"*","x","Ov",978,1060,83
"519","chr10",978,1060,83,"*","y","Ov",978,1060,83
"464","chr10",978,1060,83,"*","x","NPC",978,1060,83
"482","chr10",978,1060,83,"*","y","NPC",978,1060,83
"429","chr10",978,1060,83,"*","x","MSC",978,1060,83
"446","chr10",978,1060,83,"*","y","MSC",978,1060,83
"393","chr10",978,1060,83,"*","x","MesC",978,1060,83
"411","chr10",978,1060,83,"*","y","MesC",978,1060,83
"357","chr10",978,1060,83,"*","x","LV",978,1060,83
"375","chr10",978,1060,83,"*","y","LV",978,1060,83
"314","chr10",978,1060,83,"*","x","Lu",978,1060,83
"336","chr10",978,1060,83,"*","y","Lu",978,1060,83
"281","chr10",978,1060,83,"*","x","Li",978,1060,83
"297","chr10",978,1060,83,"*","y","Li",978,1060,83
"245","chr10",978,1060,83,"*","x","LC",978,1060,83
"263","chr10",978,1060,83,"*","y","LC",978,1060,83
"211","chr10",978,1060,83,"*","x","Hi",978,1060,83
"228","chr10",978,1060,83,"*","y","Hi",978,1060,83
"179","chr10",978,1060,83,"*","x","FC",978,1060,83
"195","chr10",978,1060,83,"*","y","FC",978,1060,83
"145","chr10",978,1060,83,"*","x","ESC",978,1060,83
"162","chr10",978,1060,83,"*","y","ESC",978,1060,83
"109","chr10",978,1060,83,"*","x","Co",978,1060,83
"127","chr10",978,1060,83,"*","y","Co",978,1060,83
"75","chr10",978,1060,83,"*","x","Bl",978,1060,83
"92","chr10",978,1060,83,"*","y","Bl",978,1060,83
"41","chr10",978,1060,83,"*","x","Ao",978,1060,83
"58","chr10",978,1060,83,"*","y","Ao",978,1060,83
