"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"289","chr12",873,946,74,"*","x","TLC",873,946,74
"296","chr12",873,946,74,"*","y","TLC",873,946,74
"275","chr12",873,946,74,"*","x","Sp",873,946,74
"282","chr12",873,946,74,"*","y","Sp",873,946,74
"261","chr12",873,946,74,"*","x","SB",873,946,74
"268","chr12",873,946,74,"*","y","SB",873,946,74
"247","chr12",873,946,74,"*","x","RV",873,946,74
"254","chr12",873,946,74,"*","y","RV",873,946,74
"233","chr12",873,946,74,"*","x","PM",873,946,74
"240","chr12",873,946,74,"*","y","PM",873,946,74
"219","chr12",873,946,74,"*","x","Pa",873,946,74
"226","chr12",873,946,74,"*","y","Pa",873,946,74
"205","chr12",873,946,74,"*","x","Ov",873,946,74
"212","chr12",873,946,74,"*","y","Ov",873,946,74
"191","chr12",873,946,74,"*","x","NPC",873,946,74
"198","chr12",873,946,74,"*","y","NPC",873,946,74
"177","chr12",873,946,74,"*","x","MSC",873,946,74
"184","chr12",873,946,74,"*","y","MSC",873,946,74
"161","chr12",873,946,74,"*","x","MesC",873,946,74
"169","chr12",873,946,74,"*","y","MesC",873,946,74
"147","chr12",873,946,74,"*","x","LV",873,946,74
"154","chr12",873,946,74,"*","y","LV",873,946,74
"131","chr12",873,946,74,"*","x","Lu",873,946,74
"139","chr12",873,946,74,"*","y","Lu",873,946,74
"117","chr12",873,946,74,"*","x","Li",873,946,74
"124","chr12",873,946,74,"*","y","Li",873,946,74
"102","chr12",873,946,74,"*","x","LC",873,946,74
"110","chr12",873,946,74,"*","y","LC",873,946,74
"87","chr12",873,946,74,"*","x","Hi",873,946,74
"94","chr12",873,946,74,"*","y","Hi",873,946,74
"73","chr12",873,946,74,"*","x","FC",873,946,74
"80","chr12",873,946,74,"*","y","FC",873,946,74
"59","chr12",873,946,74,"*","x","ESC",873,946,74
"66","chr12",873,946,74,"*","y","ESC",873,946,74
"45","chr12",873,946,74,"*","x","Co",873,946,74
"52","chr12",873,946,74,"*","y","Co",873,946,74
"31","chr12",873,946,74,"*","x","Bl",873,946,74
"38","chr12",873,946,74,"*","y","Bl",873,946,74
"17","chr12",873,946,74,"*","x","Ao",873,946,74
"24","chr12",873,946,74,"*","y","Ao",873,946,74
"3","chr12",873,946,74,"*","x","AG",873,946,74
"10","chr12",873,946,74,"*","y","AG",873,946,74
"292","chr12",3319,3320,2,"*","x","TLC",3319,3320,2
"299","chr12",3319,3320,2,"*","y","TLC",3319,3320,2
"278","chr12",3319,3320,2,"*","x","Sp",3319,3320,2
"285","chr12",3319,3320,2,"*","y","Sp",3319,3320,2
"264","chr12",3319,3320,2,"*","x","SB",3319,3320,2
"271","chr12",3319,3320,2,"*","y","SB",3319,3320,2
"250","chr12",3319,3320,2,"*","x","RV",3319,3320,2
"257","chr12",3319,3320,2,"*","y","RV",3319,3320,2
"236","chr12",3319,3320,2,"*","x","PM",3319,3320,2
"243","chr12",3319,3320,2,"*","y","PM",3319,3320,2
"222","chr12",3319,3320,2,"*","x","Pa",3319,3320,2
"229","chr12",3319,3320,2,"*","y","Pa",3319,3320,2
"208","chr12",3319,3320,2,"*","x","Ov",3319,3320,2
