"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"527","chr19",617,693,77,"*","x","TLC",617,693,77
"540","chr19",617,693,77,"*","y","TLC",617,693,77
"502","chr19",617,693,77,"*","x","Sp",617,693,77
"515","chr19",617,693,77,"*","y","Sp",617,693,77
"475","chr19",617,693,77,"*","x","SB",617,693,77
"488","chr19",617,693,77,"*","y","SB",617,693,77
"451","chr19",617,693,77,"*","x","RV",617,693,77
"463","chr19",617,693,77,"*","y","RV",617,693,77
"421","chr19",617,693,77,"*","x","PM",617,693,77
"437","chr19",617,693,77,"*","y","PM",617,693,77
"393","chr19",617,693,77,"*","x","Pa",617,693,77
"406","chr19",617,693,77,"*","y","Pa",617,693,77
"368","chr19",617,693,77,"*","x","Ov",617,693,77
"381","chr19",617,693,77,"*","y","Ov",617,693,77
"343","chr19",617,693,77,"*","x","NPC",617,693,77
"355","chr19",617,693,77,"*","y","NPC",617,693,77
"316","chr19",617,693,77,"*","x","MSC",617,693,77
"330","chr19",617,693,77,"*","y","MSC",617,693,77
"290","chr19",617,693,77,"*","x","MesC",617,693,77
"303","chr19",617,693,77,"*","y","MesC",617,693,77
"264","chr19",617,693,77,"*","x","LV",617,693,77
"277","chr19",617,693,77,"*","y","LV",617,693,77
"238","chr19",617,693,77,"*","x","Lu",617,693,77
"251","chr19",617,693,77,"*","y","Lu",617,693,77
"213","chr19",617,693,77,"*","x","Li",617,693,77
"225","chr19",617,693,77,"*","y","Li",617,693,77
"187","chr19",617,693,77,"*","x","LC",617,693,77
"200","chr19",617,693,77,"*","y","LC",617,693,77
"163","chr19",617,693,77,"*","x","Hi",617,693,77
"175","chr19",617,693,77,"*","y","Hi",617,693,77
"139","chr19",617,693,77,"*","x","FC",617,693,77
"151","chr19",617,693,77,"*","y","FC",617,693,77
"115","chr19",617,693,77,"*","x","ESC",617,693,77
"127","chr19",617,693,77,"*","y","ESC",617,693,77
"90","chr19",617,693,77,"*","x","Co",617,693,77
"103","chr19",617,693,77,"*","y","Co",617,693,77
"62","chr19",617,693,77,"*","x","Bl",617,693,77
"76","chr19",617,693,77,"*","y","Bl",617,693,77
"35","chr19",617,693,77,"*","x","Ao",617,693,77
"48","chr19",617,693,77,"*","y","Ao",617,693,77
"8","chr19",617,693,77,"*","x","AG",617,693,77
"22","chr19",617,693,77,"*","y","AG",617,693,77
"495","chr19",1,2,2,"*","x","Sp",1,2,2
"508","chr19",1,2,2,"*","y","Sp",1,2,2
"469","chr19",1,2,2,"*","x","SB",1,2,2
"482","chr19",1,2,2,"*","y","SB",1,2,2
"445","chr19",1,2,2,"*","x","RV",1,2,2
"457","chr19",1,2,2,"*","y","RV",1,2,2
"413","chr19",1,2,2,"*","x","PM",1,2,2
"429","chr19",1,2,2,"*","y","PM",1,2,2
"387","chr19",1,2,2,"*","x","Pa",1,2,2
"400","chr19",1,2,2,"*","y","Pa",1,2,2
"361","chr19",1,2,2,"*","x","Ov",1,2,2
"374","chr19",1,2,2,"*","y","Ov",1,2,2
"309","chr19",1,2,2,"*","x","MSC",1,2,2
"323","chr19",1,2,2,"*","y","MSC",1,2,2
"283","chr19",1,2,2,"*","x","MesC",1,2,2
"296","chr19",1,2,2,"*","y","MesC",1,2,2
"257","chr19",1,2,2,"*","x","LV",1,2,2
"270","chr19",1,2,2,"*","y","LV",1,2,2
"231","chr19",1,2,2,"*","x","Lu",1,2,2
"244","chr19",1,2,2,"*","y","Lu",1,2,2
"207","chr19",1,2,2,"*","x","Li",1,2,2
"219","chr19",1,2,2,"*","y","Li",1,2,2
"181","chr19",1,2,2,"*","x","LC",1,2,2
"194","chr19",1,2,2,"*","y","LC",1,2,2
"157","chr19",1,2,2,"*","x","Hi",1,2,2
"169","chr19",1,2,2,"*","y","Hi",1,2,2
"133","chr19",1,2,2,"*","x","FC",1,2,2
"145","chr19",1,2,2,"*","y","FC",1,2,2
"109","chr19",1,2,2,"*","x","ESC",1,2,2
"121","chr19",1,2,2,"*","y","ESC",1,2,2
"83","chr19",1,2,2,"*","x","Co",1,2,2
"96","chr19",1,2,2,"*","y","Co",1,2,2
"55","chr19",1,2,2,"*","x","Bl",1,2,2
"69","chr19",1,2,2,"*","y","Bl",1,2,2
"29","chr19",1,2,2,"*","x","Ao",1,2,2
"42","chr19",1,2,2,"*","y","Ao",1,2,2
"1","chr19",1,2,2,"*","x","AG",1,2,2
"15","chr19",1,2,2,"*","y","AG",1,2,2
"521","chr19",1,1,1,"*","x","TLC",1,2,2
"522","chr19",30,30,1,"*","x","TLC",30,30,1
"523","chr19",62,62,1,"*","x","TLC",62,62,1
"524","chr19",209,209,1,"*","x","TLC",209,209,1
"525","chr19",218,218,1,"*","x","TLC",218,218,1
"526","chr19",514,514,1,"*","x","TLC",514,514,1
"528","chr19",755,755,1,"*","x","TLC",755,755,1
"529","chr19",920,920,1,"*","x","TLC",920,920,1
"530","chr19",945,945,1,"*","x","TLC",945,945,1
"531","chr19",1266,1266,1,"*","x","TLC",1266,1266,1
"532","chr19",1356,1356,1,"*","x","TLC",1356,1356,1
"533","chr19",1479,1479,1,"*","x","TLC",1479,1479,1
"534","chr19",1,1,1,"*","y","TLC",1,2,2
"535","chr19",30,30,1,"*","y","TLC",30,30,1
"536","chr19",62,62,1,"*","y","TLC",62,62,1
"537","chr19",209,209,1,"*","y","TLC",209,209,1
"538","chr19",218,218,1,"*","y","TLC",218,218,1
"539","chr19",514,514,1,"*","y","TLC",514,514,1
"541","chr19",755,755,1,"*","y","TLC",755,755,1
"542","chr19",920,920,1,"*","y","TLC",920,920,1
"543","chr19",945,945,1,"*","y","TLC",945,945,1
"544","chr19",1266,1266,1,"*","y","TLC",1266,1266,1
"545","chr19",1356,1356,1,"*","y","TLC",1356,1356,1
"546","chr19",1479,1479,1,"*","y","TLC",1479,1479,1
"496","chr19",4,4,1,"*","x","Sp",4,4,1
"497","chr19",30,30,1,"*","x","Sp",30,30,1
"498","chr19",62,62,1,"*","x","Sp",62,62,1
"499","chr19",209,209,1,"*","x","Sp",209,209,1
"500","chr19",218,218,1,"*","x","Sp",218,218,1
"501","chr19",514,514,1,"*","x","Sp",514,514,1
"503","chr19",920,920,1,"*","x","Sp",920,920,1
"504","chr19",945,945,1,"*","x","Sp",945,945,1
"505","chr19",1266,1266,1,"*","x","Sp",1266,1266,1
"506","chr19",1356,1356,1,"*","x","Sp",1356,1356,1
"507","chr19",1479,1479,1,"*","x","Sp",1479,1479,1
"509","chr19",4,4,1,"*","y","Sp",4,4,1
"510","chr19",30,30,1,"*","y","Sp",30,30,1
"511","chr19",62,62,1,"*","y","Sp",62,62,1
"512","chr19",209,209,1,"*","y","Sp",209,209,1
"513","chr19",218,218,1,"*","y","Sp",218,218,1
"514","chr19",514,514,1,"*","y","Sp",514,514,1
"516","chr19",920,920,1,"*","y","Sp",920,920,1
"517","chr19",945,945,1,"*","y","Sp",945,945,1
"518","chr19",1266,1266,1,"*","y","Sp",1266,1266,1
"519","chr19",1356,1356,1,"*","y","Sp",1356,1356,1
"520","chr19",1479,1479,1,"*","y","Sp",1479,1479,1
"470","chr19",30,30,1,"*","x","SB",30,30,1
"471","chr19",62,62,1,"*","x","SB",62,62,1
"472","chr19",209,209,1,"*","x","SB",209,209,1
"473","chr19",218,218,1,"*","x","SB",218,218,1
"474","chr19",514,514,1,"*","x","SB",514,514,1
"476","chr19",755,755,1,"*","x","SB",755,755,1
"477","chr19",920,920,1,"*","x","SB",920,920,1
"478","chr19",945,945,1,"*","x","SB",945,945,1
"479","chr19",1266,1266,1,"*","x","SB",1266,1266,1
"480","chr19",1356,1356,1,"*","x","SB",1356,1356,1
