"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"241","chr13",1,475,475,"*","x","TLC",1,475,475
"247","chr13",1,475,475,"*","y","TLC",1,475,475
"229","chr13",1,475,475,"*","x","Sp",1,475,475
"235","chr13",1,475,475,"*","y","Sp",1,475,475
"217","chr13",1,475,475,"*","x","SB",1,475,475
"223","chr13",1,475,475,"*","y","SB",1,475,475
"205","chr13",1,475,475,"*","x","RV",1,475,475
"211","chr13",1,475,475,"*","y","RV",1,475,475
"193","chr13",1,475,475,"*","x","PM",1,475,475
"199","chr13",1,475,475,"*","y","PM",1,475,475
"181","chr13",1,475,475,"*","x","Pa",1,475,475
"187","chr13",1,475,475,"*","y","Pa",1,475,475
"169","chr13",1,475,475,"*","x","Ov",1,475,475
"175","chr13",1,475,475,"*","y","Ov",1,475,475
"157","chr13",1,475,475,"*","x","NPC",1,475,475
"163","chr13",1,475,475,"*","y","NPC",1,475,475
"145","chr13",1,475,475,"*","x","MSC",1,475,475
"151","chr13",1,475,475,"*","y","MSC",1,475,475
"133","chr13",1,475,475,"*","x","MesC",1,475,475
"139","chr13",1,475,475,"*","y","MesC",1,475,475
"121","chr13",1,475,475,"*","x","LV",1,475,475
"127","chr13",1,475,475,"*","y","LV",1,475,475
"109","chr13",1,475,475,"*","x","Lu",1,475,475
"115","chr13",1,475,475,"*","y","Lu",1,475,475
"97","chr13",1,475,475,"*","x","Li",1,475,475
"103","chr13",1,475,475,"*","y","Li",1,475,475
"85","chr13",1,475,475,"*","x","LC",1,475,475
"91","chr13",1,475,475,"*","y","LC",1,475,475
"73","chr13",1,475,475,"*","x","Hi",1,475,475
"79","chr13",1,475,475,"*","y","Hi",1,475,475
"61","chr13",1,475,475,"*","x","FC",1,475,475
"67","chr13",1,475,475,"*","y","FC",1,475,475
"49","chr13",1,475,475,"*","x","ESC",1,475,475
"55","chr13",1,475,475,"*","y","ESC",1,475,475
"37","chr13",1,475,475,"*","x","Co",1,475,475
"43","chr13",1,475,475,"*","y","Co",1,475,475
"25","chr13",1,475,475,"*","x","Bl",1,475,475
"31","chr13",1,475,475,"*","y","Bl",1,475,475
"13","chr13",1,475,475,"*","x","Ao",1,475,475
"19","chr13",1,475,475,"*","y","Ao",1,475,475
"1","chr13",1,475,475,"*","x","AG",1,475,475
"7","chr13",1,475,475,"*","y","AG",1,475,475
"243","chr13",2810,2812,3,"*","x","TLC",2810,2812,3
"249","chr13",2810,2812,3,"*","y","TLC",2810,2812,3
"231","chr13",2810,2812,3,"*","x","Sp",2810,2812,3
"237","chr13",2810,2812,3,"*","y","Sp",2810,2812,3
"219","chr13",2810,2812,3,"*","x","SB",2810,2812,3
"225","chr13",2810,2812,3,"*","y","SB",2810,2812,3
"207","chr13",2810,2812,3,"*","x","RV",2810,2812,3
"213","chr13",2810,2812,3,"*","y","RV",2810,2812,3
"195","chr13",2810,2812,3,"*","x","PM",2810,2812,3
"201","chr13",2810,2812,3,"*","y","PM",2810,2812,3
"183","chr13",2810,2812,3,"*","x","Pa",2810,2812,3
"189","chr13",2810,2812,3,"*","y","Pa",2810,2812,3
"171","chr13",2810,2812,3,"*","x","Ov",2810,2812,3
"177","chr13",2810,2812,3,"*","y","Ov",2810,2812,3
"159","chr13",2810,2812,3,"*","x","NPC",2810,2812,3
"165","chr13",2810,2812,3,"*","y","NPC",2810,2812,3
