"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"1536","chr1",3039,3563,525,"*","x","TLC",3039,3563,525
"1574","chr1",3039,3563,525,"*","y","TLC",3039,3563,525
"1460","chr1",3039,3563,525,"*","x","Sp",3039,3563,525
"1498","chr1",3039,3563,525,"*","y","Sp",3039,3563,525
"1387","chr1",3039,3563,525,"*","x","SB",3039,3563,525
"1424","chr1",3039,3563,525,"*","y","SB",3039,3563,525
"1313","chr1",3039,3563,525,"*","x","RV",3039,3563,525
"1350","chr1",3039,3563,525,"*","y","RV",3039,3563,525
"1231","chr1",3039,3563,525,"*","x","PM",3039,3563,525
"1272","chr1",3039,3563,525,"*","y","PM",3039,3563,525
"1154","chr1",3039,3563,525,"*","x","Pa",3039,3563,525
"1192","chr1",3039,3563,525,"*","y","Pa",3039,3563,525
"1073","chr1",3039,3563,525,"*","x","Ov",3039,3563,525
"1114","chr1",3039,3563,525,"*","y","Ov",3039,3563,525
"998","chr1",3039,3563,525,"*","x","NPC",3039,3563,525
"1035","chr1",3039,3563,525,"*","y","NPC",3039,3563,525
"924","chr1",3039,3563,525,"*","x","MSC",3039,3563,525
"961","chr1",3039,3563,525,"*","y","MSC",3039,3563,525
"848","chr1",3039,3563,525,"*","x","MesC",3039,3563,525
"887","chr1",3039,3563,525,"*","y","MesC",3039,3563,525
"771","chr1",3039,3563,525,"*","x","LV",3039,3563,525
"809","chr1",3039,3563,525,"*","y","LV",3039,3563,525
"685","chr1",3039,3563,525,"*","x","Lu",3039,3563,525
"729","chr1",3039,3563,525,"*","y","Lu",3039,3563,525
"612","chr1",3039,3563,525,"*","x","Li",3039,3563,525
"648","chr1",3039,3563,525,"*","y","Li",3039,3563,525
"540","chr1",3039,3563,525,"*","x","LC",3039,3563,525
"575","chr1",3039,3563,525,"*","y","LC",3039,3563,525
"464","chr1",3039,3563,525,"*","x","Hi",3039,3563,525
"503","chr1",3039,3563,525,"*","y","Hi",3039,3563,525
"391","chr1",3039,3563,525,"*","x","FC",3039,3563,525
"426","chr1",3039,3563,525,"*","y","FC",3039,3563,525
"318","chr1",3039,3563,525,"*","x","ESC",3039,3563,525
"355","chr1",3039,3563,525,"*","y","ESC",3039,3563,525
"237","chr1",3039,3563,525,"*","x","Co",3039,3563,525
"278","chr1",3039,3563,525,"*","y","Co",3039,3563,525
"157","chr1",3039,3563,525,"*","x","Bl",3039,3563,525
"198","chr1",3039,3563,525,"*","y","Bl",3039,3563,525
"88","chr1",3039,3563,525,"*","x","Ao",3039,3563,525
"121","chr1",3039,3563,525,"*","y","Ao",3039,3563,525
"14","chr1",3039,3563,525,"*","x","AG",3039,3563,525
"51","chr1",3039,3563,525,"*","y","AG",3039,3563,525
"1448","chr1",8,13,6,"*","x","Sp",8,13,6
"1486","chr1",8,13,6,"*","y","Sp",8,13,6
"1218","chr1",8,13,6,"*","x","PM",8,13,6
"1259","chr1",8,13,6,"*","y","PM",8,13,6
"1142","chr1",8,13,6,"*","x","Pa",8,13,6
"1180","chr1",8,13,6,"*","y","Pa",8,13,6
"985","chr1",8,13,6,"*","x","NPC",8,13,6
"1022","chr1",8,13,6,"*","y","NPC",8,13,6
"912","chr1",8,13,6,"*","x","MSC",8,13,6
"949","chr1",8,13,6,"*","y","MSC",8,13,6
"671","chr1",8,13,6,"*","x","Lu",8,13,6
"715","chr1",8,13,6,"*","y","Lu",8,13,6
"450","chr1",8,13,6,"*","x","Hi",8,13,6
"489","chr1",8,13,6,"*","y","Hi",8,13,6
"379","chr1",8,13,6,"*","x","FC",8,13,6
"414","chr1",8,13,6,"*","y","FC",8,13,6
"306","chr1",8,13,6,"*","x","ESC",8,13,6
"343","chr1",8,13,6,"*","y","ESC",8,13,6
"224","chr1",8,13,6,"*","x","Co",8,13,6
"265","chr1",8,13,6,"*","y","Co",8,13,6
"75","chr1",8,13,6,"*","x","Ao",8,13,6
"108","chr1",8,13,6,"*","y","Ao",8,13,6
"2","chr1",8,13,6,"*","x","AG",8,13,6
"39","chr1",8,13,6,"*","y","AG",8,13,6
"1237","chr1",3604,3608,5,"*","x","PM",3604,3608,5
"1278","chr1",3604,3608,5,"*","y","PM",3604,3608,5
"1524","chr1",10,13,4,"*","x","TLC",8,13,6
"1562","chr1",10,13,4,"*","y","TLC",8,13,6
"1374","chr1",10,13,4,"*","x","SB",8,13,6
"1392","chr1",3604,3607,4,"*","x","SB",3604,3608,5
"1411","chr1",10,13,4,"*","y","SB",8,13,6
"1429","chr1",3604,3607,4,"*","y","SB",3604,3608,5
"1301","chr1",10,13,4,"*","x","RV",8,13,6
"1338","chr1",10,13,4,"*","y","RV",8,13,6
"1159","chr1",3604,3607,4,"*","x","Pa",3604,3608,5
"1197","chr1",3604,3607,4,"*","y","Pa",3604,3608,5
"1060","chr1",10,13,4,"*","x","Ov",8,13,6
"1078","chr1",3604,3607,4,"*","x","Ov",3604,3608,5
"1101","chr1",10,13,4,"*","y","Ov",8,13,6
"1119","chr1",3604,3607,4,"*","y","Ov",3604,3608,5
"836","chr1",10,13,4,"*","x","MesC",8,13,6
"875","chr1",10,13,4,"*","y","MesC",8,13,6
"759","chr1",10,13,4,"*","x","LV",8,13,6
"797","chr1",10,13,4,"*","y","LV",8,13,6
"691","chr1",3604,3607,4,"*","x","Lu",3604,3608,5
"735","chr1",3604,3607,4,"*","y","Lu",3604,3608,5
"527","chr1",8,11,4,"*","x","LC",8,13,6
"562","chr1",8,11,4,"*","y","LC",8,13,6
"468","chr1",3604,3607,4,"*","x","Hi",3604,3608,5
"507","chr1",3604,3607,4,"*","y","Hi",3604,3608,5
"396","chr1",3604,3607,4,"*","x","FC",3604,3608,5
"431","chr1",3604,3607,4,"*","y","FC",3604,3608,5
"229","chr1",340,343,4,"*","x","Co",340,343,4
"243","chr1",3604,3607,4,"*","x","Co",3604,3608,5
"270","chr1",340,343,4,"*","y","Co",340,343,4
"284","chr1",3604,3607,4,"*","y","Co",3604,3608,5
"19","chr1",3604,3607,4,"*","x","AG",3604,3608,5
"56","chr1",3604,3607,4,"*","y","AG",3604,3608,5
"1526","chr1",97,99,3,"*","x","TLC",97,99,3
"1530","chr1",748,750,3,"*","x","TLC",748,750,3
"1535","chr1",3025,3027,3,"*","x","TLC",3025,3027,3
"1541","chr1",3604,3606,3,"*","x","TLC",3604,3608,5
"1550","chr1",3702,3704,3,"*","x","TLC",3702,3704,3
"1552","chr1",3710,3712,3,"*","x","TLC",3710,3712,3
"1557","chr1",5160,5162,3,"*","x","TLC",5160,5162,3
"1559","chr1",6224,6226,3,"*","x","TLC",6224,6226,3
"1564","chr1",97,99,3,"*","y","TLC",97,99,3
"1568","chr1",748,750,3,"*","y","TLC",748,750,3
"1573","chr1",3025,3027,3,"*","y","TLC",3025,3027,3
"1579","chr1",3604,3606,3,"*","y","TLC",3604,3608,5
"1588","chr1",3702,3704,3,"*","y","TLC",3702,3704,3
"1590","chr1",3710,3712,3,"*","y","TLC",3710,3712,3
"1595","chr1",5160,5162,3,"*","y","TLC",5160,5162,3
"1597","chr1",6224,6226,3,"*","y","TLC",6224,6226,3
"1450","chr1",97,99,3,"*","x","Sp",97,99,3
"1452","chr1",340,342,3,"*","x","Sp",340,343,4
"1454","chr1",748,750,3,"*","x","Sp",748,750,3
"1459","chr1",3025,3027,3,"*","x","Sp",3025,3027,3
"1465","chr1",3604,3606,3,"*","x","Sp",3604,3608,5
"1474","chr1",3702,3704,3,"*","x","Sp",3702,3704,3
"1476","chr1",3710,3712,3,"*","x","Sp",3710,3712,3
"1481","chr1",5160,5162,3,"*","x","Sp",5160,5162,3
"1483","chr1",6224,6226,3,"*","x","Sp",6224,6226,3
"1488","chr1",97,99,3,"*","y","Sp",97,99,3
"1490","chr1",340,342,3,"*","y","Sp",340,343,4
"1492","chr1",748,750,3,"*","y","Sp",748,750,3
"1497","chr1",3025,3027,3,"*","y","Sp",3025,3027,3
"1503","chr1",3604,3606,3,"*","y","Sp",3604,3608,5
"1512","chr1",3702,3704,3,"*","y","Sp",3702,3704,3
"1514","chr1",3710,3712,3,"*","y","Sp",3710,3712,3
"1519","chr1",5160,5162,3,"*","y","Sp",5160,5162,3
"1521","chr1",6224,6226,3,"*","y","Sp",6224,6226,3
"1376","chr1",97,99,3,"*","x","SB",97,99,3
"1379","chr1",340,342,3,"*","x","SB",340,343,4
"1381","chr1",748,750,3,"*","x","SB",748,750,3
"1386","chr1",3025,3027,3,"*","x","SB",3025,3027,3
"1396","chr1",3647,3649,3,"*","x","SB",3647,3649,3
"1399","chr1",3702,3704,3,"*","x","SB",3702,3704,3
"1401","chr1",3710,3712,3,"*","x","SB",3710,3712,3
"1406","chr1",5160,5162,3,"*","x","SB",5160,5162,3
"1408","chr1",6224,6226,3,"*","x","SB",6224,6226,3
"1413","chr1",97,99,3,"*","y","SB",97,99,3
"1416","chr1",340,342,3,"*","y","SB",340,343,4
"1418","chr1",748,750,3,"*","y","SB",748,750,3
"1423","chr1",3025,3027,3,"*","y","SB",3025,3027,3
"1433","chr1",3647,3649,3,"*","y","SB",3647,3649,3
"1436","chr1",3702,3704,3,"*","y","SB",3702,3704,3
"1438","chr1",3710,3712,3,"*","y","SB",3710,3712,3
"1443","chr1",5160,5162,3,"*","y","SB",5160,5162,3
"1445","chr1",6224,6226,3,"*","y","SB",6224,6226,3
"1303","chr1",97,99,3,"*","x","RV",97,99,3
"1307","chr1",748,750,3,"*","x","RV",748,750,3
"1312","chr1",3025,3027,3,"*","x","RV",3025,3027,3
"1317","chr1",3604,3606,3,"*","x","RV",3604,3608,5
"1325","chr1",3702,3704,3,"*","x","RV",3702,3704,3
"1327","chr1",3710,3712,3,"*","x","RV",3710,3712,3
"1332","chr1",5160,5162,3,"*","x","RV",5160,5162,3
"1334","chr1",6224,6226,3,"*","x","RV",6224,6226,3
"1340","chr1",97,99,3,"*","y","RV",97,99,3
"1344","chr1",748,750,3,"*","y","RV",748,750,3
"1349","chr1",3025,3027,3,"*","y","RV",3025,3027,3
"1354","chr1",3604,3606,3,"*","y","RV",3604,3608,5
"1362","chr1",3702,3704,3,"*","y","RV",3702,3704,3
"1364","chr1",3710,3712,3,"*","y","RV",3710,3712,3
"1369","chr1",5160,5162,3,"*","y","RV",5160,5162,3
"1371","chr1",6224,6226,3,"*","y","RV",6224,6226,3
"1220","chr1",97,99,3,"*","x","PM",97,99,3
"1223","chr1",340,342,3,"*","x","PM",340,343,4
"1225","chr1",748,750,3,"*","x","PM",748,750,3
"1230","chr1",3025,3027,3,"*","x","PM",3025,3027,3
"1248","chr1",3702,3704,3,"*","x","PM",3702,3704,3
"1250","chr1",3710,3712,3,"*","x","PM",3710,3712,3
"1254","chr1",5160,5162,3,"*","x","PM",5160,5162,3
"1256","chr1",6224,6226,3,"*","x","PM",6224,6226,3
"1261","chr1",97,99,3,"*","y","PM",97,99,3
"1264","chr1",340,342,3,"*","y","PM",340,343,4
"1266","chr1",748,750,3,"*","y","PM",748,750,3
"1271","chr1",3025,3027,3,"*","y","PM",3025,3027,3
"1289","chr1",3702,3704,3,"*","y","PM",3702,3704,3
"1291","chr1",3710,3712,3,"*","y","PM",3710,3712,3
"1295","chr1",5160,5162,3,"*","y","PM",5160,5162,3
"1297","chr1",6224,6226,3,"*","y","PM",6224,6226,3
"1144","chr1",97,99,3,"*","x","Pa",97,99,3
"1146","chr1",340,342,3,"*","x","Pa",340,343,4
"1148","chr1",748,750,3,"*","x","Pa",748,750,3
"1153","chr1",3025,3027,3,"*","x","Pa",3025,3027,3
"1163","chr1",3647,3649,3,"*","x","Pa",3647,3649,3
"1168","chr1",3702,3704,3,"*","x","Pa",3702,3704,3
"1170","chr1",3710,3712,3,"*","x","Pa",3710,3712,3
"1175","chr1",5160,5162,3,"*","x","Pa",5160,5162,3
"1177","chr1",6224,6226,3,"*","x","Pa",6224,6226,3
"1182","chr1",97,99,3,"*","y","Pa",97,99,3
"1184","chr1",340,342,3,"*","y","Pa",340,343,4
"1186","chr1",748,750,3,"*","y","Pa",748,750,3
"1191","chr1",3025,3027,3,"*","y","Pa",3025,3027,3
"1201","chr1",3647,3649,3,"*","y","Pa",3647,3649,3
"1206","chr1",3702,3704,3,"*","y","Pa",3702,3704,3
"1208","chr1",3710,3712,3,"*","y","Pa",3710,3712,3
"1213","chr1",5160,5162,3,"*","y","Pa",5160,5162,3
"1215","chr1",6224,6226,3,"*","y","Pa",6224,6226,3
"1062","chr1",97,99,3,"*","x","Ov",97,99,3
"1065","chr1",340,342,3,"*","x","Ov",340,343,4
"1067","chr1",748,750,3,"*","x","Ov",748,750,3
"1072","chr1",3025,3027,3,"*","x","Ov",3025,3027,3
"1089","chr1",3702,3704,3,"*","x","Ov",3702,3704,3
"1091","chr1",3710,3712,3,"*","x","Ov",3710,3712,3
"1096","chr1",5160,5162,3,"*","x","Ov",5160,5162,3
"1098","chr1",6224,6226,3,"*","x","Ov",6224,6226,3
"1103","chr1",97,99,3,"*","y","Ov",97,99,3
"1106","chr1",340,342,3,"*","y","Ov",340,343,4
"1108","chr1",748,750,3,"*","y","Ov",748,750,3
"1113","chr1",3025,3027,3,"*","y","Ov",3025,3027,3
"1130","chr1",3702,3704,3,"*","y","Ov",3702,3704,3
"1132","chr1",3710,3712,3,"*","y","Ov",3710,3712,3
"1137","chr1",5160,5162,3,"*","y","Ov",5160,5162,3
"1139","chr1",6224,6226,3,"*","y","Ov",6224,6226,3
"987","chr1",97,99,3,"*","x","NPC",97,99,3
"990","chr1",340,342,3,"*","x","NPC",340,343,4
"992","chr1",748,750,3,"*","x","NPC",748,750,3
"997","chr1",3025,3027,3,"*","x","NPC",3025,3027,3
"1003","chr1",3605,3607,3,"*","x","NPC",3604,3608,5
"1011","chr1",3702,3704,3,"*","x","NPC",3702,3704,3
"1013","chr1",3710,3712,3,"*","x","NPC",3710,3712,3
"1018","chr1",5160,5162,3,"*","x","NPC",5160,5162,3
"1020","chr1",6224,6226,3,"*","x","NPC",6224,6226,3
"1024","chr1",97,99,3,"*","y","NPC",97,99,3
"1027","chr1",340,342,3,"*","y","NPC",340,343,4
"1029","chr1",748,750,3,"*","y","NPC",748,750,3
"1034","chr1",3025,3027,3,"*","y","NPC",3025,3027,3
"1040","chr1",3605,3607,3,"*","y","NPC",3604,3608,5
"1048","chr1",3702,3704,3,"*","y","NPC",3702,3704,3
"1050","chr1",3710,3712,3,"*","y","NPC",3710,3712,3
"1055","chr1",5160,5162,3,"*","y","NPC",5160,5162,3
"1057","chr1",6224,6226,3,"*","y","NPC",6224,6226,3
"914","chr1",97,99,3,"*","x","MSC",97,99,3
"918","chr1",748,750,3,"*","x","MSC",748,750,3
"923","chr1",3025,3027,3,"*","x","MSC",3025,3027,3
"937","chr1",3702,3704,3,"*","x","MSC",3702,3704,3
"939","chr1",3710,3712,3,"*","x","MSC",3710,3712,3
"944","chr1",5160,5162,3,"*","x","MSC",5160,5162,3
"946","chr1",6224,6226,3,"*","x","MSC",6224,6226,3
"951","chr1",97,99,3,"*","y","MSC",97,99,3
"955","chr1",748,750,3,"*","y","MSC",748,750,3
"960","chr1",3025,3027,3,"*","y","MSC",3025,3027,3
"974","chr1",3702,3704,3,"*","y","MSC",3702,3704,3
"976","chr1",3710,3712,3,"*","y","MSC",3710,3712,3
"981","chr1",5160,5162,3,"*","y","MSC",5160,5162,3
"983","chr1",6224,6226,3,"*","y","MSC",6224,6226,3
"838","chr1",97,99,3,"*","x","MesC",97,99,3
"842","chr1",748,750,3,"*","x","MesC",748,750,3
"847","chr1",3025,3027,3,"*","x","MesC",3025,3027,3
"861","chr1",3702,3704,3,"*","x","MesC",3702,3704,3
"863","chr1",3710,3712,3,"*","x","MesC",3710,3712,3
"868","chr1",5160,5162,3,"*","x","MesC",5160,5162,3
"870","chr1",6224,6226,3,"*","x","MesC",6224,6226,3
"877","chr1",97,99,3,"*","y","MesC",97,99,3
"881","chr1",748,750,3,"*","y","MesC",748,750,3
"886","chr1",3025,3027,3,"*","y","MesC",3025,3027,3
"900","chr1",3702,3704,3,"*","y","MesC",3702,3704,3
"902","chr1",3710,3712,3,"*","y","MesC",3710,3712,3
"907","chr1",5160,5162,3,"*","y","MesC",5160,5162,3
"909","chr1",6224,6226,3,"*","y","MesC",6224,6226,3
"761","chr1",97,99,3,"*","x","LV",97,99,3
"765","chr1",748,750,3,"*","x","LV",748,750,3
"770","chr1",3025,3027,3,"*","x","LV",3025,3027,3
"776","chr1",3604,3606,3,"*","x","LV",3604,3608,5
"784","chr1",3702,3704,3,"*","x","LV",3702,3704,3
"786","chr1",3710,3712,3,"*","x","LV",3710,3712,3
"791","chr1",5160,5162,3,"*","x","LV",5160,5162,3
"793","chr1",6224,6226,3,"*","x","LV",6224,6226,3
"799","chr1",97,99,3,"*","y","LV",97,99,3
"803","chr1",748,750,3,"*","y","LV",748,750,3
"808","chr1",3025,3027,3,"*","y","LV",3025,3027,3
"814","chr1",3604,3606,3,"*","y","LV",3604,3608,5
"822","chr1",3702,3704,3,"*","y","LV",3702,3704,3
"824","chr1",3710,3712,3,"*","y","LV",3710,3712,3
"829","chr1",5160,5162,3,"*","y","LV",5160,5162,3
"831","chr1",6224,6226,3,"*","y","LV",6224,6226,3
"673","chr1",97,99,3,"*","x","Lu",97,99,3
"677","chr1",340,342,3,"*","x","Lu",340,343,4
"679","chr1",748,750,3,"*","x","Lu",748,750,3
"684","chr1",3025,3027,3,"*","x","Lu",3025,3027,3
"702","chr1",3702,3704,3,"*","x","Lu",3702,3704,3
"704","chr1",3710,3712,3,"*","x","Lu",3710,3712,3
"709","chr1",5160,5162,3,"*","x","Lu",5160,5162,3
"711","chr1",6224,6226,3,"*","x","Lu",6224,6226,3
"717","chr1",97,99,3,"*","y","Lu",97,99,3
