"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"626","chr2",2310,2383,74,"*","x","TLC",2310,2383,74
"641","chr2",2310,2383,74,"*","y","TLC",2310,2383,74
"595","chr2",2310,2383,74,"*","x","Sp",2310,2383,74
"611","chr2",2310,2383,74,"*","y","Sp",2310,2383,74
"563","chr2",2310,2383,74,"*","x","SB",2310,2383,74
"579","chr2",2310,2383,74,"*","y","SB",2310,2383,74
"532","chr2",2310,2383,74,"*","x","RV",2310,2383,74
"548","chr2",2310,2383,74,"*","y","RV",2310,2383,74
"498","chr2",2310,2383,74,"*","x","PM",2310,2383,74
"515","chr2",2310,2383,74,"*","y","PM",2310,2383,74
"465","chr2",2310,2383,74,"*","x","Pa",2310,2383,74
"481","chr2",2310,2383,74,"*","y","Pa",2310,2383,74
"434","chr2",2310,2383,74,"*","x","Ov",2310,2383,74
"449","chr2",2310,2383,74,"*","y","Ov",2310,2383,74
"402","chr2",2310,2383,74,"*","x","NPC",2310,2383,74
"418","chr2",2310,2383,74,"*","y","NPC",2310,2383,74
"374","chr2",2310,2383,74,"*","x","MSC",2310,2383,74
"388","chr2",2310,2383,74,"*","y","MSC",2310,2383,74
"344","chr2",2310,2383,74,"*","x","MesC",2310,2383,74
"359","chr2",2310,2383,74,"*","y","MesC",2310,2383,74
"314","chr2",2310,2383,74,"*","x","LV",2310,2383,74
"329","chr2",2310,2383,74,"*","y","LV",2310,2383,74
"282","chr2",2310,2383,74,"*","x","Lu",2310,2383,74
"299","chr2",2310,2383,74,"*","y","Lu",2310,2383,74
"249","chr2",2310,2383,74,"*","x","Li",2310,2383,74
"265","chr2",2310,2383,74,"*","y","Li",2310,2383,74
"220","chr2",2310,2383,74,"*","x","LC",2310,2383,74
"234","chr2",2310,2383,74,"*","y","LC",2310,2383,74
"191","chr2",2310,2383,74,"*","x","Hi",2310,2383,74
"206","chr2",2310,2383,74,"*","y","Hi",2310,2383,74
"162","chr2",2310,2383,74,"*","x","FC",2310,2383,74
"176","chr2",2310,2383,74,"*","y","FC",2310,2383,74
"132","chr2",2310,2383,74,"*","x","ESC",2310,2383,74
"147","chr2",2310,2383,74,"*","y","ESC",2310,2383,74
"101","chr2",2310,2383,74,"*","x","Co",2310,2383,74
"117","chr2",2310,2383,74,"*","y","Co",2310,2383,74
"69","chr2",2310,2383,74,"*","x","Bl",2310,2383,74
"85","chr2",2310,2383,74,"*","y","Bl",2310,2383,74
"40","chr2",2310,2383,74,"*","x","Ao",2310,2383,74
"54","chr2",2310,2383,74,"*","y","Ao",2310,2383,74
"9","chr2",2310,2383,74,"*","x","AG",2310,2383,74
"25","chr2",2310,2383,74,"*","y","AG",2310,2383,74
"624","chr2",2263,2290,28,"*","x","TLC",2263,2290,28
"639","chr2",2263,2290,28,"*","y","TLC",2263,2290,28
"593","chr2",2263,2290,28,"*","x","Sp",2263,2290,28
"609","chr2",2263,2290,28,"*","y","Sp",2263,2290,28
"560","chr2",2263,2290,28,"*","x","SB",2263,2290,28
"576","chr2",2263,2290,28,"*","y","SB",2263,2290,28
"529","chr2",2263,2290,28,"*","x","RV",2263,2290,28
"545","chr2",2263,2290,28,"*","y","RV",2263,2290,28
"495","chr2",2263,2290,28,"*","x","PM",2263,2290,28
"512","chr2",2263,2290,28,"*","y","PM",2263,2290,28
"462","chr2",2263,2290,28,"*","x","Pa",2263,2290,28
"478","chr2",2263,2290,28,"*","y","Pa",2263,2290,28
"432","chr2",2263,2290,28,"*","x","Ov",2263,2290,28
"447","chr2",2263,2290,28,"*","y","Ov",2263,2290,28
"400","chr2",2263,2290,28,"*","x","NPC",2263,2290,28
"416","chr2",2263,2290,28,"*","y","NPC",2263,2290,28
"372","chr2",2263,2290,28,"*","x","MSC",2263,2290,28
"386","chr2",2263,2290,28,"*","y","MSC",2263,2290,28
"342","chr2",2263,2290,28,"*","x","MesC",2263,2290,28
"357","chr2",2263,2290,28,"*","y","MesC",2263,2290,28
"313","chr2",2263,2290,28,"*","x","LV",2263,2290,28
"328","chr2",2263,2290,28,"*","y","LV",2263,2290,28
