"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"359","chr6",1471,1547,77,"*","x","TLC",1471,1547,77
"367","chr6",1471,1547,77,"*","y","TLC",1471,1547,77
"343","chr6",1471,1547,77,"*","x","Sp",1471,1547,77
"351","chr6",1471,1547,77,"*","y","Sp",1471,1547,77
"325","chr6",1471,1547,77,"*","x","SB",1471,1547,77
"334","chr6",1471,1547,77,"*","y","SB",1471,1547,77
"309","chr6",1471,1547,77,"*","x","RV",1471,1547,77
"317","chr6",1471,1547,77,"*","y","RV",1471,1547,77
"291","chr6",1471,1547,77,"*","x","PM",1471,1547,77
"300","chr6",1471,1547,77,"*","y","PM",1471,1547,77
"273","chr6",1471,1547,77,"*","x","Pa",1471,1547,77
"282","chr6",1471,1547,77,"*","y","Pa",1471,1547,77
"255","chr6",1471,1547,77,"*","x","Ov",1471,1547,77
"264","chr6",1471,1547,77,"*","y","Ov",1471,1547,77
"235","chr6",1471,1547,77,"*","x","NPC",1471,1547,77
"245","chr6",1471,1547,77,"*","y","NPC",1471,1547,77
"215","chr6",1471,1547,77,"*","x","MSC",1471,1547,77
"225","chr6",1471,1547,77,"*","y","MSC",1471,1547,77
"195","chr6",1471,1547,77,"*","x","MesC",1471,1547,77
"205","chr6",1471,1547,77,"*","y","MesC",1471,1547,77
"178","chr6",1471,1547,77,"*","x","LV",1471,1547,77
"187","chr6",1471,1547,77,"*","y","LV",1471,1547,77
"159","chr6",1471,1547,77,"*","x","Lu",1471,1547,77
"168","chr6",1471,1547,77,"*","y","Lu",1471,1547,77
"141","chr6",1471,1547,77,"*","x","Li",1471,1547,77
"150","chr6",1471,1547,77,"*","y","Li",1471,1547,77
"125","chr6",1471,1547,77,"*","x","LC",1471,1547,77
"133","chr6",1471,1547,77,"*","y","LC",1471,1547,77
"109","chr6",1471,1547,77,"*","x","Hi",1471,1547,77
"117","chr6",1471,1547,77,"*","y","Hi",1471,1547,77
"93","chr6",1471,1547,77,"*","x","FC",1471,1547,77
"101","chr6",1471,1547,77,"*","y","FC",1471,1547,77
"73","chr6",1471,1547,77,"*","x","ESC",1471,1547,77
"83","chr6",1471,1547,77,"*","y","ESC",1471,1547,77
"57","chr6",1471,1547,77,"*","x","Co",1471,1547,77
"65","chr6",1471,1547,77,"*","y","Co",1471,1547,77
"39","chr6",1471,1547,77,"*","x","Bl",1471,1547,77
"48","chr6",1471,1547,77,"*","y","Bl",1471,1547,77
"23","chr6",1471,1547,77,"*","x","Ao",1471,1547,77
"31","chr6",1471,1547,77,"*","y","Ao",1471,1547,77
"4","chr6",1471,1547,77,"*","x","AG",1471,1547,77
"14","chr6",1471,1547,77,"*","y","AG",1471,1547,77
"357","chr6",1,3,3,"*","x","TLC",1,3,3
"360","chr6",2393,2395,3,"*","x","TLC",2393,2395,3
"365","chr6",1,3,3,"*","y","TLC",1,3,3
"368","chr6",2393,2395,3,"*","y","TLC",2393,2395,3
