"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"622","chr7",1453,1526,74,"*","x","TLC",1453,1526,74
"637","chr7",1453,1526,74,"*","y","TLC",1453,1526,74
"592","chr7",1453,1526,74,"*","x","Sp",1453,1526,74
"607","chr7",1453,1526,74,"*","y","Sp",1453,1526,74
"558","chr7",1453,1526,74,"*","x","SB",1453,1526,74
"575","chr7",1453,1526,74,"*","y","SB",1453,1526,74
"526","chr7",1453,1526,74,"*","x","RV",1453,1526,74
"542","chr7",1453,1526,74,"*","y","RV",1453,1526,74
"490","chr7",1453,1526,74,"*","x","PM",1453,1526,74
"508","chr7",1453,1526,74,"*","y","PM",1453,1526,74
"458","chr7",1453,1526,74,"*","x","Pa",1453,1526,74
"474","chr7",1453,1526,74,"*","y","Pa",1453,1526,74
"428","chr7",1453,1526,74,"*","x","Ov",1453,1526,74
"443","chr7",1453,1526,74,"*","y","Ov",1453,1526,74
"396","chr7",1453,1526,74,"*","x","NPC",1453,1526,74
"412","chr7",1453,1526,74,"*","y","NPC",1453,1526,74
"370","chr7",1453,1526,74,"*","x","MSC",1453,1526,74
"383","chr7",1453,1526,74,"*","y","MSC",1453,1526,74
"340","chr7",1453,1526,74,"*","x","MesC",1453,1526,74
"355","chr7",1453,1526,74,"*","y","MesC",1453,1526,74
"312","chr7",1453,1526,74,"*","x","LV",1453,1526,74
"326","chr7",1453,1526,74,"*","y","LV",1453,1526,74
"274","chr7",1453,1526,74,"*","x","Lu",1453,1526,74
"293","chr7",1453,1526,74,"*","y","Lu",1453,1526,74
"248","chr7",1453,1526,74,"*","x","Li",1453,1526,74
"261","chr7",1453,1526,74,"*","y","Li",1453,1526,74
"216","chr7",1453,1526,74,"*","x","LC",1453,1526,74
"232","chr7",1453,1526,74,"*","y","LC",1453,1526,74
"184","chr7",1453,1526,74,"*","x","Hi",1453,1526,74
"200","chr7",1453,1526,74,"*","y","Hi",1453,1526,74
"156","chr7",1453,1526,74,"*","x","FC",1453,1526,74
"170","chr7",1453,1526,74,"*","y","FC",1453,1526,74
"124","chr7",1453,1526,74,"*","x","ESC",1453,1526,74
"140","chr7",1453,1526,74,"*","y","ESC",1453,1526,74
"94","chr7",1453,1526,74,"*","x","Co",1453,1526,74
"109","chr7",1453,1526,74,"*","y","Co",1453,1526,74
"62","chr7",1453,1526,74,"*","x","Bl",1453,1526,74
"78","chr7",1453,1526,74,"*","y","Bl",1453,1526,74
"34","chr7",1453,1526,74,"*","x","Ao",1453,1526,74
"48","chr7",1453,1526,74,"*","y","Ao",1453,1526,74
"2","chr7",1453,1526,74,"*","x","AG",1453,1526,74
"18","chr7",1453,1526,74,"*","y","AG",1453,1526,74
"160","chr7",1869,1871,3,"*","x","FC",1869,1871,3
"174","chr7",1869,1871,3,"*","y","FC",1869,1871,3
"99","chr7",1869,1871,3,"*","x","Co",1869,1871,3
"114","chr7",1869,1871,3,"*","y","Co",1869,1871,3
"8","chr7",1869,1871,3,"*","x","AG",1869,1871,3
"24","chr7",1869,1871,3,"*","y","AG",1869,1871,3
"624","chr7",1543,1544,2,"*","x","TLC",1543,1544,2
"631","chr7",3255,3256,2,"*","x","TLC",3255,3256,2
"635","chr7",3858,3859,2,"*","x","TLC",3858,3859,2
"639","chr7",1543,1544,2,"*","y","TLC",1543,1544,2
"646","chr7",3255,3256,2,"*","y","TLC",3255,3256,2
"650","chr7",3858,3859,2,"*","y","TLC",3858,3859,2
"594","chr7",1543,1544,2,"*","x","Sp",1543,1544,2
"601","chr7",3255,3256,2,"*","x","Sp",3255,3256,2
"605","chr7",3858,3859,2,"*","x","Sp",3858,3859,2
"609","chr7",1543,1544,2,"*","y","Sp",1543,1544,2
"616","chr7",3255,3256,2,"*","y","Sp",3255,3256,2
"620","chr7",3858,3859,2,"*","y","Sp",3858,3859,2
"560","chr7",1543,1544,2,"*","x","SB",1543,1544,2
"569","chr7",3255,3256,2,"*","x","SB",3255,3256,2
"573","chr7",3858,3859,2,"*","x","SB",3858,3859,2
"577","chr7",1543,1544,2,"*","y","SB",1543,1544,2
"586","chr7",3255,3256,2,"*","y","SB",3255,3256,2
"590","chr7",3858,3859,2,"*","y","SB",3858,3859,2
"528","chr7",1543,1544,2,"*","x","RV",1543,1544,2
"532","chr7",1869,1870,2,"*","x","RV",1869,1871,3
"533","chr7",1874,1875,2,"*","x","RV",1874,1875,2
"536","chr7",3255,3256,2,"*","x","RV",3255,3256,2
"540","chr7",3858,3859,2,"*","x","RV",3858,3859,2
"544","chr7",1543,1544,2,"*","y","RV",1543,1544,2
"548","chr7",1869,1870,2,"*","y","RV",1869,1871,3
"549","chr7",1874,1875,2,"*","y","RV",1874,1875,2
"552","chr7",3255,3256,2,"*","y","RV",3255,3256,2
"556","chr7",3858,3859,2,"*","y","RV",3858,3859,2
"492","chr7",1543,1544,2,"*","x","PM",1543,1544,2
"499","chr7",1874,1875,2,"*","x","PM",1874,1875,2
"502","chr7",3255,3256,2,"*","x","PM",3255,3256,2
"506","chr7",3858,3859,2,"*","x","PM",3858,3859,2
"510","chr7",1543,1544,2,"*","y","PM",1543,1544,2
"517","chr7",1874,1875,2,"*","y","PM",1874,1875,2
"520","chr7",3255,3256,2,"*","y","PM",3255,3256,2
"524","chr7",3858,3859,2,"*","y","PM",3858,3859,2
"460","chr7",1543,1544,2,"*","x","Pa",1543,1544,2
"468","chr7",3255,3256,2,"*","x","Pa",3255,3256,2
"472","chr7",3858,3859,2,"*","x","Pa",3858,3859,2
"476","chr7",1543,1544,2,"*","y","Pa",1543,1544,2
"484","chr7",3255,3256,2,"*","y","Pa",3255,3256,2
"488","chr7",3858,3859,2,"*","y","Pa",3858,3859,2
"430","chr7",1543,1544,2,"*","x","Ov",1543,1544,2
"433","chr7",1869,1870,2,"*","x","Ov",1869,1871,3
"437","chr7",3255,3256,2,"*","x","Ov",3255,3256,2
"441","chr7",3858,3859,2,"*","x","Ov",3858,3859,2
"445","chr7",1543,1544,2,"*","y","Ov",1543,1544,2
"448","chr7",1869,1870,2,"*","y","Ov",1869,1871,3
"452","chr7",3255,3256,2,"*","y","Ov",3255,3256,2
"456","chr7",3858,3859,2,"*","y","Ov",3858,3859,2
"401","chr7",1866,1867,2,"*","x","NPC",1866,1867,2
"406","chr7",3255,3256,2,"*","x","NPC",3255,3256,2
"410","chr7",3858,3859,2,"*","x","NPC",3858,3859,2
"417","chr7",1866,1867,2,"*","y","NPC",1866,1867,2
"422","chr7",3255,3256,2,"*","y","NPC",3255,3256,2
"426","chr7",3858,3859,2,"*","y","NPC",3858,3859,2
"377","chr7",3255,3256,2,"*","x","MSC",3255,3256,2
"381","chr7",3858,3859,2,"*","x","MSC",3858,3859,2
"390","chr7",3255,3256,2,"*","y","MSC",3255,3256,2
"394","chr7",3858,3859,2,"*","y","MSC",3858,3859,2
