"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"83","chr14",1,475,475,"*","x","TLC",1,475,475
"85","chr14",1,475,475,"*","y","TLC",1,475,475
"79","chr14",1,475,475,"*","x","Sp",1,475,475
"81","chr14",1,475,475,"*","y","Sp",1,475,475
"75","chr14",1,475,475,"*","x","SB",1,475,475
"77","chr14",1,475,475,"*","y","SB",1,475,475
"71","chr14",1,475,475,"*","x","RV",1,475,475
"73","chr14",1,475,475,"*","y","RV",1,475,475
"67","chr14",1,475,475,"*","x","PM",1,475,475
"69","chr14",1,475,475,"*","y","PM",1,475,475
"63","chr14",1,475,475,"*","x","Pa",1,475,475
"65","chr14",1,475,475,"*","y","Pa",1,475,475
"59","chr14",1,475,475,"*","x","Ov",1,475,475
"61","chr14",1,475,475,"*","y","Ov",1,475,475
"55","chr14",1,475,475,"*","x","NPC",1,475,475
"57","chr14",1,475,475,"*","y","NPC",1,475,475
"51","chr14",1,475,475,"*","x","MSC",1,475,475
"53","chr14",1,475,475,"*","y","MSC",1,475,475
"47","chr14",1,475,475,"*","x","MesC",1,475,475
"49","chr14",1,475,475,"*","y","MesC",1,475,475
"43","chr14",1,475,475,"*","x","LV",1,475,475
"45","chr14",1,475,475,"*","y","LV",1,475,475
"37","chr14",1,475,475,"*","x","Lu",1,475,475
"40","chr14",1,475,475,"*","y","Lu",1,475,475
"33","chr14",1,475,475,"*","x","Li",1,475,475
"35","chr14",1,475,475,"*","y","Li",1,475,475
"29","chr14",1,475,475,"*","x","LC",1,475,475
"31","chr14",1,475,475,"*","y","LC",1,475,475
"25","chr14",1,475,475,"*","x","Hi",1,475,475
"27","chr14",1,475,475,"*","y","Hi",1,475,475
"21","chr14",1,475,475,"*","x","FC",1,475,475
"23","chr14",1,475,475,"*","y","FC",1,475,475
"17","chr14",1,475,475,"*","x","ESC",1,475,475
"19","chr14",1,475,475,"*","y","ESC",1,475,475
"13","chr14",1,475,475,"*","x","Co",1,475,475
"15","chr14",1,475,475,"*","y","Co",1,475,475
"9","chr14",1,475,475,"*","x","Bl",1,475,475
"11","chr14",1,475,475,"*","y","Bl",1,475,475
"5","chr14",1,475,475,"*","x","Ao",1,475,475
"7","chr14",1,475,475,"*","y","Ao",1,475,475
"1","chr14",1,475,475,"*","x","AG",1,475,475
"3","chr14",1,475,475,"*","y","AG",1,475,475
"84","chr14",2684,2684,1,"*","x","TLC",2684,2684,1
"86","chr14",2684,2684,1,"*","y","TLC",2684,2684,1
"80","chr14",2684,2684,1,"*","x","Sp",2684,2684,1
"82","chr14",2684,2684,1,"*","y","Sp",2684,2684,1
"76","chr14",2684,2684,1,"*","x","SB",2684,2684,1
"78","chr14",2684,2684,1,"*","y","SB",2684,2684,1
"72","chr14",2684,2684,1,"*","x","RV",2684,2684,1
"74","chr14",2684,2684,1,"*","y","RV",2684,2684,1
"68","chr14",2684,2684,1,"*","x","PM",2684,2684,1
"70","chr14",2684,2684,1,"*","y","PM",2684,2684,1
"64","chr14",2684,2684,1,"*","x","Pa",2684,2684,1
"66","chr14",2684,2684,1,"*","y","Pa",2684,2684,1
"60","chr14",2684,2684,1,"*","x","Ov",2684,2684,1
"62","chr14",2684,2684,1,"*","y","Ov",2684,2684,1
"56","chr14",2684,2684,1,"*","x","NPC",2684,2684,1
"58","chr14",2684,2684,1,"*","y","NPC",2684,2684,1
"52","chr14",2684,2684,1,"*","x","MSC",2684,2684,1
"54","chr14",2684,2684,1,"*","y","MSC",2684,2684,1
"48","chr14",2684,2684,1,"*","x","MesC",2684,2684,1
"50","chr14",2684,2684,1,"*","y","MesC",2684,2684,1
"44","chr14",2684,2684,1,"*","x","LV",2684,2684,1
"46","chr14",2684,2684,1,"*","y","LV",2684,2684,1
"38","chr14",483,483,1,"*","x","Lu",483,483,1
"39","chr14",2684,2684,1,"*","x","Lu",2684,2684,1
"41","chr14",483,483,1,"*","y","Lu",483,483,1
"42","chr14",2684,2684,1,"*","y","Lu",2684,2684,1
"34","chr14",2684,2684,1,"*","x","Li",2684,2684,1
"36","chr14",2684,2684,1,"*","y","Li",2684,2684,1
"30","chr14",2684,2684,1,"*","x","LC",2684,2684,1
"32","chr14",2684,2684,1,"*","y","LC",2684,2684,1
"26","chr14",2684,2684,1,"*","x","Hi",2684,2684,1
"28","chr14",2684,2684,1,"*","y","Hi",2684,2684,1
"22","chr14",2684,2684,1,"*","x","FC",2684,2684,1
"24","chr14",2684,2684,1,"*","y","FC",2684,2684,1
"18","chr14",2684,2684,1,"*","x","ESC",2684,2684,1
"20","chr14",2684,2684,1,"*","y","ESC",2684,2684,1
"14","chr14",2684,2684,1,"*","x","Co",2684,2684,1
"16","chr14",2684,2684,1,"*","y","Co",2684,2684,1
"10","chr14",2684,2684,1,"*","x","Bl",2684,2684,1
"12","chr14",2684,2684,1,"*","y","Bl",2684,2684,1
"6","chr14",2684,2684,1,"*","x","Ao",2684,2684,1
"8","chr14",2684,2684,1,"*","y","Ao",2684,2684,1
"2","chr14",2684,2684,1,"*","x","AG",2684,2684,1
"4","chr14",2684,2684,1,"*","y","AG",2684,2684,1
