"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"374","chr11",1291,1367,77,"*","x","TLC",1291,1367,77
"383","chr11",1291,1367,77,"*","y","TLC",1291,1367,77
"356","chr11",1291,1367,77,"*","x","Sp",1291,1367,77
"365","chr11",1291,1367,77,"*","y","Sp",1291,1367,77
"337","chr11",1291,1367,77,"*","x","SB",1291,1367,77
"347","chr11",1291,1367,77,"*","y","SB",1291,1367,77
"318","chr11",1291,1367,77,"*","x","RV",1291,1367,77
"327","chr11",1291,1367,77,"*","y","RV",1291,1367,77
"300","chr11",1291,1367,77,"*","x","PM",1291,1367,77
"309","chr11",1291,1367,77,"*","y","PM",1291,1367,77
"282","chr11",1291,1367,77,"*","x","Pa",1291,1367,77
"291","chr11",1291,1367,77,"*","y","Pa",1291,1367,77
"264","chr11",1291,1367,77,"*","x","Ov",1291,1367,77
"273","chr11",1291,1367,77,"*","y","Ov",1291,1367,77
"246","chr11",1291,1367,77,"*","x","NPC",1291,1367,77
"255","chr11",1291,1367,77,"*","y","NPC",1291,1367,77
"226","chr11",1291,1367,77,"*","x","MSC",1291,1367,77
"236","chr11",1291,1367,77,"*","y","MSC",1291,1367,77
"208","chr11",1291,1367,77,"*","x","MesC",1291,1367,77
"217","chr11",1291,1367,77,"*","y","MesC",1291,1367,77
"190","chr11",1291,1367,77,"*","x","LV",1291,1367,77
"199","chr11",1291,1367,77,"*","y","LV",1291,1367,77
"172","chr11",1291,1367,77,"*","x","Lu",1291,1367,77
"181","chr11",1291,1367,77,"*","y","Lu",1291,1367,77
"153","chr11",1291,1367,77,"*","x","Li",1291,1367,77
"163","chr11",1291,1367,77,"*","y","Li",1291,1367,77
"134","chr11",1291,1367,77,"*","x","LC",1291,1367,77
"143","chr11",1291,1367,77,"*","y","LC",1291,1367,77
"116","chr11",1291,1367,77,"*","x","Hi",1291,1367,77
"125","chr11",1291,1367,77,"*","y","Hi",1291,1367,77
"98","chr11",1291,1367,77,"*","x","FC",1291,1367,77
"107","chr11",1291,1367,77,"*","y","FC",1291,1367,77
"80","chr11",1291,1367,77,"*","x","ESC",1291,1367,77
"89","chr11",1291,1367,77,"*","y","ESC",1291,1367,77
"62","chr11",1291,1367,77,"*","x","Co",1291,1367,77
"71","chr11",1291,1367,77,"*","y","Co",1291,1367,77
"44","chr11",1291,1367,77,"*","x","Bl",1291,1367,77
"53","chr11",1291,1367,77,"*","y","Bl",1291,1367,77
"25","chr11",1291,1367,77,"*","x","Ao",1291,1367,77
"35","chr11",1291,1367,77,"*","y","Ao",1291,1367,77
