"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"384","chr5",1162,1236,75,"*","x","TLC",1162,1236,75
"395","chr5",1162,1236,75,"*","y","TLC",1162,1236,75
"366","chr5",1162,1236,75,"*","x","Sp",1162,1236,75
"375","chr5",1162,1236,75,"*","y","Sp",1162,1236,75
"342","chr5",1162,1236,75,"*","x","SB",1162,1236,75
"354","chr5",1162,1236,75,"*","y","SB",1162,1236,75
"324","chr5",1162,1236,75,"*","x","RV",1162,1236,75
"333","chr5",1162,1236,75,"*","y","RV",1162,1236,75
"298","chr5",1162,1236,75,"*","x","PM",1162,1236,75
"311","chr5",1162,1236,75,"*","y","PM",1162,1236,75
"274","chr5",1162,1236,75,"*","x","Pa",1162,1236,75
"286","chr5",1162,1236,75,"*","y","Pa",1162,1236,75
"254","chr5",1162,1236,75,"*","x","Ov",1162,1236,75
"264","chr5",1162,1236,75,"*","y","Ov",1162,1236,75
"238","chr5",1162,1236,75,"*","x","NPC",1162,1236,75
"246","chr5",1162,1236,75,"*","y","NPC",1162,1236,75
"220","chr5",1162,1236,75,"*","x","MSC",1162,1236,75
"229","chr5",1162,1236,75,"*","y","MSC",1162,1236,75
"200","chr5",1162,1236,75,"*","x","MesC",1162,1236,75
"210","chr5",1162,1236,75,"*","y","MesC",1162,1236,75
"180","chr5",1162,1236,75,"*","x","LV",1162,1236,75
"190","chr5",1162,1236,75,"*","y","LV",1162,1236,75
"152","chr5",1162,1236,75,"*","x","Lu",1162,1236,75
"166","chr5",1162,1236,75,"*","y","Lu",1162,1236,75
"138","chr5",1162,1236,75,"*","x","Li",1162,1236,75
"145","chr5",1162,1236,75,"*","y","Li",1162,1236,75
"124","chr5",1162,1236,75,"*","x","LC",1162,1236,75
"131","chr5",1162,1236,75,"*","y","LC",1162,1236,75
"108","chr5",1162,1236,75,"*","x","Hi",1162,1236,75
"116","chr5",1162,1236,75,"*","y","Hi",1162,1236,75
"94","chr5",1162,1236,75,"*","x","FC",1162,1236,75
"101","chr5",1162,1236,75,"*","y","FC",1162,1236,75
"76","chr5",1162,1236,75,"*","x","ESC",1162,1236,75
"85","chr5",1162,1236,75,"*","y","ESC",1162,1236,75
"60","chr5",1162,1236,75,"*","x","Co",1162,1236,75
"68","chr5",1162,1236,75,"*","y","Co",1162,1236,75
"40","chr5",1162,1236,75,"*","x","Bl",1162,1236,75
"50","chr5",1162,1236,75,"*","y","Bl",1162,1236,75
"24","chr5",1162,1236,75,"*","x","Ao",1162,1236,75
"32","chr5",1162,1236,75,"*","y","Ao",1162,1236,75
"2","chr5",1162,1236,75,"*","x","AG",1162,1236,75
"13","chr5",1162,1236,75,"*","y","AG",1162,1236,75
"346","chr5",1737,1740,4,"*","x","SB",1737,1740,4
"348","chr5",1745,1748,4,"*","x","SB",1745,1748,4
"358","chr5",1737,1740,4,"*","y","SB",1737,1740,4
"360","chr5",1745,1748,4,"*","y","SB",1745,1748,4
"309","chr5",4520,4523,4,"*","x","PM",4520,4523,4
"322","chr5",4520,4523,4,"*","y","PM",4520,4523,4
"280","chr5",1745,1748,4,"*","x","Pa",1745,1748,4
"284","chr5",4520,4523,4,"*","x","Pa",4520,4523,4
"292","chr5",1745,1748,4,"*","y","Pa",1745,1748,4
"296","chr5",4520,4523,4,"*","y","Pa",4520,4523,4
"259","chr5",1745,1748,4,"*","x","Ov",1745,1748,4
"262","chr5",4520,4523,4,"*","x","Ov",4520,4523,4
"269","chr5",1745,1748,4,"*","y","Ov",1745,1748,4
"272","chr5",4520,4523,4,"*","y","Ov",4520,4523,4
"164","chr5",4520,4523,4,"*","x","Lu",4520,4523,4
"178","chr5",4520,4523,4,"*","y","Lu",4520,4523,4
"30","chr5",4520,4523,4,"*","x","Ao",4520,4523,4
"38","chr5",4520,4523,4,"*","y","Ao",4520,4523,4
"11","chr5",4520,4523,4,"*","x","AG",4520,4523,4
"22","chr5",4520,4523,4,"*","y","AG",4520,4523,4
"385","chr5",1725,1727,3,"*","x","TLC",1725,1727,3
"389","chr5",1746,1748,3,"*","x","TLC",1745,1748,4
"393","chr5",4521,4523,3,"*","x","TLC",4520,4523,4
"396","chr5",1725,1727,3,"*","y","TLC",1725,1727,3
"400","chr5",1746,1748,3,"*","y","TLC",1745,1748,4
"404","chr5",4521,4523,3,"*","y","TLC",4520,4523,4
"373","chr5",4521,4523,3,"*","x","Sp",4520,4523,4
"382","chr5",4521,4523,3,"*","y","Sp",4520,4523,4
"343","chr5",1725,1727,3,"*","x","SB",1725,1727,3
"352","chr5",4521,4523,3,"*","x","SB",4520,4523,4
