"","seqnames","start","end","width","strand","axis","ct","red.start","red.end","red.width"
"121","chr18",387,462,76,"*","x","TLC",387,462,76
"124","chr18",387,462,76,"*","y","TLC",387,462,76
"115","chr18",387,462,76,"*","x","Sp",387,462,76
"118","chr18",387,462,76,"*","y","Sp",387,462,76
"109","chr18",387,462,76,"*","x","SB",387,462,76
"112","chr18",387,462,76,"*","y","SB",387,462,76
"103","chr18",387,462,76,"*","x","RV",387,462,76
"106","chr18",387,462,76,"*","y","RV",387,462,76
"97","chr18",387,462,76,"*","x","PM",387,462,76
"100","chr18",387,462,76,"*","y","PM",387,462,76
"91","chr18",387,462,76,"*","x","Pa",387,462,76
"94","chr18",387,462,76,"*","y","Pa",387,462,76
"85","chr18",387,462,76,"*","x","Ov",387,462,76
"88","chr18",387,462,76,"*","y","Ov",387,462,76
"79","chr18",387,462,76,"*","x","NPC",387,462,76
"82","chr18",387,462,76,"*","y","NPC",387,462,76
"73","chr18",387,462,76,"*","x","MSC",387,462,76
"76","chr18",387,462,76,"*","y","MSC",387,462,76
"67","chr18",387,462,76,"*","x","MesC",387,462,76
"70","chr18",387,462,76,"*","y","MesC",387,462,76
"61","chr18",387,462,76,"*","x","LV",387,462,76
"64","chr18",387,462,76,"*","y","LV",387,462,76
"55","chr18",387,462,76,"*","x","Lu",387,462,76
"58","chr18",387,462,76,"*","y","Lu",387,462,76
"49","chr18",387,462,76,"*","x","Li",387,462,76
"52","chr18",387,462,76,"*","y","Li",387,462,76
"43","chr18",387,462,76,"*","x","LC",387,462,76
"46","chr18",387,462,76,"*","y","LC",387,462,76
"37","chr18",387,462,76,"*","x","Hi",387,462,76
"40","chr18",387,462,76,"*","y","Hi",387,462,76
"31","chr18",387,462,76,"*","x","FC",387,462,76
"34","chr18",387,462,76,"*","y","FC",387,462,76
"25","chr18",387,462,76,"*","x","ESC",387,462,76
"28","chr18",387,462,76,"*","y","ESC",387,462,76
"19","chr18",387,462,76,"*","x","Co",387,462,76
"22","chr18",387,462,76,"*","y","Co",387,462,76
"13","chr18",387,462,76,"*","x","Bl",387,462,76
"16","chr18",387,462,76,"*","y","Bl",387,462,76
"7","chr18",387,462,76,"*","x","Ao",387,462,76
"10","chr18",387,462,76,"*","y","Ao",387,462,76
"1","chr18",387,462,76,"*","x","AG",387,462,76
"4","chr18",387,462,76,"*","y","AG",387,462,76
"122","chr18",1303,1305,3,"*","x","TLC",1303,1305,3
"125","chr18",1303,1305,3,"*","y","TLC",1303,1305,3
"116","chr18",1303,1305,3,"*","x","Sp",1303,1305,3
"119","chr18",1303,1305,3,"*","y","Sp",1303,1305,3
"110","chr18",1303,1305,3,"*","x","SB",1303,1305,3
"113","chr18",1303,1305,3,"*","y","SB",1303,1305,3
"104","chr18",1303,1305,3,"*","x","RV",1303,1305,3
"107","chr18",1303,1305,3,"*","y","RV",1303,1305,3
"98","chr18",1303,1305,3,"*","x","PM",1303,1305,3
"101","chr18",1303,1305,3,"*","y","PM",1303,1305,3
"92","chr18",1303,1305,3,"*","x","Pa",1303,1305,3
"95","chr18",1303,1305,3,"*","y","Pa",1303,1305,3
"86","chr18",1303,1305,3,"*","x","Ov",1303,1305,3
