Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Disease mutation	393	13.100000000000001	9.743983183211233E-7	GLDC, POP1, COL12A1, ABCA12, SMC3, SLC4A4, RXFP2, ZFYVE27, LIPC, LIPI, GJA5, GJA8, PRKCG, DDX11, SCN10A, RBP4, RFX6, MTHFD1, FREM2, TPH2, GNS, PLA2G7, GIGYF2, LDHB, C7, HLCS, FLRT3, TTPA, C9, NKX2-1, PROM1, HCRT, C5ORF42, ABCA1, GRXCR1, DNAH11, JAG1, HACE1, FZD4, POU6F2, EIF2AK3, IL31RA, FN1, NR2F2, SLC6A5, FERMT1, DCHS1, GABRB3, ITK, KCNC1, PIGN, ADK, PYGL, FARS2, IFIH1, MECOM, TRIM2, ADAMTSL2, JAK2, TEAD1, TMC1, MYOC, ELOVL4, KCND2, SLC2A10, NSUN2, TCF12, NIPA1, PAX3, BAAT, PAX2, SUMF1, ZEB2, PLCB4, MMP13, DPYD, POT1, RARB, PPARG, ISPD, MOCS1, OCA2, NBAS, ASAH1, COL11A1, ABCB11, EGFR, GLRA1, WRN, CHN1, GCNT2, SLC17A5, ZSWIM6, AGA, FPGT-TNNI3K, TRMT10A, GABRA1, WWOX, BCHE, TPK1, F11, KIAA0196, WNT7A, POU4F3, CENPE, LYRM4, TRMT5, LYRM7, HYLS1, IRS1, ZBTB24, CTNND2, CEP120, HP, F13A1, ZBTB20, PLOD2, HNMT, PARK2, FGF5, RIMS1, SMCHD1, GYG1, KCNH1, COL27A1, MITF, FOXP2, FOXP1, CACNB2, CUL3, ITPR1, ITPR2, TNFRSF11B, SPATA5, GTF2E2, NEUROD1, ATXN7, TTC21B, NDP, CPA6, IMPG1, GRIA3, IMPG2, BDNF, ZBTB16, CDK6, LRIT3, TPP1, ALK, SNAP25, CEP164, ETFA, PTPN22, TREM2, TSPAN12, SYNE2, SYNE1, UNC80, OPA1, HMGCS2, CEP290, LBR, TAPT1, PRKG1, TRPC6, TRPC3, COL25A1, VPS13B, BPGM, APOA5, LRTOMT, PIK3CA, RRM2B, ASPH, PCCA, CNGB3, SLC25A13, SEMA3A, PLG, LRP2, TTN, CDC42, IL21R, FKTN, SMARCE1, MGME1, NTRK2, KCNJ6, KCNJ10, TRPA1, MMAB, CEP152, SLC12A1, TBX5, USH2A, SUGCT, MYO1E, SUCLA2, GLRB, KIAA0586, VPS45, SEC24D, DMGDH, SMARCAL1, APP, MTRR, TRAF3IP2, IKZF1, HERC2, PNP, PIEZO2, HMCN1, MYOZ2, EYS, TMPO, SEC63, COG6, MCCC1, ANK2, RUNX1, SPATA16, KCNQ3, ZFPM2, ALDH7A1, CERKL, SLC22A5, FOXG1, MTTP, PCDH15, UMOD, PPP1R3A, ANKH, SI, OTOG, APOB, ARSB, STAT5B, CRADD, TGDS, SLC10A2, GDF3, RPE65, MED13L, EXT1, ICK, EXT2, OCLN, TG, MYO5B, NDUFAF5, PDE3A, IL21, PCSK1, RYR2, TENM4, PTPRQ, GBE1, PCSK9, AUH, NNT, KRT25, ANKRD1, BBS9, PHGDH, CD36, ACAD8, EDN3, AP3B1, OSMR, ANO3, ALDH5A1, GAL, BBS12, GAN, FSHR, ALDOB, DDR2, PTH, PRICKLE2, HSD17B4, NT5E, CTNNA3, SHOC2, CD59, CCT5, NUBPL, AKR1C2, MLH1, APTX, PDP1, KITLG, AGGF1, IL17F, KDM1A, HFE, UBE3B, NR3C2, IGF1R, TGM1, BMPER, HADH, KIRREL3, CD96, CASR, CASK, KCTD1, LIFR, SDHB, PRLR, POLG2, COL4A4, SLFN14, COL4A3, EOGT, CHMP4B, MASP1, RAF1, GCM2, CHAT, SLC1A1, HTRA1, CACNA1D, NALCN, DPP6, NPHP3, NPHP4, TGFB2, SYT2, TDRD7, GNAO1, QDPR, AHI1, FGF14, CPS1, MYF6, MKRN3, TCF4, IL7R, BMPR1B, FGF12, FGFR2, FBN1, THRB, MEGF10, DOCK8, CHD7, SLC40A1, GPHN, GHR, SPRED1, TRPS1, SCN5A, CA8, FGB, FGA, GLRX5, PDE4D, BCKDHB, PLA2G4A, DARS2, PEX2, PEX1, TGFBR1, ETV6, SETBP1, RASA1, DOCK2, COLEC11, LAMA4, ETFDH, PARN, PTHLH, HSPD1, HMGCL, ACAN, CHSY1, ERBB4, OXCT1, POC1B, EYA1, LAMB3, TSHR, RPIA, GALC, GALE, PIKFYVE, CYP24A1, PDE10A, ERCC5, KRAS, GPD1L, TAF2, HCN1	2548	2550	20581	1.2448568658232524	5.533053845639957E-4	6.149536053404424E-5	5.748950078094628E-5
GOTERM_CC_DIRECT	GO:0043235~receptor complex	35	1.1666666666666667	1.7346808192817804E-5	ITGB1, APP, NRP1, VIPR1, FLT1, MTTP, GPR63, ITPR2, LRP2, VLDLR, EGFR, NR3C2, IGF1R, GHR, GRM7, ERBB4, NT5DC3, LEPR, SLITRK5, IMPG2, NTRK2, GPR37, NTRK3, LIFR, TGFBR1, TSHR, ACVR2A, LRP1B, KCTD8, PEX5L, CD200R1, MTNR1A, CR1L, CAPRIN2, BMPR1B	2335	127	18224	2.1509045844644152	0.01393567635824755	0.011940650888590136	0.011866852057387479
UP_SEQ_FEATURE	compositionally biased region:Ser-rich	79	2.6333333333333333	8.293985516424522E-4	SETD5, DOCK4, MCTP1, CSRNP3, MAST4, MEGF10, MYT1L, IRS1, SCHIP1, CCDC168, CHD1, SYNE1, RIMS1, ARHGAP42, CDH4, TIFAB, PCLO, CDH2, POLI, LRRFIP2, ATXN7L1, NCKAP5, KIRREL3, PDGFRA, PROSER1, MEF2C, BORA, KCNH8, ANKHD1-EIF4EBP3, FRMD4A, ANK3, NAV2, ARID1B, KIAA1217, CLIP1, TBC1D4, PAPD7, ASPH, NAV3, KIAA2026, C14ORF39, BDP1, SPATA18, RAPGEF6, YTHDC2, UBR4, GLIS3, RNF219, AKAP6, EGFR, TMEM242, TTN, ARHGAP22, ATXN7, ZBBX, RICTOR, FAM83D, FNIP2, CLASP2, USP24, TTC14, CDK19, AUTS2, POU6F2, KLHL1, ZFC3H1, PRG4, MARCH7, PUM1, BTBD10, ANKHD1, MED13L, FAM179B, KIF26B, ASXL3, LRIT3, SP8, CCSER1, TNRC6A	2500	441	20063	1.4376208616780046	0.9932342404962728	0.1849865954811425	0.1843415077187539
UP_KEYWORDS	Mental retardation	57	1.9	9.632901828664517E-4	SETD5, SNAP25, MYT1L, DOCK8, ZBTB20, VLDLR, UBE3B, FMN2, GRIK2, SMC3, SOBP, HNMT, HERC2, BBS9, CA8, CEP290, KCNH1, KIRREL3, MEF2C, ELOVL4, COG6, NSUN2, CASK, FRMD4A, ANK3, ARID1B, PRSS12, FOXP1, ZEB2, SETBP1, BBS12, MAGEL2, FOXG1, SPATA5, CDC42, DPP6, TTC21B, CAMTA1, GRIA3, SMARCE1, ZBTB18, TRMT10A, MBD5, KCNJ10, CRADD, AUTS2, EYA1, ZBTB16, CEP152, KIAA0196, MED13L, EXT2, KRAS, TCF4, DCHS1, FGFR2, TAF2	2548	299	20581	1.539822695221644	0.4215554132641016	0.019541029423862304	0.018268110253645924
UP_KEYWORDS	Cell projection	118	3.933333333333333	0.0012133676890244446	FRMPD4, CTNND2, WWC1, ITSN1, IFIT5, CCP110, SLC9C1, EPS8, LAMP5, ARHGAP44, ZFYVE27, ALCAM, TBC1D32, TEKT3, NRCAM, RGS8, EPHB1, ANKS1B, PRKCG, EPHA4, ANK3, SHISA9, TIAM2, CLIP1, SNTN, RUFY3, FKBP4, NGEF, GPM6A, INTU, MAX, UMOD, SPATA6, SAMSN1, SCIN, FLRT3, TTC21B, SYNDIG1, NPHP3, NPHP4, PLCG1, PROM1, C5ORF42, GRIA4, GRXCR1, DNAH11, AFAP1L1, CADM2, PLK2, OSBPL3, IL31RA, BBIP1, SYNJ2, MCC, ARHGAP24, ICK, AHI1, FERMT1, CABYR, DLG2, CDK6, LRIT3, DZIP1, ITGB1, SPAG16, CNTNAP2, SPAG17, DOCK4, TENM2, C2CD5, TENM3, TENM4, MEGF10, GPHN, TRIM9, HYDIN, BBS9, CEP290, TAPT1, MYOC, DST, KCND2, TESC, BBS12, PALLD, SSX2IP, SHANK2, DNAH7, ROCK1, DNAH8, DNAH6, ADAM22, NEDD9, KCNA4, PDC, IFT74, GLRA1, ANKMY2, POC1B, RAB28, CCT8, CTNNA2, CLASP2, FARP1, SVIL, MYO10, KCNB2, USH2A, TTLL7, SLC8A3, AGBL4, MKLN1, FAM179B, KITLG, FAP, GLRB, KIAA0586, PKN2	2548	721	20581	1.321946232883423	0.4982289344663817	0.02297309491219615	0.02147660809573267
GOTERM_BP_DIRECT	GO:0007409~axonogenesis	25	0.8333333333333334	0.0015875579969866541	APP, TOP2B, GSK3B, LRRC55, SLITRK3, SLITRK5, NRCAM, CTNNA2, NTNG1, LINGO2, NKX2-8, LRRN2, LUM, RYK, WNT7A, CCK, ANK3, PAX2, LRFN5, ALS2, PARD3, CNTN2, CNTN4, DSCAML1, FGFR2	2203	98	16792	1.9444727505164572	0.999743049698596	0.7227713954540035	0.7224935667415476
GOTERM_CC_DIRECT	GO:0032433~filopodium tip	7	0.23333333333333336	0.002031279952623399	NLGN1, FZD3, MYO10, OSBPL3, MYO5A, AP2A1, EPHB1	2335	12	18224	4.552748037116346	0.8069829499996206	0.20541318520904123	0.2041436352386516
GOTERM_BP_DIRECT	GO:0007399~nervous system development	56	1.866666666666667	0.0022683504444515395	PCSK2, APP, CHRM3, NRSN1, MYT1L, GRIK1, VLDLR, FGF5, DPF3, CSGALNACT1, TRPC5, RBFOX1, MEF2C, SEMA6A, APAF1, PAX3, NRG1, NAV2, ARID1B, ZEB2, GAL, DOK5, NINJ2, MPPED2, RAPGEF5, IGSF8, NLGN1, INTU, DLX6, EFNA5, BARX2, PCDH18, MOBP, ERBB4, FUT9, SPOCK1, NDP, APOB, FKTN, MBD5, JAG1, BDNF, CRIM1, SLC4A10, LSAMP, TSHR, TTLL7, NELL1, DLG2, FGF14, GLRB, TPP1, CNTN4, RBM45, SIM1, FGF12	2203	287	16792	1.487284523321856	0.9999926118517778	0.7397594672957787	0.7394751084769067
KEGG_PATHWAY	hsa04514:Cell adhesion molecules (CAMs)	32	1.0666666666666667	0.0030083115350702724	ITGB1, CNTNAP2, NLGN1, NRXN1, NRXN3, CLDN1, GLG1, CLDN20, CDH4, ALCAM, CDH2, ITGB8, NRCAM, NCAM2, LRRC4C, NEO1, MPZL1, JAM2, NTNG1, NLGN4X, CADM1, SELP, CLDN10, NFASC, OCLN, VCAN, CD8B, CD28, CNTN1, CLDN18, CNTN2, ITGA6	913	142	6879	1.6979158631967048	0.576270922411737	0.06833876493207622	0.06258392156937506
GOTERM_BP_DIRECT	GO:0007417~central nervous system development	28	0.9333333333333335	0.0031461926307334662	CHD7, ADAM22, GRIK1, STK4, PARK2, HAPLN1, STK3, ACAN, DNER, PDGFC, ADAM23, NRCAM, FYN, MBP, ASIC2, ARSB, SH3GL2, LYN, CNTN6, ZBTB16, GABRA4, POU6F2, AHI1, VCAN, ALDH5A1, CNTN2, TPP1, DSCAML1	2203	120	16792	1.7785444091390528	0.9999999242210599	0.7908353507644988	0.7905313587019331
