Annotation Cluster 1	Enrichment Score: 20.587891849899297
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	olfaction	22	88.0	1.1055745992620473E-33	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	409	19235	43.110228198859005	2.2111491985240946E-32	2.2111491985240946E-32	8.414438299224538E-31
GOTERM_BP_FAT	GO:0007608~sensory perception of smell	23	92.0	1.5503079559411456E-32	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR4C45, OR8H2, OR4P4	24	431	13528	30.079659706109823	3.1006159118822914E-31	3.1006159118822914E-31	1.1799267682860102E-29
GOTERM_MF_FAT	GO:0004984~olfactory receptor activity	23	92.0	3.8286598082361196E-32	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR4C45, OR8H2, OR4P4	24	431	12983	28.867846094354217	1.9143299041180598E-31	1.9143299041180598E-31	1.6651083429040007E-29
INTERPRO	IPR000725:Olfactory receptor	22	88.0	5.973135212429892E-32	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	428	16659	35.67932242990654	8.36238929740185E-31	8.36238929740185E-31	4.057495208774186E-29
GOTERM_BP_FAT	GO:0007606~sensory perception of chemical stimulus	23	92.0	1.5900395650903875E-31	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR4C45, OR8H2, OR4P4	24	478	13528	27.122036262203626	3.180079130180775E-30	1.5900395650903875E-30	1.2101661726589356E-28
SP_PIR_KEYWORDS	sensory transduction	22	88.0	3.3524921243330174E-30	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	595	19235	29.63375350140056	6.704984248666034E-29	3.352492124333017E-29	2.5515544720062888E-27
PIR_SUPERFAMILY	PIRSF003152:G protein-coupled olfactory receptor, class II	22	88.0	2.1163181568851332E-27	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	23	353	7396	20.040891735435398	6.3489544706553996E-27	6.3489544706553996E-27	6.6619969361558785E-25
SP_PIR_KEYWORDS	g-protein coupled receptor	22	88.0	2.741584826559761E-27	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	816	19235	21.60794526143791	5.483169653119521E-26	1.8277232177065073E-26	2.0865978994610967E-24
INTERPRO	IPR017452:GPCR, rhodopsin-like superfamily	22	88.0	4.6688392211525694E-27	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	726	16659	21.03409090909091	6.536374909613597E-26	3.2681874548067985E-26	3.1714990698590183E-24
INTERPRO	IPR000276:7TM GPCR, rhodopsin-like	22	88.0	4.807110551060783E-27	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	727	16659	21.005158184319118	6.729954771485096E-26	2.243318257161699E-26	3.2654254985536032E-24
SP_PIR_KEYWORDS	transducer	22	88.0	1.1723257164186573E-26	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR8H2, OR4P4	24	874	19235	20.17400839054157	2.3446514328373148E-25	5.861628582093287E-26	8.922475619450157E-24
GOTERM_BP_FAT	GO:0007600~sensory perception	23	92.0	2.0778112984923743E-26	OR5R1, OR5M1, OR5D13, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR4C3, OR8K1, OR4X1, OR4S2, OR8K3, OR4A15, OR4A16, OR8I2, OR4C45, OR8H2, OR4P4	24	810	13528	16.005349794238683	4.155622596984749E-25	1.3852075323282495E-25	1.58140526928402E-23
