Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR001478:PDZ domain	3	9.67741935483871	0.009712861353409116	FRMPD1, APBA1, TJP2	19	155	18559	18.90560271646859	0.4800084431014259	0.6507617106784108	0.6507617106784108
SMART	SM00228:PDZ	3	9.67741935483871	0.013055284126850862	FRMPD1, APBA1, TJP2	13	149	10057	15.576148683531235	0.22095293261665983	0.24805039841016638	0.24805039841016638
GOTERM_BP_DIRECT	GO:0007165~signal transduction	3	9.67741935483871	0.27822722479340345	PLAA, SHB, SH3GL2	16	1161	16792	2.7118863049095605	0.9999999999996538	1.0	1.0
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	6	19.35483870967742	0.43572786751844494	EQTN, FRMPD1, SHB, TRPM3, SH3GL2, TJP2	20	4121	18224	1.3266682843969908	0.9999999999988212	1.0	1.0
UP_KEYWORDS	Coiled coil	5	16.129032258064516	0.5148907278047964	IFT74, CAAP1, ANKRD18A, TRPM3, SH3GL2	26	3036	20581	1.303651059085842	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	4	12.903225806451612	0.5721057566580027	ALDH1B1, PRKACG, ELAVL2, TJP2	20	2784	18224	1.3091954022988506	1.0	1.0	1.0
UP_KEYWORDS	Transferase	3	9.67741935483871	0.6261296859418706	PTAR1, PRKACG, PIP5K1B	26	1708	20581	1.3903575932264458	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0016020~membrane	3	9.67741935483871	0.6869976649396983	MAMDC2, APBA1, PIP5K1B	20	2200	18224	1.2425454545454544	1.0	1.0	1.0
UP_SEQ_FEATURE	mutagenesis site	3	9.67741935483871	0.7931012083342305	APBA1, SHB, SH3GL2	27	2191	20063	1.0174451037070844	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	3	9.67741935483871	0.8150236530293755	FRMPD1, PLAA, SH3GL2	20	2811	18224	0.9724653148345784	1.0	1.0	1.0
UP_SEQ_FEATURE	splice variant	9	29.03225806451613	0.8487987724170105	EQTN, MAMDC2, FAM189A2, PGM5, PIP5K1B, SHB, TRPM3, ELAVL2, TJP2	27	7760	20063	0.8618127147766322	1.0	1.0	1.0
UP_KEYWORDS	Cytoplasm	5	16.129032258064516	0.8697895709511373	FRMPD1, APBA1, PGM5, SHB, SH3GL2	26	4816	20581	0.8218198952210581	1.0	1.0	1.0
UP_KEYWORDS	Cell membrane	3	9.67741935483871	0.915814058734369	FRMPD1, SHB, TJP2	26	3175	20581	0.7479466989703211	1.0	1.0	1.0
UP_KEYWORDS	Acetylation	3	9.67741935483871	0.9367611382454084	PTAR1, ALDH1B1, PLAA	26	3424	20581	0.6935545470884257	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	4	12.903225806451612	0.9408218271584357	PTAR1, PLAA, SH3GL2, TJP2	20	5222	18224	0.697970126388357	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005634~nucleus	4	12.903225806451612	0.9513110289479854	IFT74, EQTN, PLAA, APBA1	20	5415	18224	0.6730932594644506	1.0	1.0	1.0
