Annotation Cluster 1	Enrichment Score: 12.463520551842121
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR021743:Keratin-associated matrix	6	26.08695652173913	5.029027428773065E-14	KRTAP19-2, KRTAP19-1, KRTAP19-4, KRTAP19-3, KRTAP19-5, KRTAP20-2	12	14	18559	662.8214285714287	1.7602586055431857E-12	1.7601596000705727E-12	1.7601596000705727E-12
GOTERM_CC_DIRECT	GO:0005882~intermediate filament	8	34.78260869565217	2.2531645896862538E-13	KRTAP20-3, KRTAP7-1, KRTAP19-2, KRTAP19-1, KRTAP19-4, KRTAP19-3, KRTAP19-5, KRTAP20-2	13	113	18224	99.24574540503745	2.9284352720537754E-12	2.92911396659213E-12	2.92911396659213E-12
UP_KEYWORDS	Keratin	8	34.78260869565217	3.5905536707117543E-12	KRTAP20-3, KRTAP7-1, KRTAP19-2, KRTAP19-1, KRTAP19-4, KRTAP19-3, KRTAP19-5, KRTAP20-2	15	153	20581	71.74204793028322	1.4003231907366853E-10	1.4003159315775843E-10	1.4003159315775843E-10

Annotation Cluster 2	Enrichment Score: 0.17372468145453196
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	topological domain:Extracellular	4	17.391304347826086	0.3066799794332739	CHODL, GRIK1, NCAM2, TMPRSS15	15	2787	20063	1.9196746800621936	0.9999999768356788	1.0	1.0
UP_SEQ_FEATURE	topological domain:Cytoplasmic	4	17.391304347826086	0.44328560433600483	CHODL, GRIK1, NCAM2, TMPRSS15	15	3456	20063	1.548070987654321	0.9999999999993829	1.0	1.0
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	4	17.391304347826086	0.5925219043406242	CHODL, GRIK1, NCAM2, TMPRSS15	15	4234	20063	1.2636120296016375	1.0	1.0	1.0
UP_SEQ_FEATURE	disulfide bond	3	13.043478260869565	0.6252174697840676	CHODL, NCAM2, TMPRSS15	15	2917	20063	1.3755913609873158	1.0	1.0	1.0
UP_KEYWORDS	Glycoprotein	4	17.391304347826086	0.6278712494849259	CHODL, GRIK1, NCAM2, TMPRSS15	15	4551	20581	1.2059474108254595	1.0	1.0	1.0
UP_SEQ_FEATURE	signal peptide	3	13.043478260869565	0.7044972629439534	CHODL, GRIK1, NCAM2	15	3346	20063	1.1992229527794382	1.0	1.0	1.0
UP_KEYWORDS	Disulfide bond	3	13.043478260869565	0.7047607191282327	CHODL, NCAM2, TMPRSS15	15	3434	20581	1.1986604542807222	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	4	17.391304347826086	0.7051960628616907	CHODL, GRIK1, NCAM2, TMPRSS15	13	5163	18224	1.0860710082093001	0.9999998729622975	1.0	1.0
UP_SEQ_FEATURE	transmembrane region	4	17.391304347826086	0.7247070653520433	CHODL, GRIK1, NCAM2, TMPRSS15	15	5056	20063	1.058175105485232	1.0	1.0	1.0
UP_KEYWORDS	Transmembrane helix	4	17.391304347826086	0.781987099017517	CHODL, GRIK1, NCAM2, TMPRSS15	15	5634	20581	0.9741332386699799	1.0	1.0	1.0
UP_KEYWORDS	Transmembrane	4	17.391304347826086	0.7839845152829616	CHODL, GRIK1, NCAM2, TMPRSS15	15	5651	20581	0.971202736978706	1.0	1.0	1.0
UP_KEYWORDS	Signal	3	13.043478260869565	0.8074517300569002	CHODL, GRIK1, NCAM2	15	4160	20581	0.9894711538461539	1.0	1.0	1.0
UP_KEYWORDS	Membrane	4	17.391304347826086	0.9314082516065508	CHODL, GRIK1, NCAM2, TMPRSS15	15	7494	20581	0.7323547727070545	1.0	1.0	1.0
UP_KEYWORDS	Alternative splicing	3	13.043478260869565	0.9993605385991494	CHODL, GRIK1, NCAM2	15	10587	20581	0.3887975819401152	1.0	1.0	1.0

Annotation Cluster 3	Enrichment Score: 0.018331581427031923
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Polymorphism	7	30.434782608695656	0.926899308377548	KRTAP19-2, GRIK1, KRTAP19-4, NCAM2, BACH1, KRTAP20-2, TMPRSS15	15	12043	20581	0.797514462066484	1.0	1.0	1.0
UP_SEQ_FEATURE	sequence variant	7	30.434782608695656	0.9581889939389983	KRTAP19-2, GRIK1, KRTAP19-4, NCAM2, BACH1, KRTAP20-2, TMPRSS15	15	12443	20063	0.7524498379276165	1.0	1.0	1.0
UP_KEYWORDS	Phosphoprotein	3	13.043478260869565	0.9920224932330798	GRIK1, NCAM2, BACH1	15	8246	20581	0.4991753577492118	1.0	1.0	1.0

