Annotation Cluster 1	Enrichment Score: 0.8155239875565385
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0003677~DNA binding	4	40.0	0.02001532238693238	EGFR, IKZF1, ZNF479, ZNF716	5	2331	12983	4.455770055770056	0.5807922794169791	0.5807922794169791	17.151084534198237
GOTERM_BP_FAT	GO:0006355~regulation of transcription, DNA-dependent	3	30.0	0.08591115295418138	IKZF1, ZNF479, ZNF716	5	1773	13528	4.578003384094754	0.9999999995662711	0.9999999995662711	68.63407965303978
GOTERM_BP_FAT	GO:0051252~regulation of RNA metabolic process	3	30.0	0.08944986924119487	IKZF1, ZNF479, ZNF716	5	1813	13528	4.47699944842802	0.9999999998290273	0.9999869243487484	70.16577747219411
GOTERM_MF_FAT	GO:0008270~zinc ion binding	3	30.0	0.1479745930871798	IKZF1, ZNF479, ZNF716	5	2311	12983	3.3707485936823884	0.9989779798671377	0.9680309503916315	77.46836869736563
GOTERM_BP_FAT	GO:0045449~regulation of transcription	3	30.0	0.16901731327504366	IKZF1, ZNF479, ZNF716	5	2601	13528	3.1206459054209916	1.0	0.9999996307180855	90.83497411123697
GOTERM_MF_FAT	GO:0046914~transition metal ion binding	3	30.0	0.2034548518044621	IKZF1, ZNF479, ZNF716	5	2785	12983	2.7970556552962296	0.9999435001810483	0.9616278895924862	87.95891214575533
GOTERM_MF_FAT	GO:0046872~metal ion binding	3	30.0	0.3817192308832398	IKZF1, ZNF479, ZNF716	5	4140	12983	1.8815942028985506	0.9999999989504896	0.9943082385633248	98.86033232092882
GOTERM_MF_FAT	GO:0043169~cation binding	3	30.0	0.3870540083716342	IKZF1, ZNF479, ZNF716	5	4179	12983	1.8640344580043073	0.9999999992769721	0.9851464247727793	98.94863165531537
GOTERM_MF_FAT	GO:0043167~ion binding	3	30.0	0.39553986058984053	IKZF1, ZNF479, ZNF716	5	4241	12983	1.836783777410988	0.9999999996029825	0.9728896610983081	99.07655414858834

