Annotation Cluster 1	Enrichment Score: 16.439690294554836
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	olfaction	19	86.36363636363636	9.92849734728959E-29	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	409	19235	42.55035510536733	1.7871295225121262E-27	1.7871295225121262E-27	7.318524444298561E-26
GOTERM_BP_FAT	GO:0007608~sensory perception of smell	20	90.9090909090909	4.78491181253505E-28	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR4C45, OR5F1, OR4P4	21	431	13528	29.892829521599822	8.134350081309585E-27	8.134350081309585E-27	3.464522141877852E-25
GOTERM_MF_FAT	GO:0004984~olfactory receptor activity	20	90.9090909090909	1.0443404340595606E-27	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR4C45, OR5F1, OR4P4	21	431	12983	28.688542702463813	6.266042604357363E-27	6.266042604357363E-27	4.998081078657455E-25
INTERPRO	IPR000725:Olfactory receptor	19	86.36363636363636	3.019753241556013E-27	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	428	16659	35.21595460614152	5.435555834800823E-26	5.435555834800823E-26	2.225929779808088E-24
GOTERM_BP_FAT	GO:0007606~sensory perception of chemical stimulus	20	90.9090909090909	3.546438428848302E-27	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR4C45, OR5F1, OR4P4	21	478	13528	26.953576409643354	6.028945329042114E-26	3.014472664521057E-26	2.5678037428744027E-24
SP_PIR_KEYWORDS	sensory transduction	19	86.36363636363636	9.345188431790284E-26	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	595	19235	29.24889955982393	1.682133917722251E-24	8.410669588611255E-25	6.88855398579566E-23
PIR_SUPERFAMILY	PIRSF003152:G protein-coupled olfactory receptor, class II	19	86.36363636363636	1.0853415976734664E-24	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	19	353	7396	20.951841359773372	2.1706831953469328E-24	2.1706831953469328E-24	2.450190754727008E-22
SP_PIR_KEYWORDS	g-protein coupled receptor	19	86.36363636363636	2.884787615963428E-23	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	816	19235	21.32732259570495	5.192617708734171E-22	1.730872569578057E-22	2.1264435035379907E-20
INTERPRO	IPR017452:GPCR, rhodopsin-like superfamily	19	86.36363636363636	4.569703098299919E-23	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	726	16659	20.760920897284535	8.225465576939855E-22	4.1127327884699274E-22	3.3684335764288303E-20
INTERPRO	IPR000276:7TM GPCR, rhodopsin-like	19	86.36363636363636	4.6851299500822074E-23	OR8U8, OR5D14, OR5L1, OR5D16, OR4A47, OR5L2, OR4B1, OR5D18, OR4S1, OR4C6, OR8U1, OR4C3, OR4X2, OR4S2, OR8J1, OR4A15, OR4A16, OR5AS1, OR5F1, OR4P4	21	727	16659	20.732363922185105	8.433233910147973E-22	2.8110779700493243E-22	3.453517371765465E-20
