Annotation Cluster 1	Enrichment Score: 0.5054313784345563
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	7	15.217391304347828	0.08598533893531961	ZNF485, ARHGAP22, NCOA4, ZNF32, ARID5B, DRGX, ZNF33B	28	1955	16792	2.147314578005115	0.9999999930942499	1.0	1.0
UP_KEYWORDS	Transcription regulation	8	17.391304347826086	0.10611544178648666	ZNF485, ARHGAP22, NCOA4, ZNF32, ARID5B, ERCC6, DRGX, ZNF33B	37	2332	20581	1.9082100968893423	0.999995625203628	1.0	1.0
UP_KEYWORDS	Transcription	8	17.391304347826086	0.1186318890008247	ZNF485, ARHGAP22, NCOA4, ZNF32, ARID5B, ERCC6, DRGX, ZNF33B	37	2398	20581	1.8556905529382595	0.9999990725155321	1.0	1.0
GOTERM_CC_DIRECT	GO:0005634~nucleus	14	30.434782608695656	0.12467887513028235	ZNF485, PARG, SGMS1, CHAT, NCOA4, ZNF32, ARID5B, ZNF33B, ARHGAP22, MAPK8, BMS1, ERCC6, DRGX, MSMB	33	5415	18224	1.427773580682168	0.9999105215019768	1.0	1.0
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	5	10.869565217391305	0.21894236203800016	ZNF485, ARHGAP22, ZNF32, DRGX, ZNF33B	28	1504	16792	1.9937310030395137	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 6	3	6.521739130434782	0.22660600888338114	ZNF485, ZNF32, ZNF33B	37	501	20063	3.246965528402654	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 5	3	6.521739130434782	0.25931367227660596	ZNF485, ZNF32, ZNF33B	37	550	20063	2.9576904176904177	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 1	3	6.521739130434782	0.2619928399998227	ZNF485, ZNF32, ZNF33B	37	554	20063	2.936335252219729	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:C2H2-type 4	3	6.521739130434782	0.2847786738789899	ZNF485, ZNF32, ZNF33B	37	588	20063	2.7665471594043023	1.0	1.0	1.0
UP_KEYWORDS	DNA-binding	6	13.043478260869565	0.28631051052883333	ZNF485, ZNF32, ARID5B, ERCC6, DRGX, ZNF33B	37	2050	20581	1.6280290046143704	0.9999999999999999	1.0	1.0
