Annotation Cluster 1	Enrichment Score: 1.3193093460087078
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04071:Sphingolipid signaling pathway	3	37.5	8.950873343359783E-4	PLCB4, SPTLC3, PLCB1	4	120	6879	42.993750000000006	0.03863533628329385	0.019691921355391523	0.019691921355391523
UP_KEYWORDS	Lipid metabolism	3	37.5	0.0042342078810481696	PLCB4, SPTLC3, PLCB1	6	433	20581	23.765588914549653	0.1525171733263454	0.1651341073608786	0.1651341073608786
UP_SEQ_FEATURE	splice variant	5	62.5	0.07725020005686724	LAMP5, SNAP25, PLCB4, SPTLC3, PLCB1	6	7760	20063	2.1545317869415808	0.8547838116875291	0.48281375035542023	0.46350120034120346
KEGG_PATHWAY	hsa01100:Metabolic pathways	3	37.5	0.0830355915058517	PLCB4, SPTLC3, PLCB1	4	1219	6879	4.232362592288761	0.977944897552527	0.09133915065643687	0.09133915065643687
UP_KEYWORDS	Alternative splicing	5	62.5	0.205996494532198	LAMP5, SNAP25, PLCB4, SPTLC3, PLCB1	6	10587	20581	1.61998992475048	0.9998760991252367	1.0	1.0
UP_KEYWORDS	Polymorphism	5	62.5	0.31175866615077374	LAMP5, PLCB4, SPTLC3, PLCB1, ISM1	6	12043	20581	1.4241329679758645	0.9999995302256378	1.0	1.0
UP_SEQ_FEATURE	sequence variant	5	62.5	0.3726959975182849	LAMP5, PLCB4, SPTLC3, PLCB1, ISM1	6	12443	20063	1.343660424870744	0.9999862128847822	1.0	1.0

Annotation Cluster 2	Enrichment Score: 0.9762541700067954
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04911:Insulin secretion	3	37.5	4.4907973270749804E-4	SNAP25, PLCB4, PLCB1	4	85	6879	60.69705882352941	0.019569919922486356	0.019691921355391523	0.019691921355391523
UP_SEQ_FEATURE	splice variant	5	62.5	0.07725020005686724	LAMP5, SNAP25, PLCB4, SPTLC3, PLCB1	6	7760	20063	2.1545317869415808	0.8547838116875291	0.48281375035542023	0.46350120034120346
UP_KEYWORDS	Alternative splicing	5	62.5	0.205996494532198	LAMP5, SNAP25, PLCB4, SPTLC3, PLCB1	6	10587	20581	1.61998992475048	0.9998760991252367	1.0	1.0
GOTERM_CC_DIRECT	GO:0005829~cytosol	3	37.5	0.2261197096895612	SNAP25, PLCB4, PLCB1	6	3315	18224	2.7487179487179487	0.9999239796125947	1.0	1.0
UP_KEYWORDS	Membrane	4	50.0	0.2574734673856621	LAMP5, SNAP25, SPTLC3, PLCB1	6	7494	20581	1.8308869317676362	0.9999909266618318	1.0	1.0
GOTERM_MF_DIRECT	GO:0005515~protein binding	3	37.5	0.5305961505925545	SNAP25, PLCB4, PLCB1	4	8785	16881	1.4411781445645988	0.9999994253726557	1.0	1.0
UP_KEYWORDS	Phosphoprotein	3	37.5	0.6642061857816909	SNAP25, PLCB4, PLCB1	6	8246	20581	1.2479383943730293	1.0	1.0	1.0

