Annotation Cluster 1	Enrichment Score: 0.6423497339454287
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	membrane	6	60.0	0.0798620491654921	AGPAT5, XKR5, TNKS, UNC5D, NRG1, CSMD1	9	6256	19235	2.049765558397272	0.9763744213535281	0.9763744213535281	54.28478122209025
UP_SEQ_FEATURE	disulfide bond	4	40.0	0.10100289700124926	DEFA5, UNC5D, NRG1, CSMD1	9	2819	19113	3.0133617121910845	0.9999672995035327	0.9999672995035327	69.11891226756696
SP_PIR_KEYWORDS	disulfide bond	4	40.0	0.10857544215641722	DEFA5, UNC5D, NRG1, CSMD1	9	2924	19235	2.923696610427116	0.9943270789052365	0.9246812035759764	66.07041320363226
UP_SEQ_FEATURE	transmembrane region	5	50.0	0.12360604480343718	AGPAT5, XKR5, UNC5D, NRG1, CSMD1	9	4911	19113	2.162152989886649	0.999997234082506	0.9983368952245733	76.68420620096808
SP_PIR_KEYWORDS	transmembrane	5	50.0	0.12592535002589395	AGPAT5, XKR5, UNC5D, NRG1, CSMD1	9	4973	19235	2.148825881984941	0.997657478298609	0.8671908875655387	71.7965345080121
SP_PIR_KEYWORDS	alternative splicing	6	60.0	0.1574865960644256	DLC1, XKR5, TNKS, UNC5D, NRG1, CSMD1	9	7488	19235	1.7125178062678061	0.9995523311721624	0.854541463518913	80.04282214682874
UP_SEQ_FEATURE	splice variant	6	60.0	0.15883019343908222	DLC1, XKR5, TNKS, UNC5D, NRG1, CSMD1	9	7458	19113	1.708500938589434	0.9999999482730918	0.9962740344051205	85.17337316615634
GOTERM_CC_FAT	GO:0016021~integral to membrane	6	60.0	0.19670792100948234	AGPAT5, XKR5, TNKS, UNC5D, NRG1, CSMD1	9	5297	12782	1.608709332326474	0.9999824743462501	0.9999824743462501	87.8717874543601
GOTERM_CC_FAT	GO:0031224~intrinsic to membrane	6	60.0	0.2219023117414322	AGPAT5, XKR5, TNKS, UNC5D, NRG1, CSMD1	9	5485	12782	1.5535703433606807	0.9999964378988218	0.9981126470445915	91.0771385885818
SP_PIR_KEYWORDS	polymorphism	7	70.0	0.31632994872676384	DLC1, AGPAT5, DEFA5, MCPH1, UNC5D, NRG1, CSMD1	9	11550	19235	1.2952861952861952	0.9999999630090908	0.9673698551852509	97.20204378023504
UP_SEQ_FEATURE	topological domain:Extracellular	3	30.0	0.31826927930954346	UNC5D, NRG1, CSMD1	9	2719	19113	2.3431408606105184	0.9999999999999999	0.9999077190673084	98.54182575579492
UP_SEQ_FEATURE	sequence variant	7	70.0	0.37518328633588494	DLC1, AGPAT5, DEFA5, MCPH1, UNC5D, NRG1, CSMD1	9	11992	19113	1.2396319768734712	1.0	0.9998909561485327	99.44281794141381
SP_PIR_KEYWORDS	signal	3	30.0	0.40250489118756677	DEFA5, UNC5D, CSMD1	9	3250	19235	1.9728205128205125	0.9999999999138915	0.9789860517578199	99.21191638142727
UP_SEQ_FEATURE	signal peptide	3	30.0	0.40586462270000534	DEFA5, UNC5D, CSMD1	9	3250	19113	1.960307692307692	1.0	0.9997789549259793	99.68034755839238
UP_SEQ_FEATURE	topological domain:Cytoplasmic	3	30.0	0.4259658312439809	UNC5D, NRG1, CSMD1	9	3374	19113	1.8882631890930646	1.0	0.9995433684844092	99.78136446476911
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	3	30.0	0.5427921326822892	UNC5D, NRG1, CSMD1	9	4129	19113	1.5429886170985712	1.0	0.9999243378723297	99.98225267513173
SP_PIR_KEYWORDS	glycoprotein	3	30.0	0.566234387951159	UNC5D, NRG1, CSMD1	9	4318	19235	1.4848695383665276	1.0	0.990889125900355	99.96121855982099

Annotation Cluster 2	Enrichment Score: 0.2888100533414305
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	cytoplasm	3	30.0	0.4157555786508321	DLC1, MCPH1, TNKS	9	3332	19235	1.924269707883153	0.9999999999686126	0.9684109512105502	99.36177163911815
SP_PIR_KEYWORDS	phosphoprotein	4	40.0	0.6361240392792423	DLC1, MCPH1, TNKS, UNC5D	9	7263	19235	1.177046521945324	1.0	0.9936207910819672	99.99256884497528

