Annotation Cluster 1	Enrichment Score: 0.924159576232196
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Secreted	5	45.45454545454545	0.010859918892443603	MTRNR2L9, DEFB114, DEFB113, EYS, IL17A	11	1965	20581	4.760814249363868	0.41435799807595197	0.5321360257297365	0.5321360257297365
UP_SEQ_FEATURE	signal peptide	5	45.45454545454545	0.048083839265474854	PKHD1, DEFB114, DEFB113, EYS, IL17A	10	3346	20063	2.998057381948595	0.9920076849949767	1.0	1.0
GOTERM_CC_DIRECT	GO:0005576~extracellular region	4	36.36363636363637	0.05152759959971975	MTRNR2L9, DEFB114, DEFB113, IL17A	11	1610	18224	4.116092603049125	0.7190734738018414	1.0	1.0
UP_KEYWORDS	Signal	5	45.45454545454545	0.12460137612257809	PKHD1, DEFB114, DEFB113, EYS, IL17A	11	4160	20581	2.2487980769230766	0.9985273921241082	1.0	1.0
UP_SEQ_FEATURE	disulfide bond	4	36.36363636363637	0.13110066762103958	DEFB114, DEFB113, EYS, IL17A	10	2917	20063	2.7511827219746317	0.9999989552619167	1.0	1.0
UP_KEYWORDS	Disulfide bond	4	36.36363636363637	0.22525935727267096	DEFB114, DEFB113, EYS, IL17A	11	3434	20581	2.1793826441467674	0.9999962960881831	1.0	1.0
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	3	27.27272727272727	0.5964640104718846	PKHD1, EYS, IL17A	10	4234	20063	1.4215635333018422	1.0	1.0	1.0
UP_KEYWORDS	Glycoprotein	3	27.27272727272727	0.6846410469642272	PKHD1, EYS, IL17A	11	4551	20581	1.233355306526038	1.0	1.0	1.0

Annotation Cluster 2	Enrichment Score: 0.22079792133238613
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	splice variant	5	45.45454545454545	0.48409026058280435	PKHD1, PRIM2, MLIP, EYS, LRRC1	10	7760	20063	1.2927190721649484	1.0	1.0	1.0
UP_SEQ_FEATURE	sequence variant	7	63.63636363636363	0.5335785243743185	PKHD1, PRIM2, MLIP, KHDRBS2, TFAP2D, EYS, LRRC1	10	12443	20063	1.1286747568914248	1.0	1.0	1.0
UP_KEYWORDS	Polymorphism	7	63.63636363636363	0.5954651481713056	PKHD1, PRIM2, MLIP, KHDRBS2, TFAP2D, EYS, LRRC1	11	12043	20581	1.087519720999751	1.0	1.0	1.0
UP_KEYWORDS	Alternative splicing	5	45.45454545454545	0.8507996058166838	PKHD1, PRIM2, MLIP, EYS, LRRC1	11	10587	20581	0.8836308680457163	1.0	1.0	1.0

