Annotation Cluster 1	Enrichment Score: 15.235248027789579
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Olfaction	17	85.0	1.4773242148189112E-24	OR8K5, OR8K3, OR8K1, OR5J2, OR5L2, OR5L1, OR5R1, OR4S1, OR5D18, OR4X2, OR4X1, OR4C45, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1	20	443	20581	39.489503386004515	3.841042958529169E-23	3.841042958529169E-23	2.6591835866740404E-23
GOTERM_BP_DIRECT	GO:0050911~detection of chemical stimulus involved in sensory perception of smell	17	85.0	3.1246250270271763E-24	OR8K5, OR8K3, OR8K1, OR5J2, OR5L2, OR5L1, OR5R1, OR4S1, OR5D18, OR4X2, OR4X1, OR4C45, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1	19	425	16792	35.35157894736842	8.124025070270659E-23	7.81156256756794E-23	7.81156256756794E-23
INTERPRO	IPR000725:Olfactory receptor	17	85.0	4.738634555572505E-24	OR8K5, OR8K3, OR8K1, OR5J2, OR5L2, OR5L1, OR5R1, OR4S1, OR5D18, OR4X2, OR4X1, OR4C45, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1	20	430	18559	36.68639534883721	1.0424996022259511E-22	1.0424996022259511E-22	1.0424996022259511E-22
GOTERM_MF_DIRECT	GO:0004984~olfactory receptor activity	17	85.0	2.2275162799349008E-23	OR8K5, OR8K3, OR8K1, OR5J2, OR5L2, OR5L1, OR5R1, OR4S1, OR5D18, OR4X2, OR4X1, OR4C45, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1	20	431	16881	33.29199535962877	3.3412744199023514E-22	3.3412744199023514E-22	3.3412744199023514E-22
UP_KEYWORDS	Sensory transduction	17	85.0	2.5283415412249693E-22	OR8K5, OR8K3, OR8K1, OR5J2, OR5L2, OR5L1, OR5R1, OR4S1, OR5D18, OR4X2, OR4X1, OR4C45, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1	20	609	20581	28.725533661740556	6.57368800718492E-21	3.28684400359246E-21	2.2755073871024723E-21
INTERPRO	IPR000276:G protein-coupled receptor, rhodopsin-like	17	85.0	1.890400875604826E-20	OR8K5, OR8K3, OR8K1, OR5J2, OR5L2, OR5L1, OR5R1, OR4S1, OR5D18, OR4X2, OR4X1, OR4C45, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1	20	719	18559	21.9404033379694	4.158881926330617E-19	2.0169460981838402E-19	2.0169460981838402E-19
INTERPRO	IPR017452:GPCR, rhodopsin-like, 7TM	17	85.0	2.750381042977964E-20	OR8K5, OR8K3, OR8K1, OR5J2, OR5L2, OR5L1, OR5R1, OR4S1, OR5D18, OR4X2, OR4X1, OR4C45, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1	20	736	18559	21.433627717391307	6.050838294551521E-19	2.0169460981838402E-19	2.0169460981838402E-19
UP_KEYWORDS	G-protein coupled receptor	17	85.0	4.599336025689274E-20	OR8K5, OR8K3, OR8K1, OR5J2, OR5L2, OR5L1, OR5R1, OR4S1, OR5D18, OR4X2, OR4X1, OR4C45, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1	20	842	20581	20.776543942992873	1.1958273666792113E-18	3.9860912222640374E-19	2.7596016154135647E-19
GOTERM_MF_DIRECT	GO:0004930~G-protein coupled receptor activity	17	85.0	6.957947546215011E-20	OR8K5, OR8K3, OR8K1, OR5J2, OR5L2, OR5L1, OR5R1, OR4S1, OR5D18, OR4X2, OR4X1, OR4C45, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1	20	710	16881	20.209647887323943	1.0436921319322516E-18	5.218460659661258E-19	5.218460659661258E-19
UP_KEYWORDS	Transducer	17	85.0	1.3123824631943594E-19	OR8K5, OR8K3, OR8K1, OR5J2, OR5L2, OR5L1, OR5R1, OR4S1, OR5D18, OR4X2, OR4X1, OR4C45, OR5D14, OR4A15, OR4C3, OR4A16, OR4B1	20	899	20581	19.459232480533927	3.4121944043053345E-18	8.530486010763336E-19	5.905721084374617E-19
